Row Labels	Day 5- 23C (Silo 9)/sum*100	Day 5- 29C (Silo 8)/sum*100	Day 8- 23C (Silo 9)/sum*100	Day 8- 29C (Silo 8)/sum*100
CGI_10011966	18	22	38	22
CGI_10014820	18	22	38	22
CGI_10015662	18	22	38	22
CGI_10017138	18	22	38	22
CGI_10018009	18	22	38	22
CGI_10018579	18	22	38	22
CGI_10019322	18	22	38	22
CGI_10019959	18	22	38	22
CGI_10019972	18	22	38	22
CGI_10020753	18	22	38	22
CGI_10021132	18	22	38	22
CGI_10022394	18	22	38	22
CGI_10022797	18	22	38	22
CGI_10028068	18	22	38	22
CGI_10015264	22	60	12	6
CGI_10028738	25	1	1	73
CGI_10014055	9	35	28	28
CGI_10018300	42	25	11	22
CGI_10026782	5	7	17	71
CGI_10010724	5	37	23	35
CGI_10002192	0	19	25	55
CGI_10013207	20	24	28	28
CGI_10024625	4	31	30	34
CGI_10017278	16	30	27	27
CGI_10010168	15	35	25	26
CGI_10000903	17	30	23	30
CGI_10014595	9	32	24	35
CGI_10014404	13	6	70	11
CGI_10021646	14	13	10	63
CGI_10004702	11	42	10	37
CGI_10018834	0	6	11	83
CGI_10010773	36	10	49	5
CGI_10024168	0	41	22	37
CGI_10011024	0	47	20	33
CGI_10018645	0	29	26	44
CGI_10022879	26	18	22	34
CGI_10002658	0	0	45	55
CGI_10022531	0	41	24	35
CGI_10019413	0	18	43	39
CGI_10002462	2	60	8	29
CGI_10018268	10	84	6	0
CGI_10024646	11	10	10	69
CGI_10013636	6	36	29	29
CGI_10012838	0	33	24	43
CGI_10016909	14	35	21	29
CGI_10011254	18	21	37	24
CGI_10009977	5	30	29	36
CGI_10002017	15	49	20	17
CGI_10027199	8	13	24	55
CGI_10024068	21	21	39	20
CGI_10024069	21	21	39	20
CGI_10013199	12	37	26	25
CGI_10009976	10	22	21	48
CGI_10000091	0	0	11	89
CGI_10001581	0	0	11	89
CGI_10001817	0	0	11	89
CGI_10003054	0	0	11	89
CGI_10004463	0	0	11	89
CGI_10008369	0	0	11	89
CGI_10009237	0	0	11	89
CGI_10009238	0	0	11	89
CGI_10012690	0	0	11	89
CGI_10015310	0	0	11	89
CGI_10015313	0	0	11	89
CGI_10015314	0	0	11	89
CGI_10016677	0	0	11	89
CGI_10016730	0	0	11	89
CGI_10020991	0	0	11	89
CGI_10020992	0	0	11	89
CGI_10021387	0	0	11	89
CGI_10022624	0	0	11	89
CGI_10022653	0	0	11	89
CGI_10024202	0	0	11	89
CGI_10024723	0	0	11	89
CGI_10027952	0	0	11	89
CGI_10028240	0	0	11	89
CGI_10011338	0	33	24	43
CGI_10011155	0	23	4	73
CGI_10005180	30	23	4	42
CGI_10018176	9	26	20	45
CGI_10023797	9	44	21	26
CGI_10004164	5	78	17	0
CGI_10004166	5	78	17	0
CGI_10018361	0	37	23	41
CGI_10019315	7	36	18	39
CGI_10000776	8	33	20	38
CGI_10023727	8	33	20	38
CGI_10003262	36	8	31	26
CGI_10003201	13	58	16	13
CGI_10021338	7	18	39	36
CGI_10008997	5	1	63	31
CGI_10021630	5	1	63	31
CGI_10021277	14	36	23	27
CGI_10008794	0	21	25	54
CGI_10001558	17	29	26	28
CGI_10020634	3	41	0	55
CGI_10004549	1	43	25	31
CGI_10022307	1	40	8	51
CGI_10008731	0	33	35	32
CGI_10024696	11	38	23	29
CGI_10018256	10	16	41	33
CGI_10024778	20	41	24	14
CGI_10021679	7	35	12	45
CGI_10007955	16	46	0	38
CGI_10028386	3	53	12	32
CGI_10008805	37	62	1	1
CGI_10021169	23	0	38	39
CGI_10007013	2	93	0	5
CGI_10004348	3	19	37	40
CGI_10024852	28	44	28	0
CGI_10004734	0	39	33	28
CGI_10011897	31	19	29	21
CGI_10011899	31	19	29	21
CGI_10003025	1	27	33	39
CGI_10015012	23	25	29	23
CGI_10007629	6	45	18	31
CGI_10012829	0	100	0	0
CGI_10004512	7	39	34	21
CGI_10023934	33	15	0	52
CGI_10020681	50	1	49	1
CGI_10011864	0	36	21	43
CGI_10005753	6	39	14	41
CGI_10026664	10	38	0	51
CGI_10013930	16	47	31	6
CGI_10002252	19	47	9	24
CGI_10022807	19	47	9	24
CGI_10023874	51	19	9	21
CGI_10013510	10	42	18	29
CGI_10027128	56	22	0	22
CGI_10013526	19	16	31	34
CGI_10017615	0	30	18	53
CGI_10010695	9	21	15	55
CGI_10003120	14	21	26	39
CGI_10011556	0	47	4	49
CGI_10004849	39	27	13	20
CGI_10007745	0	74	0	26
CGI_10024079	11	29	29	30
CGI_10003543	10	58	3	30
CGI_10017279	19	45	11	25
CGI_10026115	0	71	14	15
CGI_10013387	33	22	24	21
CGI_10026499	12	22	31	35
CGI_10013973	18	23	11	48
CGI_10018984	7	42	20	31
CGI_10011963	12	21	31	35
CGI_10017531	16	28	31	24
CGI_10007652	0	23	32	45
CGI_10026144	7	87	4	2
CGI_10023268	7	10	55	29
CGI_10008581	0	38	32	30
CGI_10007785	21	31	20	28
CGI_10025906	13	27	26	34
CGI_10015014	0	51	14	35
CGI_10018116	47	31	15	6
CGI_10025808	4	40	17	39
CGI_10006564	21	0	50	29
CGI_10027607	7	13	38	43
CGI_10017720	16	38	0	46
CGI_10011798	12	24	15	50
CGI_10018765	21	15	33	32
CGI_10013781	38	0	0	61
CGI_10019926	10	22	23	45
CGI_10023190	0	0	0	100
CGI_10014058	7	44	18	31
CGI_10006124	0	42	12	46
CGI_10021706	0	42	12	46
CGI_10024652	0	14	22	64
CGI_10022434	0	20	41	39
CGI_10002970	1	36	13	50
CGI_10026697	0	0	23	76
CGI_10027853	0	62	37	0
CGI_10027843	35	18	31	15
CGI_10002451	91	0	0	9
CGI_10004552	0	34	25	41
CGI_10005699	1	41	12	46
CGI_10010265	0	44	5	51
CGI_10008487	0	48	0	52
CGI_10001286	0	26	37	37
CGI_10006649	0	26	37	37
CGI_10007676	0	26	37	37
CGI_10007681	0	26	37	37
CGI_10012261	0	26	37	37
CGI_10023411	0	26	37	37
CGI_10023516	0	26	37	37
CGI_10023930	14	50	0	35
CGI_10028197	20	31	14	35
CGI_10001364	24	27	22	27
CGI_10003416	24	27	22	27
CGI_10007051	24	27	22	27
CGI_10007775	24	27	22	27
CGI_10008591	24	27	22	27
CGI_10010060	24	27	22	27
CGI_10012453	24	27	22	27
CGI_10013826	24	27	22	27
CGI_10020717	24	27	22	27
CGI_10023339	24	27	22	27
CGI_10008921	24	27	22	27
CGI_10008338	18	46	8	27
CGI_10025868	0	40	14	47
CGI_10000642	15	25	25	35
CGI_10028464	15	25	25	35
CGI_10028465	15	25	25	35
CGI_10014602	24	30	12	34
CGI_10012826	13	29	8	51
CGI_10021126	0	38	22	40
CGI_10028333	30	17	27	27
CGI_10018718	0	56	0	44
CGI_10021987	0	56	0	44
CGI_10014040	16	36	26	23
CGI_10009962	7	36	18	39
CGI_10021222	18	38	24	20
CGI_10001780	8	37	27	28
CGI_10012843	8	37	27	28
CGI_10025660	15	63	4	19
CGI_10012124	66	25	0	9
CGI_10016128	0	54	0	46
CGI_10005668	16	38	18	29
CGI_10005646	7	32	16	45
CGI_10015405	24	54	22	0
CGI_10008852	52	9	20	18
CGI_10027405	24	43	0	33
CGI_10020803	6	35	22	37
CGI_10021346	43	0	20	37
CGI_10018172	24	45	13	17
CGI_10011950	16	18	26	39
CGI_10025139	0	0	42	58
CGI_10011916	0	33	42	24
CGI_10027920	7	63	7	24
CGI_10027921	7	63	7	24
CGI_10014461	0	38	12	50
CGI_10011195	54	25	10	11
CGI_10002547	0	17	76	6
CGI_10028569	6	7	21	65
CGI_10005276	10	50	5	34
CGI_10024384	5	32	25	38
CGI_10004437	11	1	0	88
CGI_10013111	4	36	22	38
CGI_10020900	3	44	24	29
CGI_10000417	0	29	8	63
CGI_10022028	8	52	18	22
CGI_10022993	8	52	18	22
CGI_10004540	31	47	6	16
CGI_10020494	53	35	12	1
CGI_10005224	1	44	13	42
CGI_10014227	1	44	13	42
CGI_10017611	0	50	0	50
CGI_10014709	20	29	21	30
CGI_10007631	12	33	21	34
CGI_10008106	16	57	13	14
CGI_10009221	4	24	26	47
CGI_10020475	85	0	15	0
CGI_10001712	7	23	38	31
CGI_10015230	39	47	13	0
CGI_10012098	20	20	33	26
CGI_10013705	6	35	16	43
CGI_10014480	8	50	17	26
CGI_10010800	0	36	11	53
CGI_10014587	12	40	19	30
CGI_10016018	0	42	30	28
CGI_10023095	17	45	7	31
CGI_10004026	0	0	51	49
CGI_10026900	0	58	13	28
CGI_10006906	30	18	12	40
CGI_10000082	2	50	3	45
CGI_10020724	2	50	3	45
CGI_10015532	5	51	11	34
CGI_10025912	0	69	14	17
CGI_10027475	0	40	0	60
CGI_10005411	9	30	33	28
CGI_10015975	4	38	17	41
CGI_10014222	0	55	8	37
CGI_10024211	11	37	19	33
CGI_10005356	20	30	18	31
CGI_10008012	0	50	0	50
CGI_10017291	9	36	7	48
CGI_10025994	20	24	17	39
CGI_10008913	0	98	0	2
CGI_10020631	0	98	0	2
CGI_10002439	26	8	49	17
CGI_10006408	19	36	0	44
CGI_10020638	12	61	27	0
CGI_10023375	24	19	36	22
CGI_10014348	0	28	14	58
CGI_10014917	0	46	0	54
CGI_10009552	3	49	3	45
CGI_10002987	14	41	38	8
CGI_10008019	0	53	8	39
CGI_10022096	2	31	37	31
CGI_10015628	1	40	18	42
CGI_10012461	84	16	0	0
CGI_10016143	86	0	13	0
CGI_10020032	11	72	13	4
CGI_10005762	100	0	0	0
CGI_10018228	0	52	5	43
CGI_10000093	0	50	9	41
CGI_10019891	0	50	9	41
CGI_10000166	0	100	0	0
CGI_10008577	6	36	7	50
CGI_10009680	0	33	31	36
CGI_10027892	27	33	12	27
CGI_10003741	17	41	12	30
CGI_10023695	56	0	44	0
CGI_10004520	24	19	22	35
CGI_10005495	0	33	27	40
CGI_10018458	5	9	35	52
CGI_10027653	0	93	0	6
CGI_10027089	21	28	24	28
CGI_10025793	14	19	24	44
CGI_10015672	14	19	24	44
CGI_10021097	14	19	24	44
CGI_10026005	5	46	9	39
CGI_10010273	31	20	28	21
CGI_10016260	14	24	30	33
CGI_10021531	13	55	1	30
CGI_10025394	0	94	0	6
CGI_10017281	12	29	26	33
CGI_10028390	0	23	13	64
CGI_10021663	1	88	0	11
CGI_10005256	16	30	21	33
CGI_10020352	46	28	0	26
CGI_10024098	46	28	0	26
CGI_10027416	0	62	0	37
CGI_10022566	27	43	9	21
CGI_10008930	8	43	7	42
CGI_10005907	21	12	39	28
CGI_10003816	8	61	14	17
CGI_10023873	0	40	0	60
CGI_10028795	2	32	20	45
CGI_10003351	2	32	20	45
CGI_10016261	2	32	20	45
CGI_10023401	13	35	21	31
CGI_10021403	16	19	27	38
CGI_10002168	0	44	31	25
CGI_10002225	4	31	28	37
CGI_10011192	4	31	28	37
CGI_10011212	4	31	28	37
CGI_10013737	4	31	28	37
CGI_10011038	0	57	0	43
CGI_10005126	6	55	12	28
CGI_10004129	0	19	26	56
CGI_10022771	0	19	26	56
CGI_10014087	8	31	26	34
CGI_10014907	8	31	26	34
CGI_10022903	8	31	26	34
CGI_10007766	8	26	23	43
CGI_10025468	8	26	23	43
CGI_10025715	12	38	0	50
CGI_10007105	15	36	18	32
CGI_10015352	70	13	3	14
CGI_10014847	44	1	26	29
CGI_10023288	7	61	11	21
CGI_10026181	21	31	30	17
CGI_10018709	15	30	47	9
CGI_10001381	93	0	7	0
CGI_10016887	6	50	17	26
CGI_10021568	21	48	28	3
CGI_10017017	0	56	0	44
CGI_10003621	0	0	53	47
CGI_10025710	28	15	25	32
CGI_10019329	5	33	40	22
CGI_10021031	0	16	14	70
CGI_10020020	12	24	34	31
CGI_10028112	4	49	24	23
CGI_10015121	9	30	11	50
CGI_10027712	27	34	27	13
CGI_10026261	0	32	13	55
CGI_10028778	0	65	12	23
CGI_10018175	31	31	23	15
CGI_10028077	1	47	9	42
CGI_10009135	14	25	24	37
CGI_10007049	0	50	27	23
CGI_10024994	0	50	27	23
CGI_10019638	0	46	0	53
CGI_10012565	30	7	34	30
CGI_10021536	21	79	0	0
CGI_10017450	39	0	34	26
CGI_10016927	13	25	31	31
CGI_10020403	7	30	24	39
CGI_10009478	14	47	0	39
CGI_10027854	62	27	11	0
CGI_10007636	26	24	25	26
CGI_10020241	0	0	0	99
CGI_10016331	35	1	28	36
CGI_10007544	9	5	37	49
CGI_10022787	61	0	38	0
CGI_10015189	8	43	19	30
CGI_10003381	0	16	11	73
CGI_10028780	20	44	7	28
CGI_10028638	27	0	27	47
CGI_10028038	0	39	33	27
CGI_10011576	8	33	26	33
CGI_10009002	13	37	24	26
CGI_10009124	6	35	18	41
CGI_10007021	67	31	1	1
CGI_10012183	11	36	17	36
CGI_10004989	35	24	30	11
CGI_10007639	0	68	0	32
CGI_10026285	19	0	26	54
CGI_10015276	36	34	30	0
CGI_10023657	0	100	0	0
CGI_10011903	0	12	64	24
CGI_10008421	43	13	43	0
CGI_10026131	45	39	16	0
CGI_10022321	12	11	43	34
CGI_10016928	15	16	32	37
CGI_10000403	22	22	55	1
CGI_10024298	3	30	44	23
CGI_10015045	9	45	22	24
CGI_10019146	0	60	23	17
CGI_10006003	35	24	15	27
CGI_10000242	1	43	26	30
CGI_10021936	4	27	26	43
CGI_10015001	0	44	13	43
CGI_10022999	2	46	0	52
CGI_10021632	6	30	3	61
CGI_10013807	0	48	10	42
CGI_10026446	13	10	14	64
CGI_10006214	13	0	49	37
CGI_10023719	14	13	33	41
CGI_10021896	24	29	31	16
CGI_10006505	42	41	8	9
CGI_10011638	0	41	11	47
CGI_10018933	0	71	0	29
CGI_10024583	7	33	24	37
CGI_10017903	0	61	10	29
CGI_10020408	3	42	0	54
CGI_10005534	20	35	35	10
CGI_10024258	64	28	3	4
CGI_10006857	17	21	26	36
CGI_10023650	4	37	14	45
CGI_10005910	33	27	24	17
CGI_10002089	64	1	33	2
CGI_10024759	0	37	35	27
CGI_10016399	3	59	21	16
CGI_10010046	45	37	18	0
CGI_10003801	0	1	36	63
CGI_10022125	0	1	12	88
CGI_10007316	4	22	32	42
CGI_10009923	0	26	73	0
CGI_10021946	50	13	0	37
CGI_10003857	0	51	0	49
CGI_10010715	0	33	37	31
CGI_10006361	9	19	38	34
CGI_10021185	19	43	23	14
CGI_10012198	42	0	57	0
CGI_10010393	70	5	12	13
CGI_10028343	9	40	14	37
CGI_10004533	0	31	2	67
CGI_10019212	40	12	17	31
CGI_10015257	21	37	18	25
CGI_10003076	14	0	14	73
CGI_10016468	14	0	14	73
CGI_10014941	59	1	1	39
CGI_10026810	19	0	10	70
CGI_10015818	0	13	10	77
CGI_10000293	0	49	0	51
CGI_10018229	14	35	21	30
CGI_10026025	28	36	20	16
CGI_10013920	0	50	17	33
CGI_10021698	31	4	34	31
CGI_10020677	25	22	36	18
CGI_10012171	0	47	10	43
CGI_10023801	21	40	11	28
CGI_10016947	27	32	25	16
CGI_10010395	34	34	17	15
CGI_10023108	8	0	31	61
CGI_10025128	29	1	57	13
CGI_10028009	46	53	1	1
CGI_10024111	13	29	15	43
CGI_10015608	0	34	0	66
CGI_10014459	3	19	19	58
CGI_10011120	0	66	3	31
CGI_10006039	0	27	6	67
CGI_10004363	14	23	28	35
CGI_10004289	0	57	0	43
CGI_10014260	4	19	26	51
CGI_10017210	4	34	25	37
CGI_10003568	37	4	31	28
CGI_10006389	0	9	11	80
CGI_10016359	27	1	70	2
CGI_10015365	48	11	19	22
CGI_10015369	48	11	19	22
CGI_10010208	26	41	24	9
CGI_10022772	0	59	39	1
CGI_10016221	0	38	16	47
CGI_10003984	9	27	38	26
CGI_10026617	27	52	0	21
CGI_10021044	0	69	9	22
CGI_10026831	0	80	1	19
CGI_10012900	0	45	22	33
CGI_10000994	20	30	28	22
CGI_10022174	20	30	28	22
CGI_10004667	22	28	24	26
CGI_10009606	22	28	24	26
CGI_10025311	0	31	23	46
CGI_10001471	9	27	38	26
CGI_10019375	0	47	17	36
CGI_10006669	10	1	31	59
CGI_10010659	0	49	19	31
CGI_10023644	0	31	9	60
CGI_10008185	4	24	2	70
CGI_10006175	0	61	11	27
CGI_10010282	0	40	0	60
CGI_10014107	0	57	1	42
CGI_10020994	17	22	22	39
CGI_10026652	0	70	28	2
CGI_10027579	28	46	15	11
CGI_10004088	0	44	8	47
CGI_10027308	13	71	16	1
CGI_10018358	48	1	5	46
CGI_10008870	20	19	29	32
CGI_10004099	0	52	0	48
CGI_10001011	13	65	10	12
CGI_10024527	64	16	0	20
CGI_10001506	0	53	7	40
CGI_10010625	0	35	41	24
CGI_10017068	0	0	0	100
CGI_10018841	0	53	0	46
CGI_10025442	18	24	33	25
CGI_10009588	21	34	16	28
CGI_10000122	19	30	31	20
CGI_10000738	100	0	0	0
CGI_10023814	100	0	0	0
CGI_10028808	43	26	3	28
CGI_10017177	32	18	32	18
CGI_10017659	0	54	0	46
CGI_10022845	18	31	41	10
CGI_10021831	3	30	50	17
CGI_10017058	20	30	24	25
CGI_10018214	20	30	24	25
CGI_10014657	45	32	12	11
CGI_10014660	45	32	12	11
CGI_10023385	19	35	19	26
CGI_10018570	0	28	30	42
CGI_10018878	10	25	41	23
CGI_10028934	22	39	13	26
CGI_10009282	0	44	0	55
CGI_10009392	0	44	0	55
CGI_10015195	3	55	18	24
CGI_10005862	20	2	5	74
CGI_10028574	5	39	28	28
CGI_10022187	15	58	0	27
CGI_10004132	17	64	1	19
CGI_10007980	13	42	0	44
CGI_10020969	40	1	59	1
CGI_10006129	99	0	0	0
CGI_10022009	7	0	53	39
CGI_10027933	0	99	0	1
CGI_10016933	17	18	34	30
CGI_10006318	0	40	21	39
CGI_10022322	14	39	10	37
CGI_10017632	1	58	21	21
CGI_10004957	26	50	0	23
CGI_10017708	66	0	33	0
CGI_10017709	66	0	33	0
CGI_10019970	5	36	0	59
CGI_10015993	17	1	55	27
CGI_10020779	6	34	29	32
CGI_10008574	5	54	0	42
CGI_10002925	76	23	0	1
CGI_10004030	12	31	27	29
CGI_10028246	11	32	12	45
CGI_10012013	25	4	3	68
CGI_10009055	0	23	11	66
CGI_10017661	3	39	23	35
CGI_10021983	46	27	27	0
CGI_10002266	0	14	40	46
CGI_10012975	0	14	40	46
CGI_10022718	0	14	40	46
CGI_10021313	0	14	40	46
CGI_10025106	0	99	0	0
CGI_10006111	46	4	23	27
CGI_10004944	15	23	32	30
CGI_10017922	0	30	0	69
CGI_10014153	0	0	0	100
CGI_10024730	19	11	31	38
CGI_10012081	14	25	44	18
CGI_10003516	18	47	28	6
CGI_10022038	52	13	35	0
CGI_10007759	23	0	33	43
CGI_10019471	29	10	34	27
CGI_10025798	9	35	1	56
CGI_10025801	9	35	1	56
CGI_10025712	9	22	23	46
CGI_10016246	0	0	0	99
CGI_10006196	100	0	0	0
CGI_10003992	13	50	7	30
CGI_10010068	0	58	40	2
CGI_10006453	8	92	0	0
CGI_10006454	8	92	0	0
CGI_10006501	12	36	17	34
CGI_10011579	7	31	21	41
CGI_10012625	1	32	24	43
CGI_10004973	21	27	19	32
CGI_10004272	61	9	27	3
CGI_10000168	4	42	2	51
CGI_10027587	4	42	2	51
CGI_10027588	4	42	2	51
CGI_10027232	0	0	99	0
CGI_10005666	8	52	20	20
CGI_10023958	0	29	5	67
CGI_10015828	0	48	0	52
CGI_10011289	0	55	22	23
CGI_10026991	15	0	58	27
CGI_10022623	2	97	0	1
CGI_10006056	0	68	10	22
CGI_10009872	0	88	0	12
CGI_10018564	0	25	26	48
CGI_10015597	99	1	0	0
CGI_10008837	4	33	17	46
CGI_10013528	0	54	19	27
CGI_10028413	0	24	26	50
CGI_10017892	28	18	28	26
CGI_10028209	3	47	7	43
CGI_10014127	38	1	0	61
CGI_10004678	9	18	33	39
CGI_10000541	25	17	32	26
CGI_10003890	32	12	56	0
CGI_10003034	0	0	99	0
CGI_10003035	0	0	99	0
CGI_10015930	21	0	12	66
CGI_10001110	2	41	0	57
CGI_10022553	0	19	48	32
CGI_10004746	78	8	6	9
CGI_10026219	0	34	0	65
CGI_10010799	0	49	10	41
CGI_10022153	15	9	34	43
CGI_10009284	14	35	20	30
CGI_10007249	29	1	0	70
CGI_10019011	20	25	18	38
CGI_10014273	26	19	35	20
CGI_10019788	40	31	1	28
CGI_10014965	31	13	31	24
CGI_10006738	98	1	0	0
CGI_10005482	7	26	31	36
CGI_10009421	33	1	66	0
CGI_10013878	15	15	35	35
CGI_10011767	9	44	0	47
CGI_10020350	9	44	0	47
CGI_10018385	15	33	30	22
CGI_10019685	7	42	17	34
CGI_10006065	0	52	0	48
CGI_10014774	1	34	50	16
CGI_10028835	29	14	16	41
CGI_10009071	0	34	0	66
CGI_10001310	9	25	27	39
CGI_10005243	33	28	21	18
CGI_10025370	27	17	55	0
CGI_10028411	27	17	55	0
CGI_10024640	17	29	27	27
CGI_10015115	0	42	0	57
CGI_10015928	96	2	1	1
CGI_10021472	32	20	28	20
CGI_10015763	0	83	0	17
CGI_10027881	0	1	0	98
CGI_10027816	0	94	6	0
CGI_10027361	11	23	24	42
CGI_10014469	34	14	42	10
CGI_10000195	22	36	21	21
CGI_10006416	0	98	1	1
CGI_10011476	31	25	3	41
CGI_10000229	31	25	3	41
CGI_10000750	31	25	3	41
CGI_10003706	31	25	3	41
CGI_10003894	31	25	3	41
CGI_10016412	31	25	3	41
CGI_10017061	31	25	3	41
CGI_10022497	31	25	3	41
CGI_10027643	31	25	3	41
CGI_10027802	31	25	3	41
CGI_10018606	0	67	0	33
CGI_10017392	27	31	0	42
CGI_10010389	17	1	33	48
CGI_10018789	10	24	31	35
CGI_10015149	2	34	33	31
CGI_10013947	29	40	12	19
CGI_10002446	0	1	99	1
CGI_10005434	0	58	25	16
CGI_10016977	0	1	98	0
CGI_10027611	0	98	1	1
CGI_10012224	60	1	39	1
CGI_10012225	60	1	39	1
CGI_10004628	6	14	64	15
CGI_10023237	17	36	47	0
CGI_10025008	11	26	14	48
CGI_10000545	0	48	17	35
CGI_10022967	0	48	17	35
CGI_10017694	21	23	27	29
CGI_10011101	86	1	11	1
CGI_10009705	0	19	0	80
CGI_10013178	28	10	26	35
CGI_10016401	52	0	44	4
CGI_10007281	79	20	0	0
CGI_10014296	79	20	0	0
CGI_10015032	0	99	0	1
CGI_10024992	0	66	18	16
CGI_10005453	52	48	0	0
CGI_10017370	0	40	26	35
CGI_10018940	15	39	5	40
CGI_10017624	13	12	20	54
CGI_10013777	41	23	16	20
CGI_10027031	0	44	11	46
CGI_10023025	0	48	15	36
CGI_10028389	7	0	93	0
CGI_10002516	58	0	18	24
CGI_10022056	0	65	15	19
CGI_10025532	0	65	15	19
CGI_10012735	2	97	0	1
CGI_10007071	44	2	53	1
CGI_10019309	8	38	21	33
CGI_10011850	0	99	0	0
CGI_10018615	3	97	0	1
CGI_10027193	0	100	0	0
CGI_10011196	0	0	100	0
CGI_10027898	1	39	28	33
CGI_10027901	1	39	28	33
CGI_10027902	1	39	28	33
CGI_10025956	0	28	19	53
CGI_10017165	22	24	22	33
CGI_10021214	52	4	22	22
CGI_10012570	20	38	42	1
CGI_10010268	1	1	1	98
CGI_10003458	0	37	18	45
CGI_10007850	0	37	18	45
CGI_10010795	0	37	18	45
CGI_10016563	0	38	30	31
CGI_10016418	5	38	28	29
CGI_10014540	6	48	21	25
CGI_10013481	23	36	0	41
CGI_10005157	0	40	58	1
CGI_10020062	0	64	0	36
CGI_10020851	1	1	98	1
CGI_10020006	99	0	0	0
CGI_10026281	0	0	32	67
CGI_10006237	33	42	0	24
CGI_10018341	33	42	0	24
CGI_10004458	0	43	40	17
CGI_10014503	15	32	20	33
CGI_10022309	39	0	61	0
CGI_10014081	0	17	0	82
CGI_10007807	2	82	10	6
CGI_10002016	26	7	36	32
CGI_10011420	9	19	1	72
CGI_10003636	3	22	15	60
CGI_10006894	0	24	0	75
CGI_10005095	2	39	0	59
CGI_10003479	48	18	15	19
CGI_10011562	14	21	37	28
CGI_10013417	12	59	29	0
CGI_10016510	58	34	1	7
CGI_10000785	16	28	23	32
CGI_10020023	16	28	23	32
CGI_10020025	16	28	23	32
CGI_10010630	25	2	42	31
CGI_10022825	20	22	2	55
CGI_10007892	81	10	2	7
CGI_10021830	0	57	7	36
CGI_10006872	24	45	30	1
CGI_10013943	68	1	31	0
CGI_10004023	15	2	43	41
CGI_10021421	0	23	10	67
CGI_10007133	0	63	8	29
CGI_10007345	18	41	41	0
CGI_10005709	12	13	0	75
CGI_10018231	49	26	17	8
CGI_10012609	0	49	0	51
CGI_10000135	0	1	33	66
CGI_10015437	17	24	30	29
CGI_10023679	0	1	42	57
CGI_10014592	0	0	51	49
CGI_10024657	16	46	0	38
CGI_10009921	0	88	0	11
CGI_10017345	93	3	1	3
CGI_10010231	0	33	29	38
CGI_10006806	0	21	0	79
CGI_10026693	99	1	0	0
CGI_10024233	99	1	1	0
CGI_10014382	13	4	42	41
CGI_10007872	0	22	43	35
CGI_10012007	0	22	43	35
CGI_10017588	0	22	43	35
CGI_10017589	0	22	43	35
CGI_10003112	0	75	0	25
CGI_10017857	0	27	6	66
CGI_10019374	2	41	9	49
CGI_10020139	19	68	0	13
CGI_10019012	28	30	16	27
CGI_10013630	43	25	22	10
CGI_10010085	53	8	19	20
CGI_10012920	20	30	22	27
CGI_10021771	20	30	22	27
CGI_10027052	99	1	0	0
CGI_10017774	0	58	42	0
CGI_10019457	4	41	55	0
CGI_10012095	97	1	0	1
CGI_10006023	0	48	29	23
CGI_10022113	98	1	1	1
CGI_10002918	13	33	17	37
CGI_10025852	18	13	69	0
CGI_10026703	0	73	0	27
CGI_10009467	0	0	0	99
CGI_10019048	26	23	21	30
CGI_10010830	98	1	0	1
CGI_10001740	34	38	28	0
CGI_10006116	34	38	28	0
CGI_10007502	34	38	28	0
CGI_10012999	34	38	28	0
CGI_10010166	2	44	10	44
CGI_10018613	18	1	80	1
CGI_10027619	1	1	0	98
CGI_10000986	6	28	66	0
CGI_10018708	6	28	66	0
CGI_10001603	0	43	0	56
CGI_10028818	0	43	0	56
CGI_10017168	0	17	0	83
CGI_10022135	9	68	13	11
CGI_10001789	63	1	35	1
CGI_10010076	16	0	44	40
CGI_10028532	12	29	0	59
CGI_10023808	7	5	38	49
CGI_10011252	0	41	35	23
CGI_10008411	13	36	14	37
CGI_10019537	99	0	0	0
CGI_10023954	19	37	9	36
CGI_10023781	0	1	0	99
CGI_10016028	33	13	28	26
CGI_10004916	9	90	0	1
CGI_10006348	9	90	0	1
CGI_10026649	2	36	1	62
CGI_10013223	70	29	0	1
CGI_10024842	14	16	35	34
CGI_10005088	0	1	35	64
CGI_10006909	0	47	38	14
CGI_10017739	75	6	3	17
CGI_10003277	0	100	0	0
CGI_10013295	0	49	19	32
CGI_10025424	33	45	1	21
CGI_10010718	0	1	62	37
CGI_10012067	46	2	51	1
CGI_10000284	1	70	1	29
CGI_10018931	35	1	48	16
CGI_10020325	18	30	32	21
CGI_10003942	18	6	14	62
CGI_10006642	0	45	39	16
CGI_10027233	0	40	8	52
CGI_10005115	63	0	36	1
CGI_10028432	0	2	0	98
CGI_10023584	26	72	1	1
CGI_10028558	0	49	21	30
CGI_10019447	0	32	25	43
CGI_10010756	14	25	28	32
CGI_10011325	50	15	2	33
CGI_10006942	0	83	0	16
CGI_10024363	51	11	28	9
CGI_10025239	3	38	27	31
CGI_10016203	0	32	27	41
CGI_10028231	10	10	30	50
CGI_10011671	28	2	1	69
CGI_10026383	0	1	0	99
CGI_10019868	0	100	0	0
CGI_10016918	0	1	26	72
CGI_10012376	0	2	1	97
CGI_10001281	0	61	36	2
CGI_10008686	10	46	21	23
CGI_10028797	0	50	49	0
CGI_10017145	0	47	0	53
CGI_10013577	0	51	8	41
CGI_10015248	21	0	62	17
CGI_10010020	99	0	0	0
