Row Labels	Day 5- 23C (Silo 9)	Day 5- 29C (Silo 8)	Day 8- 23C (Silo 9)	Day 8- 29C (Silo 8)
CGI_10021602	279657514	58444809	186501559	46455618
CGI_10019267	94357240	214665870	117686579	143179446
CGI_10006329	39980870	251176824	17198576	258909241
CGI_10013882	48609101	238922203	69879696	209735409
CGI_10020431	26970870	366212444	45387072	125438851
CGI_10024846	43294580	189524674	116820135	213624790
CGI_10007814	165587442	189588117	191331810	16138614
CGI_10020816	57524392	177916513	86717352	239843641
CGI_10008468	249574289	17332948	217723842	76399120
CGI_10010851	89293939	209438467	70443785	191823374
CGI_10026129	62222367	188852452	119779541	189969553
CGI_10002394	3565262	5796697	538633208	11386638
CGI_10005470	82184781	170857086	136645891	169047804
CGI_10022399	84208335	149270052	136535674	188693776
CGI_10010443	110614917	219484902	89703799	138351418
CGI_10000350	120505678	135946038	153652936	147619783
CGI_10021103	120505678	135946038	153652936	147619783
CGI_10001102	120495854	135939411	153626771	147615545
CGI_10006465	120495854	135939411	153626771	147615545
CGI_10011478	120495854	135939411	153626771	147615545
CGI_10028542	25907768	96752515	330583977	103704175
CGI_10016836	135381910	114053928	139373386	168048591
CGI_10003000	45984488	206043182	30608352	270827332
CGI_10009974	79731910	221250260	98739340	153617738
CGI_10014791	134387725	132855396	138765466	147326594
CGI_10004175	92515415	147056737	151780169	161505356
CGI_10027569	86772542	55513166	190337033	218123852
CGI_10007621	44892721	236147543	62415765	206929868
CGI_10012715	75245782	145293175	135305827	193526210
CGI_10008733	8051937	312477275	60342283	168287345
CGI_10024339	162955694	193468081	57285293	135406803
CGI_10021969	124217887	201741794	99477850	123312834
CGI_10023182	30915054	273165123	60267236	181734214
CGI_10027362	95050645	123191544	113610886	214028766
CGI_10004091	82357522	136674742	81532154	244560042
CGI_10016949		280467495	45597528	218585529
CGI_10016084	215956934	280761309	46343345	196325
CGI_10010706	5183362	217812142	117777144	202179476
CGI_10000267	80410210	116626462	160508321	184778027
CGI_10027527	103583840	129018660	104015616	205153659
CGI_10006336	99049189	123201059	142731245	175173677
CGI_10006407	93224133	141206528	139732472	165238626
CGI_10011224	53634049	173434797	131165327	177520810
CGI_10001015	42324319	163998054	144187100	185048957
CGI_10019240	15936802	191282533	126459006	200202791
CGI_10015241	66993693	217537127	92080148	157226064
CGI_10017469	232102463	166638359	51666974	83318620
CGI_10021224	84165462	153706035	131853047	163874604
CGI_10014760	71239673	156450281	112467743	193417154
CGI_10022088	31381033	103914399	45370102	351362414
CGI_10007414	108001325	133317189	152496415	137687187
CGI_10015848	100544396	1791310	235027270	193975966
CGI_10009171	269322146	107621164	46740621	106320771
CGI_10005633	215137937	119860527	128240713	66555947
CGI_10003823	26323117	158022042	213042659	132144389
CGI_10024978	28435314	220117075	82585689	197902274
CGI_10021634	130091851	148065999	84893683	163844674
CGI_10013699	96686850	186577271	85557725	157124232
CGI_10012557	63894921	208231906	123200455	128629258
CGI_10028782	30094358	217788580	85851918	189318494
CGI_10014475	87414227	219199906	24704990	191510171
CGI_10013421	105134826	201720825	57438191	157936925
CGI_10012417	67241722	81222004	176992949	196450579
CGI_10017308	112355518	197659910	149435189	62167735
CGI_10023273	316608441	100449752	50972102	53564791
CGI_10026604	165784306	102406876	184795632	68176726
CGI_10012815	227186076	160704757	26212221	106688544
CGI_10013497	103939431	151424584	104929797	154521175
CGI_10026603	142570909	156020062	180921604	35251049
CGI_10021606	41345731	192893428	106793638	173506837
CGI_10017194	88562167	144191395	104264332	176006806
CGI_10004555	85428493	97141680	183892107	146408552
CGI_10009070	58349868	119672004	93785848	240520840
CGI_10024734	34168479	183980667	146944409	144943929
CGI_10005598	28922042	168452059	149199353	162524582
CGI_10014138	87257622	175211055	47123985	198420693
CGI_10024813	64636607	224722558	99155469	118966955
CGI_10028299	7263296	217407	11552238	486623771
CGI_10012365	58089575	175132082	109227819	163199858
CGI_10028904	32270624	248044080	76739822	148043230
CGI_10006792	71732789	142513717	105915807	184741237
CGI_10026502	72030825	137483862	119107644	171681185
CGI_10003763	148547070	163891535	113899754	71984392
CGI_10022103	16377596	179262382	61112900	241368830
CGI_10003699	51806592	238558662	109663398	97876108
CGI_10009277	76335298	128021467	185358990	108056749
CGI_10016432	53746016	163720818	72900531	204631980
CGI_10009677	9349083	200966339	128210338	156357886
CGI_10024070	78118418	118206748	141835696	154804181
CGI_10024071	78118418	118206748	141835696	154804181
CGI_10024072	78118418	118206748	141835696	154804181
CGI_10000274	133570	173249921	112863302	206554716
CGI_10021808	116456008	90160442	193435515	91515393
CGI_10005410	53347971	134286365	119643803	184011832
CGI_10025726	49632909	167586185	28570705	241671535
CGI_10010805	130133813	83601118	186361237	87262870
CGI_10012947	106437862	141551387	136004160	103167581
CGI_10022282	106437862	141551387	136004160	103167581
CGI_10022615	60877195	231543467	90761837	103413589
CGI_10007862	50925349	159589850	106909388	168665723
CGI_10015331	81469705	190663226	150623385	63262273
CGI_10020671	91774	113215657	197279120	173726700
CGI_10018990	69620269	185292167	136480863	92901381
CGI_10006609	52110875	123212451	78997750	227469602
CGI_10012813	59100390	164292790	112972860	145359715
CGI_10004992	31160841	194215153	132161247	124116682
CGI_10001465	28025077	91343625	52687059	309153337
CGI_10008925	28025077	91343625	52687059	309153337
CGI_10012451	28025077	91343625	52687059	309153337
CGI_10013823	28025077	91343625	52687059	309153337
CGI_10021055	28025077	91343625	52687059	309153337
CGI_10026012	89063346	135131753	169817405	87093764
CGI_10017570	16202273	175465431	42869732	246119709
CGI_10013536	2087931	205312562	19331	272856894
CGI_10021345	62597247	194496020	87380730	135798700
CGI_10000496	29551815	234503488	57800803	158009598
CGI_10008288	24055267	129983162	52296455	272820400
CGI_10013706	77075501	180694508	69611962	150427982
CGI_10022034	76922675	145187588	122899322	131521156
CGI_10014358	12553786	50855687	241015944	171331740
CGI_10023329	23350052	161220455	93736529	197026689
CGI_10010665	194350820	81014365	83819786	113690823
CGI_10020716	194350820	81014365	83819786	113690823
CGI_10023535	41064601	204782188	75455079	149791970
CGI_10008523	117909248	163752392	48289858	140975909
CGI_10017124	144653500	137633583	108459791	79674688
CGI_10008812	9587	266151095	67399772	136161542
CGI_10018998	316736	193871859	131116185	143819506
CGI_10025431	14058463	205647555	52126772	196929196
CGI_10018065	43698	39318739	304163757	124918811
CGI_10004054	104104932	153199070	98729675	110850925
CGI_10013574	18544200	176892894	77152109	193830465
CGI_10002335	25683196	235802917	81863080	122490864
CGI_10020710	25683196	235802917	81863080	122490864
CGI_10009488	16352324	144226825	45657537	259474258
CGI_10028911	54848829	129608689	155172793	125891355
CGI_10004578	1749590	158893689	106074234	198193671
CGI_10010010	51835340	203430414	92882235	115237240
CGI_10021544	65298191	165330296	90884289	141475660
CGI_10022271	98023666	13237109	338431751	13122892
CGI_10019756	55947529	142721888	119978732	143420821
CGI_10015300	39283784	259703691	76337309	86580090
CGI_10009616	38443179	205419177	20018681	195071107
CGI_10009534	74470878	182434611	58058882	143708689
CGI_10021948	18217727	119277383	55724852	264727744
CGI_10014727	134662	198849232	123539823	135004565
CGI_10011730	83644232	173273930	63021010	136743742
CGI_10011918	297146396	49759300	16467938	91661357
CGI_10024811	37952514	63680787	1736959	351425359
CGI_10011973	15209371	64395280	106057123	268530448
CGI_10016891	42614714	156210657	77308500	177308252
CGI_10023813	137523520	154080319	9913088	151547917
CGI_10028339	46558768	128442185	139065950	136692455
CGI_10025748	28130443	166104872	187382693	68392718
CGI_10014659	91608	246629820	27429948	175017619
CGI_10028401	38033048	163889712	116653904	129581020
CGI_10005667	4972773	241172466	36661	201154256
CGI_10008293	99620560	164315022	32637340	149255076
CGI_10011376	108739459	188974177	80688169	67071441
CGI_10021722	108047549	149550130	81820747	105770032
CGI_10019442	53555606	171013607	117937388	102639450
CGI_10009280	37638128	195828833	96672205	114017224
CGI_10007180	32903085	146405456	70748075	193869503
CGI_10014593	6147894	95167456	148839448	190501971
CGI_10003843	72247301	132166142	92572658	143582340
CGI_10006635	125344365	81857772	132954677	99402688
CGI_10003638	22392101	210883780	78956571	127273518
CGI_10018509	42629	210066288	42111754	185223881
CGI_10004598	28536816	202212831	81560769	124762556
CGI_10005720	107632909	96392133	127532977	105064686
CGI_10004952	8793046	154511220	89400380	183778667
CGI_10003376	35175774	111336179	73070629	216263371
CGI_10003058	61835535	122761297	108264224	142270027
CGI_10003432	29945889	155451149	105824907	143170561
CGI_10007678	29945889	155451149	105824907	143170561
CGI_10020632	29945889	155451149	105824907	143170561
CGI_10021434	29945889	155451149	105824907	143170561
CGI_10023416	29945889	155451149	105824907	143170561
CGI_10024058	29945889	155451149	105824907	143170561
CGI_10004657	434043909	160074	27679	94150
CGI_10016219	141648202	21609103	268734364	522492
CGI_10003786	26299542	187273445	59018758	159631923
CGI_10018790	149079816	113035398	82896202	87138857
CGI_10003842	174660173	243101463	300231	13500942
CGI_10014539	25029996	121298803	122381549	162676380
CGI_10021542	84761043	139832574	43712827	162391978
CGI_10017122	4274208	151109098	103478312	171477080
CGI_10010317	81934280	124370807	150060329	73803876
CGI_10023309	81934280	124370807	150060329	73803876
CGI_10016250	45191375	217849641	34983634	131831484
CGI_10025444	1281679	202248827	110730136	115588947
CGI_10028812	150570	199258337	108108362	119116441
CGI_10011255	18911245	180983254	19458576	206755257
CGI_10003879	23283837	181430769	88052457	132732812
CGI_10016960	108770823	105527751	108854228	102143830
CGI_10011374	76539210	214295904	89460477	44652891
CGI_10005097	78178519	130643375	71271030	144723258
CGI_10005314	6363118	159448158	105112706	152861304
CGI_10010762	105335728	100621625	83318799	134109713
CGI_10003830	56505910	148109893	112704326	106026770
CGI_10025686	24686047	189216610	68602023	140666398
CGI_10028745	36884822	73033058	173189980	139588126
CGI_10024965	163284126	71982518	68469144	118146354
CGI_10003298	12080901	165520635	85840914	157819325
CGI_10014714	110983	193413753	48148017	179551189
CGI_10028183	102954722	103748448	94001641	119986351
CGI_10025212	88406985	110958645	110022942	109939055
CGI_10020758	68183372	123647875	100820426	126413522
CGI_10015825	76299597	115356209	130003679	94456541
CGI_10022275	76299597	115356209	130003679	94456541
CGI_10001348	77299165	109357634	46841845	181718302
CGI_10028928	53615870	112523610	78387011	170070289
CGI_10008340	14882868	44961063	24482067	328707648
CGI_10003970	60474	218193820	50721	193797409
CGI_10001818	60949074	132883574	97281061	120534437
CGI_10005155	60949074	132883574	97281061	120534437
CGI_10019534	166704119	43076774	113204886	86163099
CGI_10006953	131360957	110521688	1646321	165171634
CGI_10018658	11880026	186790123	62421130	146769371
CGI_10018859	58171906	177012094	74952965	97214560
CGI_10024358	68653	60028080	82075	346779126
CGI_10012663	69189175	101390353	128791061	107010707
CGI_10005386	37201660	92734873	162981924	113410628
CGI_10007007	38037278	132221140	127044359	107644436
CGI_10024825	14772381	153302770	96735556	139967150
CGI_10008945	72458758	125478428	93247275	113555502
CGI_10024892	28247	146498776	119608401	136004299
CGI_10006560	21707427	165368927	85474779	128986100
CGI_10020806	48039023	145230295	60544389	147151231
CGI_10018391	66412623	110640348	59202626	164699767
CGI_10010072	49466570	142228306	128522538	80444478
CGI_10006763	78913796	130492858	106849911	84251084
CGI_10021985	25285398	176511144	88782782	109910477
CGI_10005614	62674828	138255609	99617022	99731091
CGI_10020407	74335752	88124253	114949929	122220948
CGI_10008555	46274628	143728406	27403714	180573090
CGI_10010027	42669526	109764515	52571281	192801111
CGI_10019392	60878869	153820217	63008116	119480200
CGI_10009525	16360198	195899933	82729851	99110171
CGI_10005484	7981920	123938900	110681733	151312919
CGI_10010817	122384	162865348	53909448	176938567
CGI_10014212	38137461	179875571	25514928	150217304
CGI_10016768	72504449	114311244	94155578	110768203
CGI_10009231	64578410	109277790	85532783	132200747
CGI_10026760	3975772	158959450	32205867	195723434
CGI_10007669	15883158	152139259	73430421	149163541
CGI_10010627	63897733	136424703	84306150	104937858
CGI_10007276	36912316	111693639	67893317	172524657
CGI_10020351	94828610	132582018	42137869	119079326
CGI_10022214	12076923	143082623	74503621	157775664
CGI_10019948	54214755	119872279	106312575	106661393
CGI_10004953	47935117	221329177	42651360	73985066
CGI_10012577	36226422	152237979	60769018	136591071
CGI_10015410	110090438	106542483	67658601	100189872
CGI_10000980	71348011	106146324	75854464	130810230
CGI_10015550	213687741	39269100	130543935	198952
CGI_10008276	94586636	98232783	78254799	112071887
CGI_10006721	113030855	74765321	121119322	74226112
CGI_10011680	136887168	212280772	33597415	198911
CGI_10016438	62114169	104588084	67522018	147600998
CGI_10003959	44052932	94455635	102013486	141016883
CGI_10023351	62374078	70325913	88207250	158636788
CGI_10008284	41513621	92844049	125870296	119090177
CGI_10019403	17361864	145411027	84670785	130495568
CGI_10003950	21785139	39733344	39540367	276735982
CGI_10009928	115318573	82804569	77449110	101558561
CGI_10002865	21266059	125123842	75381283	155318879
CGI_10027909	28077287	84927530	110510456	153513441
CGI_10010708	96855791	149435196	29062872	100375936
CGI_10027124	46855983	145636201	80883544	101270708
CGI_10018969	6972910	154431769	44296834	168666644
CGI_10025389	46086700	125597491	85805763	116839504
CGI_10005933	59266635	133628289	55579720	125834933
CGI_10021081	17244338	138651188	56006220	162075742
CGI_10000618	35048254	114869713	93967647	129639499
CGI_10003923	7731665	81904134	46926307	236366042
CGI_10009915	26142448	170115756	25499965	150146655
CGI_10020942	74119706	94067887	96693512	106857101
CGI_10010551	30733666	49483317	96842319	194106297
CGI_10010026	42373218	92919003	42423051	192652795
CGI_10026963	71016897	125100337	31321712	142060181
CGI_10005008	18151041	126003386	66251703	158504318
CGI_10020675	73314009	71094832	91812281	131889532
CGI_10021872	78903281	134927975	86021011	67450139
CGI_10014772	980118	189731343	17576913	158486782
CGI_10007296	106505154	60198059	103397542	96659962
CGI_10000542	99085063	84117341	87787500	95600071
CGI_10016387	81297071	102456531	88577323	94229056
CGI_10014923	24664077	125164072	31238861	185195059
CGI_10013082	1912419	175002157	53152735	135274976
CGI_10005359	244379	31906099	20706955	312074365
CGI_10011752	10889617	168889214	62969137	121261566
CGI_10018711	126880	111815011	126383991	125452063
CGI_10015503	32347392	89369954	72768537	166071035
CGI_10006700	13553432	151380355	12089602	182975626
CGI_10009520	20581662	145509894	74910353	117139022
CGI_10027868	47120408	115051481	121005154	74912661
CGI_10010175	124615542	93968898	139253126	217868
CGI_10012809	268613192	31316625	47443	57279916
CGI_10020328	71306512	102926829	56416759	124590865
CGI_10016665	34115224	114701082	104670617	101265326
CGI_10013423	84238650	138681446	18746052	112741858
CGI_10012794	33224453	102450685	107774273	109515871
CGI_10028069	33224453	102450685	107774273	109515871
CGI_10028550	36265158	31755290	84801997	199379222
CGI_10021962	58456576	128981904	91953968	72796846
CGI_10009328	122091	82913458	55987117	212709383
CGI_10013545	14989026	115086327	53624335	167031879
CGI_10004075	41441675	86206393	76092456	145939767
CGI_10021835	46559240	109808969	62780129	130075964
CGI_10008754	28389162	126842559	78939097	115004359
CGI_10004161		120030564	85435143	143674736
CGI_10023802	21463096	87579406	184860811	54110872
CGI_10008451	168635279	54345931	119384416	5351651
CGI_10003819	82102047	154266298	106939378	4050112
CGI_10008263	17299424	144715530	47546388	137488715
CGI_10022882	175394859	43421831	63246051	64432232
CGI_10003423	6033676	151402265	71800848	115880616
CGI_10006606	7025878	140959910	77609853	119257739
CGI_10006128	17910	149961786	86215833	107026691
CGI_10021995	112602529	82197221	104196436	43848100
CGI_10020382	19479550	79221267	2130127	241927218
CGI_10016474	230067412	45423587	25999438	41032741
CGI_10020204	18275	118156133	74139249	149636680
CGI_10026694	100238215	57998260	80339273	103016215
CGI_10008521	16998530	128336784	37540411	158686395
CGI_10012108	40215932	121985140	43711849	135249711
CGI_10006106	71028805	125006862	56539414	87734036
CGI_10027970	276984	57551396	27544550	254894616
CGI_10005770	7360378	87167936	105367705	140274502
CGI_10001832	39331228	125827869	64864474	109836054
CGI_10008416	39331228	125827869	64864474	109836054
CGI_10017842	22808276	140753812	69120205	106502296
CGI_10010832	18942691	87746056	88212301	143185585
CGI_10001507	345948	129205702	64352705	143963174
CGI_10009508	18725713	82663347	64368246	171958080
CGI_10018768	65104040	71215336	108857740	92293782
CGI_10009804	86334687	103090323	81751647	65631612
CGI_10006156	40003617	112506358	81600075	101988317
CGI_10005931	3936	91725605	47495907	196685657
CGI_10017545	46974166	98190503	74981373	113915845
CGI_10019456	45495269	89265880	67478904	131804806
CGI_10021693	84162522	49196084	105862057	94793901
CGI_10021862	84162522	49196084	105862057	94793901
CGI_10010402	43773949	101462968	103922097	84380525
CGI_10010509	335827	129678199	88727489	114673493
CGI_10010270	27677447	106681009	66218512	132160703
CGI_10023506	938024	148563417	25864466	157348362
CGI_10008420	44432115	18187314	71711954	197764714
CGI_10006280	34236272	128135135	56781839	112936088
CGI_10010486	2184507	146184278	45896284	137486876
CGI_10019314	54082405	94755851	119561980	62262020
CGI_10002917	82844720	104194933	59620937	82378601
CGI_10007950	41419796	104146835	79116924	104256383
CGI_10024678	26641630	101303174	80826678	119938195
CGI_10025060	111831985	77319003	111775211	27125363
CGI_10013607	32460573	77253985	108477558	109425433
CGI_10007865	60998337	130438395	20951375	114445458
CGI_10007792	33104202	82118597	203899968	7622104
CGI_10022554	73187435	113328498	110389652	29731417
CGI_10017719	50468872	121833107	78733555	73986112
CGI_10018006	75077408	79101353	106418596	64390783
CGI_10000071	20217035	156563018	66090593	82055194
CGI_10017736	20217035	156563018	66090593	82055194
CGI_10002041	25735509	88362657	58198248	152186845
CGI_10017333	23038061	141639662	56933627	102552882
CGI_10015125	42604146	117685319	83667692	79774404
CGI_10014126	24582988	178169217	62743	120756015
CGI_10013525	39420426	106255353	110529734	66882802
CGI_10020391	5554896	156083341	17840685	143465292
CGI_10003211	39080997	81615250	103262675	98909199
CGI_10025658	40271200	94539502	79353511	107984468
CGI_10014051	55067748	59636128	163776948	43476459
CGI_10016940	55119152	95746726	55757232	115120788
CGI_10014349	23012645	99244770	52863131	146466481
CGI_10017730	40702799	90235460	66738843	123594374
CGI_10012466	64973719	84517182	85203605	86277377
CGI_10002261	10885111	141013280	61421780	107632124
CGI_10009531	21311804	120942001	93081560	85274850
CGI_10022185	41945859	108762256	25653981	143177705
CGI_10003608	1999575	106553975	51459504	159359338
CGI_10013075	23912695	85297239	75143083	134625132
CGI_10020462	39486068	107837800	59393758	112080746
CGI_10023132	49291665	148923100	50692028	69399386
CGI_10024057	29602420	125451641	62445476	100732574
CGI_10016769	60633260	153234573	28195657	75739579
CGI_10012024	60568	130454510	66767362	119855464
CGI_10027605	5027371	161153083	44834725	106102345
CGI_10002653	27638944	127626488	41006929	119991939
CGI_10025417	48965906	94452993	63733624	108415335
CGI_10024719	15615473	112834131	81996022	105041050
CGI_10007559	40298	185779625	63649333	65882196
CGI_10005974	138924478	77330331	14530458	84406911
CGI_10003983	45236940	55766704	92009595	121820649
CGI_10015433	121508779	25779398	142681489	24385271
CGI_10016999	10543514	108230671	57779338	137735475
CGI_10023171	9793915	161643175	38585358	103257047
CGI_10008200	30136621	122080055	43987575	116848088
CGI_10024265	249882	107041974	70945665	132588937
CGI_10013830	219635	238919669	23452826	48191777
CGI_10017805	31449816	105962115	75615452	96742742
CGI_10016914	13779944	113549112	50758799	130709378
CGI_10025210	16013045	136387879	44567306	111646105
CGI_10000745	37880294	91292612	74773515	104544654
CGI_10007006	37965417	93307211	108352779	68396797
CGI_10005385	45659225	66281657	68694723	127053090
CGI_10013108	54339867	147100525	31959210	74198689
CGI_10027530	24405439	52193119	106238854	124745526
CGI_10008162	17329522	103429067	48453001	138288418
CGI_10004176	48555	199489365	15127009	92503574
CGI_10007126	49517546	87515219	46735914	123023420
CGI_10015177	61571876	87175037	59926539	96697791
CGI_10004388	38130412	113990548	76847060	75799036
CGI_10014220	211365177	24473394	37933930	30677733
CGI_10003059	123840	281133	156487	303318503
CGI_10015598	37852974	96564342	22862605	144348949
CGI_10014648	32973037	85215130	92176819	91158677
CGI_10016508	43163168	113702759	51427280	92130849
CGI_10016509	43163168	113702759	51427280	92130849
CGI_10004418	9163785	105596837	54394326	130509634
CGI_10017532	150856354	28857478	36267414	83449926
CGI_10014682	304606	96837100	1389773	200878086
CGI_10006756	58415646	108673541	59696337	72209825
CGI_10015506	40752874	134480613	77167915	46590075
CGI_10010106	174889	116270471	46566689	135963999
CGI_10028820	174889	116270471	46566689	135963999
CGI_10001813	108336405	54086692	32285892	104020372
CGI_10026631	68811	159846055	20981773	117616772
CGI_10014924	19711	454509	72391	297829149
CGI_10015959	19423	117618759	59548531	121031832
CGI_10020454	39775567	85409305	85389071	87161626
CGI_10005537	37942808	102151154	23126766	134486943
CGI_10023269	29596	25510	98570880	199079536
CGI_10015646	69123380	47837619	105115951	75285175
CGI_10005568	51976080	139665541	132544	104627939
CGI_10021062	575598	98570494	96118428	100570512
CGI_10006312	69332447	100625767	65841772	60031141
CGI_10019804	36636784	102130603	71540446	84390461
CGI_10019493	52486666	86330133	54009666	101651742
CGI_10024867	132454190	41041006	120523282	100445
CGI_10024868	132454190	41041006	120523282	100445
CGI_10024869	132454190	41041006	120523282	100445
CGI_10004865	24152902	102009755	44171060	123747084
CGI_10011595	31534529	111895439	74299831	76337124
CGI_10001800	4402	57677	293653462	87922
CGI_10001802	4402	57677	293653462	87922
CGI_10017335		57415732	5242	236123020
CGI_10015394	26174476	92647138	73950067	100569958
CGI_10018340	54385243	102973352	46550266	88997013
CGI_10027654	20652563	22245650	79166126	170831438
CGI_10019454	22980587	74519227	60608914	134499409
CGI_10015530	76034697	21883460	166695721	27988733
CGI_10028193	51078733	108710810	100817652	31241960
CGI_10018934	12071810	137570625	48633039	93122367
CGI_10015468	42110992	104954639	36830742	107310346
CGI_10018550	9444038	117319265	22477874	141180470
CGI_10021676	45042956	77827097	34648230	132188940
CGI_10028344	28767854	98832033	55454623	106637648
CGI_10016102	11069925	96221083	138215160	43744174
CGI_10004335	46081567	74457494	92498235	76159885
CGI_10004614	46081567	74457494	92498235	76159885
CGI_10004021	48943605	113898420	27791363	97765848
CGI_10011521	216695369	37371544	33763659	236337
CGI_10019665	24463666	234449187	7532531	21258947
CGI_10013191	20513062	58597055	70698890	137385561
CGI_10002890	7536898	97470619	68210020	113785143
CGI_10021787	33651566	73874875	47703658	130993692
CGI_10017534	19527832	126260233	43459575	95868817
CGI_10018919	19970375	119483	4470	264794396
CGI_10018920	19970375	119483	4470	264794396
CGI_10026082	98153502	82123146	44956601	59626105
CGI_10002360	16025117	96539888	48808099	123368779
CGI_10012581	23207583	105381055	49711658	106302624
CGI_10017598	87698498	63393856	68454976	64984642
CGI_10025937	21887587	72488107	43075828	146674873
CGI_10022618	94230848	9109215	75202306	104611268
CGI_10002110	16910632	92567749	68307061	104977589
CGI_10027775	27344839	101054033	37851867	115450157
CGI_10023850	23700923	51422449	95552459	110974088
CGI_10021311	133693304	41100642	44923201	61689866
CGI_10020770	73822680	79059465	62360568	66011556
CGI_10011284	25932878	115720044	53753762	85619761
CGI_10021561	70241	178341065	45991	102540181
CGI_10026309	27566094	89808301	28740785	134594734
CGI_10016936	21547031	118728355	40890754	99445209
CGI_10021393	82884232	196940170	140807	214915
CGI_10025127	80693	66925488	6810167	206124715
CGI_10012578	31407554	92658458	43561141	112307024
CGI_10028030	19211291	134937667	35791296	89821289
CGI_10017301	5826836	115578171	44584	157852817
CGI_10026314	23279489	120125014	56093185	79705505
CGI_10028023		130819307	15713884	131092849
CGI_10021938	71074742	749989	64198037	140344454
CGI_10009825	26330	68831	275770836	93686
CGI_10004929	18721234	59484671	53662217	143159576
CGI_10006438	18721234	59484671	53662217	143159576
CGI_10008828	18721234	59484671	53662217	143159576
CGI_10023863	18721234	59484671	53662217	143159576
CGI_10008705	31259493	135218178	44482054	63594265
CGI_10006847	87792	142006482	25083239	107205367
CGI_10018019	46715873	132154979	32614903	62234765
CGI_10006119	21862870	86894670	85754649	78630882
CGI_10002366	39173490	129424601	33343553	71006769
CGI_10013357	37195532	79035975	59624158	95903672
CGI_10013640	37195532	79035975	59624158	95903672
CGI_10005852	15772	115202220	32823036	121892385
CGI_10026086	25883000	118154216	51716196	73140193
CGI_10015745	31803087	105891923	39873283	91179056
CGI_10005383	9929064	107240529	53765002	97385344
CGI_10022006	26013859	151961979	13460658	76613597
CGI_10014725	40719169	92446207	50425904	84110816
CGI_10013024	5622655	138964557	1266071	120949780
CGI_10027758	19948100	89155286	38995485	118472291
CGI_10017745	36251951	87849275	66288442	75501980
CGI_10027888	11472210	76793562	99260316	77378716
CGI_10009380	9341	113998432	36597312	114291547
CGI_10005536	226714895	35854310	464521	1376060
CGI_10008027	59113060	67628562	74866637	61771771
CGI_10015934	59113060	67628562	74866637	61771771
CGI_10012094	47808350	96082382	63441879	55580180
CGI_10004769	31892406	82723820	53994819	94156515
CGI_10014775	113672945	147874780	435077	287905
CGI_10008865	42289863	60047903	61803058	97074484
CGI_10019830	27327528	66052158	27243427	140544261
CGI_10028338	31390816	124982821	32418973	72247584
CGI_10015070	122880045	67652036	973027	69491374
CGI_10026985	34128238	86944243	27565650	111606473
CGI_10019076	19738842	110242136	29831337	100346328
CGI_10021343	24295978	66202492	123813121	45738040
CGI_10005307	19255060	107770157	24776551	107065790
CGI_10007637	10282	104854913	56152379	97652533
CGI_10019713	133486	138784758	64370287	54844570
CGI_10026510	64776348	80254995	48402940	63123124
CGI_10010422	18037234	114643620	16617626	106672839
CGI_10008963	36126481	54063902	106675250	59094666
CGI_10005149	17062190	68816062	35825970	134032813
CGI_10028704	17062190	68816062	35825970	134032813
CGI_10009681	36495851	98486312	45052752	75661527
CGI_10013316	31319754	81258032	57649073	85226288
CGI_10028692	63071	136917412	9973330	107602488
CGI_10003962	348009	30526349	58344907	165304292
CGI_10026863	348009	30526349	58344907	165304292
CGI_10018881	56474107	84574200	16612813	96799739
CGI_10000120	17822840	179006101	14659559	42672846
CGI_10002237	17822840	179006101	14659559	42672846
CGI_10002513	17822840	179006101	14659559	42672846
CGI_10002972	17822840	179006101	14659559	42672846
CGI_10003137	17822840	179006101	14659559	42672846
CGI_10003205	17822840	179006101	14659559	42672846
CGI_10006463	17822840	179006101	14659559	42672846
CGI_10010501	17822840	179006101	14659559	42672846
CGI_10011277	17822840	179006101	14659559	42672846
CGI_10011998	17822840	179006101	14659559	42672846
CGI_10012312	17822840	179006101	14659559	42672846
CGI_10012968	17822840	179006101	14659559	42672846
CGI_10015673	17822840	179006101	14659559	42672846
CGI_10015674	17822840	179006101	14659559	42672846
CGI_10015675	17822840	179006101	14659559	42672846
CGI_10017813	17822840	179006101	14659559	42672846
CGI_10021442	17822840	179006101	14659559	42672846
CGI_10021540	17822840	179006101	14659559	42672846
CGI_10021886	17822840	179006101	14659559	42672846
CGI_10021887	17822840	179006101	14659559	42672846
CGI_10022115	17822840	179006101	14659559	42672846
CGI_10022911	17822840	179006101	14659559	42672846
CGI_10000013	10563683	102238439	46785549	94116828
CGI_10023188	73806331	47521390	64229955	67849300
CGI_10013285	30236	119360786	85495060	48364258
CGI_10010707	46578316	138547862	67028215	693780
CGI_10022621	50890828	108875238	85874976	5545071
CGI_10015619	56921781	64206514	58810639	70929981
CGI_10027284	179219728	42553715	41079	29032375
CGI_10009399	41129343	89596368	114425183	4933118
CGI_10011364	1626255	113147188	11587	134202717
CGI_10023527	1626255	113147188	11587	134202717
CGI_10019686	51414469	74611708	65221658	56828288
CGI_10021193	27703065	79024724	35582396	105106780
CGI_10027171	29839698	75746748	61650122	79542116
CGI_10009211	21591267	74737372	13723212	135668099
CGI_10009434	50403048	181652490	6638010	6995446
CGI_10018033	19223202	86602954	40827176	96874817
CGI_10018039	19223202	86602954	40827176	96874817
CGI_10025803	19223202	86602954	40827176	96874817
CGI_10009278	98506291	54367404	27441144	63030994
CGI_10002519	49647024	91920482	521285	101178467
