PROTID	PROTLEN	ISFWD	DEFLINE	NUMXML	ALL_ID	MAXPW	ALL_PW	ALL_LOCALPW	MAXINIPROB	WT_MAXINIPROB	MAXINIPROBUNIQ	ALL_NUMPEPSTOT	ALL_NUMPEPSUNIQ	ALL_NUMSPECSTOT	ALL_NUMSPECSUNIQ	X2014_AUG_18_QE15B_ID	X2014_AUG_18_QE15B_PW	X2014_AUG_18_QE15B_NUMPEPSTOT	X2014_AUG_18_QE15B_NUMPEPSUNIQ	X2014_AUG_18_QE15B_NUMSPECSTOT	X2014_AUG_18_QE15B_TOTNSAF	X2014_AUG_18_QE15B_NUMSPECSUNIQ	X2014_AUG_18_QE15B_UNIQNSAF	X2014_AUG_18_QE15B_NUMSPECSADJ	X2014_AUG_18_QE15B_ADJNSAF	X2014_AUG_18_QE16_ID	X2014_AUG_18_QE16_PW	X2014_AUG_18_QE16_NUMPEPSTOT	X2014_AUG_18_QE16_NUMPEPSUNIQ	X2014_AUG_18_QE16_NUMSPECSTOT	X2014_AUG_18_QE16_TOTNSAF	X2014_AUG_18_QE16_NUMSPECSUNIQ	X2014_AUG_18_QE16_UNIQNSAF	X2014_AUG_18_QE16_NUMSPECSADJ	X2014_AUG_18_QE16_ADJNSAF	X2014_AUG_18_QE17_ID	X2014_AUG_18_QE17_PW	X2014_AUG_18_QE17_NUMPEPSTOT	X2014_AUG_18_QE17_NUMPEPSUNIQ	X2014_AUG_18_QE17_NUMSPECSTOT	X2014_AUG_18_QE17_TOTNSAF	X2014_AUG_18_QE17_NUMSPECSUNIQ	X2014_AUG_18_QE17_UNIQNSAF	X2014_AUG_18_QE17_NUMSPECSADJ	X2014_AUG_18_QE17_ADJNSAF	X2014_AUG_18_QE18_ID	X2014_AUG_18_QE18_PW	X2014_AUG_18_QE18_NUMPEPSTOT	X2014_AUG_18_QE18_NUMPEPSUNIQ	X2014_AUG_18_QE18_NUMSPECSTOT	X2014_AUG_18_QE18_TOTNSAF	X2014_AUG_18_QE18_NUMSPECSUNIQ	X2014_AUG_18_QE18_UNIQNSAF	X2014_AUG_18_QE18_NUMSPECSADJ	X2014_AUG_18_QE18_ADJNSAF	X2014_AUG_18_QE21_ID	X2014_AUG_18_QE21_PW	X2014_AUG_18_QE21_NUMPEPSTOT	X2014_AUG_18_QE21_NUMPEPSUNIQ	X2014_AUG_18_QE21_NUMSPECSTOT	X2014_AUG_18_QE21_TOTNSAF	X2014_AUG_18_QE21_NUMSPECSUNIQ	X2014_AUG_18_QE21_UNIQNSAF	X2014_AUG_18_QE21_NUMSPECSADJ	X2014_AUG_18_QE21_ADJNSAF	X2014_AUG_18_QE22_ID	X2014_AUG_18_QE22_PW	X2014_AUG_18_QE22_NUMPEPSTOT	X2014_AUG_18_QE22_NUMPEPSUNIQ	X2014_AUG_18_QE22_NUMSPECSTOT	X2014_AUG_18_QE22_TOTNSAF	X2014_AUG_18_QE22_NUMSPECSUNIQ	X2014_AUG_18_QE22_UNIQNSAF	X2014_AUG_18_QE22_NUMSPECSADJ	X2014_AUG_18_QE22_ADJNSAF	X2014_AUG_18_QE23_ID	X2014_AUG_18_QE23_PW	X2014_AUG_18_QE23_NUMPEPSTOT	X2014_AUG_18_QE23_NUMPEPSUNIQ	X2014_AUG_18_QE23_NUMSPECSTOT	X2014_AUG_18_QE23_TOTNSAF	X2014_AUG_18_QE23_NUMSPECSUNIQ	X2014_AUG_18_QE23_UNIQNSAF	X2014_AUG_18_QE23_NUMSPECSADJ	X2014_AUG_18_QE23_ADJNSAF	X2014_AUG_18_QE28_ID	X2014_AUG_18_QE28_PW	X2014_AUG_18_QE28_NUMPEPSTOT	X2014_AUG_18_QE28_NUMPEPSUNIQ	X2014_AUG_18_QE28_NUMSPECSTOT	X2014_AUG_18_QE28_TOTNSAF	X2014_AUG_18_QE28_NUMSPECSUNIQ	X2014_AUG_18_QE28_UNIQNSAF	X2014_AUG_18_QE28_NUMSPECSADJ	X2014_AUG_18_QE28_ADJNSAF	X2014_AUG_18_QE29_ID	X2014_AUG_18_QE29_PW	X2014_AUG_18_QE29_NUMPEPSTOT	X2014_AUG_18_QE29_NUMPEPSUNIQ	X2014_AUG_18_QE29_NUMSPECSTOT	X2014_AUG_18_QE29_TOTNSAF	X2014_AUG_18_QE29_NUMSPECSUNIQ	X2014_AUG_18_QE29_UNIQNSAF	X2014_AUG_18_QE29_NUMSPECSADJ	X2014_AUG_18_QE29_ADJNSAF	X2014_AUG_18_QE30_ID	X2014_AUG_18_QE30_PW	X2014_AUG_18_QE30_NUMPEPSTOT	X2014_AUG_18_QE30_NUMPEPSUNIQ	X2014_AUG_18_QE30_NUMSPECSTOT	X2014_AUG_18_QE30_TOTNSAF	X2014_AUG_18_QE30_NUMSPECSUNIQ	X2014_AUG_18_QE30_UNIQNSAF	X2014_AUG_18_QE30_NUMSPECSADJ	X2014_AUG_18_QE30_ADJNSAF	X2014_AUG_18_QE33_ID	X2014_AUG_18_QE33_PW	X2014_AUG_18_QE33_NUMPEPSTOT	X2014_AUG_18_QE33_NUMPEPSUNIQ	X2014_AUG_18_QE33_NUMSPECSTOT	X2014_AUG_18_QE33_TOTNSAF	X2014_AUG_18_QE33_NUMSPECSUNIQ	X2014_AUG_18_QE33_UNIQNSAF	X2014_AUG_18_QE33_NUMSPECSADJ	X2014_AUG_18_QE33_ADJNSAF	X2014_AUG_18_QE34_ID	X2014_AUG_18_QE34_PW	X2014_AUG_18_QE34_NUMPEPSTOT	X2014_AUG_18_QE34_NUMPEPSUNIQ	X2014_AUG_18_QE34_NUMSPECSTOT	X2014_AUG_18_QE34_TOTNSAF	X2014_AUG_18_QE34_NUMSPECSUNIQ	X2014_AUG_18_QE34_UNIQNSAF	X2014_AUG_18_QE34_NUMSPECSADJ	X2014_AUG_18_QE34_ADJNSAF	X2014_AUG_18_QE35_ID	X2014_AUG_18_QE35_PW	X2014_AUG_18_QE35_NUMPEPSTOT	X2014_AUG_18_QE35_NUMPEPSUNIQ	X2014_AUG_18_QE35_NUMSPECSTOT	X2014_AUG_18_QE35_TOTNSAF	X2014_AUG_18_QE35_NUMSPECSUNIQ	X2014_AUG_18_QE35_UNIQNSAF	X2014_AUG_18_QE35_NUMSPECSADJ	X2014_AUG_18_QE35_ADJNSAF	X2014_AUG_18_QE41_ID	X2014_AUG_18_QE41_PW	X2014_AUG_18_QE41_NUMPEPSTOT	X2014_AUG_18_QE41_NUMPEPSUNIQ	X2014_AUG_18_QE41_NUMSPECSTOT	X2014_AUG_18_QE41_TOTNSAF	X2014_AUG_18_QE41_NUMSPECSUNIQ	X2014_AUG_18_QE41_UNIQNSAF	X2014_AUG_18_QE41_NUMSPECSADJ	X2014_AUG_18_QE41_ADJNSAF	X2014_AUG_18_QE42_ID	X2014_AUG_18_QE42_PW	X2014_AUG_18_QE42_NUMPEPSTOT	X2014_AUG_18_QE42_NUMPEPSUNIQ	X2014_AUG_18_QE42_NUMSPECSTOT	X2014_AUG_18_QE42_TOTNSAF	X2014_AUG_18_QE42_NUMSPECSUNIQ	X2014_AUG_18_QE42_UNIQNSAF	X2014_AUG_18_QE42_NUMSPECSADJ	X2014_AUG_18_QE42_ADJNSAF	X2014_AUG_18_QE43_ID	X2014_AUG_18_QE43_PW	X2014_AUG_18_QE43_NUMPEPSTOT	X2014_AUG_18_QE43_NUMPEPSUNIQ	X2014_AUG_18_QE43_NUMSPECSTOT	X2014_AUG_18_QE43_TOTNSAF	X2014_AUG_18_QE43_NUMSPECSUNIQ	X2014_AUG_18_QE43_UNIQNSAF	X2014_AUG_18_QE43_NUMSPECSADJ	X2014_AUG_18_QE43_ADJNSAF	X2014_AUG_18_QE450_ID	X2014_AUG_18_QE450_PW	X2014_AUG_18_QE450_NUMPEPSTOT	X2014_AUG_18_QE450_NUMPEPSUNIQ	X2014_AUG_18_QE450_NUMSPECSTOT	X2014_AUG_18_QE450_TOTNSAF	X2014_AUG_18_QE450_NUMSPECSUNIQ	X2014_AUG_18_QE450_UNIQNSAF	X2014_AUG_18_QE450_NUMSPECSADJ	X2014_AUG_18_QE450_ADJNSAF	X2014_AUG_18_QE453_ID	X2014_AUG_18_QE453_PW	X2014_AUG_18_QE453_NUMPEPSTOT	X2014_AUG_18_QE453_NUMPEPSUNIQ	X2014_AUG_18_QE453_NUMSPECSTOT	X2014_AUG_18_QE453_TOTNSAF	X2014_AUG_18_QE453_NUMSPECSUNIQ	X2014_AUG_18_QE453_UNIQNSAF	X2014_AUG_18_QE453_NUMSPECSADJ	X2014_AUG_18_QE453_ADJNSAF	X2014_AUG_18_QE46_ID	X2014_AUG_18_QE46_PW	X2014_AUG_18_QE46_NUMPEPSTOT	X2014_AUG_18_QE46_NUMPEPSUNIQ	X2014_AUG_18_QE46_NUMSPECSTOT	X2014_AUG_18_QE46_TOTNSAF	X2014_AUG_18_QE46_NUMSPECSUNIQ	X2014_AUG_18_QE46_UNIQNSAF	X2014_AUG_18_QE46_NUMSPECSADJ	X2014_AUG_18_QE46_ADJNSAF	X2014_AUG_18_QE47_ID	X2014_AUG_18_QE47_PW	X2014_AUG_18_QE47_NUMPEPSTOT	X2014_AUG_18_QE47_NUMPEPSUNIQ	X2014_AUG_18_QE47_NUMSPECSTOT	X2014_AUG_18_QE47_TOTNSAF	X2014_AUG_18_QE47_NUMSPECSUNIQ	X2014_AUG_18_QE47_UNIQNSAF	X2014_AUG_18_QE47_NUMSPECSADJ	X2014_AUG_18_QE47_ADJNSAF	X2014_AUG_18_QE54_ID	X2014_AUG_18_QE54_PW	X2014_AUG_18_QE54_NUMPEPSTOT	X2014_AUG_18_QE54_NUMPEPSUNIQ	X2014_AUG_18_QE54_NUMSPECSTOT	X2014_AUG_18_QE54_TOTNSAF	X2014_AUG_18_QE54_NUMSPECSUNIQ	X2014_AUG_18_QE54_UNIQNSAF	X2014_AUG_18_QE54_NUMSPECSADJ	X2014_AUG_18_QE54_ADJNSAF	X2014_AUG_18_QE55_ID	X2014_AUG_18_QE55_PW	X2014_AUG_18_QE55_NUMPEPSTOT	X2014_AUG_18_QE55_NUMPEPSUNIQ	X2014_AUG_18_QE55_NUMSPECSTOT	X2014_AUG_18_QE55_TOTNSAF	X2014_AUG_18_QE55_NUMSPECSUNIQ	X2014_AUG_18_QE55_UNIQNSAF	X2014_AUG_18_QE55_NUMSPECSADJ	X2014_AUG_18_QE55_ADJNSAF
SRR493637.25159.2_1	161	1	F5WBQHT01DIE35.2 length=485	2	2329-a	0.9818	0.9513	0.9513	0.9942	1.0	0.9942	1	1	2	2	null	0.0	0	0	0	0.0	0	0.0	0	0.0	null	0.0	0	0	0	0.0	0	0.0	0	0.0	null	0.0	0	0	0	0.0	0	0.0	0	0.0	null	0.0	0	0	0	0.0	0	0.0	0	0.0	null	0.0	0	0	0	0.0	0	0.0	0	0.0	null	0.0	0	0	0	0.0	0	0.0	0	0.0	null	0.0	0	0	0	0.0	0	0.0	0	0.0	1262-a	0.8767	1	1	1	2.4077	1	21.9027	1	14.7554	null	0.0	0	0	0	0.0	0	0.0	0	0.0	null	0.0	0	0	0	0.0	0	0.0	0	0.0	null	0.0	0	0	0	0.0	0	0.0	0	0.0	null	0.0	0	0	0	0.0	0	0.0	0	0.0	null	0.0	0	0	0	0.0	0	0.0	0	0.0	null	0.0	0	0	0	0.0	0	0.0	0	0.0	null	0.0	0	0	0	0.0	0	0.0	0	0.0	974-a	0.9818	1	1	1	2.5726	1	23.1555	1	16.2412	null	0.0	0	0	0	0.0	0	0.0	0	0.0	null	0.0	0	0	0	0.0	0	0.0	0	0.0	null	0.0	0	0	0	0.0	0	0.0	0	0.0	null	0.0	0	0	0	0.0	0	0.0	0	0.0	null	0.0	0	0	0	0.0	0	0.0	0	0.0	null	0.0	0	0	0	0.0	0	0.0	0	0.0
SRR493637.15800.2_6	173	1	F5WBQHT01CP478.2 length=518	21	233-a	1.0	1.0	1.0	0.999	1.0	0.999	2	2	35	35	702-a	0.9951	1	1	2	4.129	2	43.3598	2	29.2159	677-a	0.9953	1	1	1	2.0221	1	22.1384	1	14.5518	646-a	0.995	1	1	2	3.582	2	38.8566	2	25.8898	90-a	1.0	2	2	3	7.306	3	64.8868	3	45.1863	709-a	0.9944	1	1	2	4.0531	2	40.2842	2	26.6092	701-a	0.9954	1	1	1	1.797	1	18.5024	1	12.2093	87-a	1.0	2	2	3	6.1142	3	65.3058	3	42.1679	717-a	0.9943	1	1	2	4.4814	2	40.7668	2	27.4638	105-a	1.0	2	2	2	3.9546	2	35.1191	2	23.521	679-a	0.9943	1	1	1	2.6232	1	23.0622	1	15.382	895-a	0.995	1	1	1	1.9892	1	18.7734	1	12.4952	719-a	0.9935	1	1	1	2.058	1	18.5807	1	12.0306	null	0.0	0	0	0	0.0	0	0.0	0	0.0	861-a	0.9858	1	1	1	1.9297	1	20.4536	1	13.324	704-a	0.9957	1	1	2	4.9192	2	40.1394	2	27.7774	96-a	1.0	2	2	3	7.1824	3	64.6481	3	45.3439	679-a	0.9958	1	1	2	3.8896	2	42.7107	2	28.2095	796-a	0.9947	1	1	1	2.6167	1	18.4263	1	13.1101	845-a	0.9942	1	1	1	1.9222	1	19.4584	1	12.9021	705-a	0.9947	1	1	2	3.7413	2	39.2001	2	25.7354	748-a	0.9954	1	1	1	2.3224	1	18.671	1	12.3883	728-a	0.994	1	1	1	2.0178	1	17.1944	1	11.7122
SRR493637.105658.2_6	178	1	F5WBQHT02IMPXV.2 length=534	4	2330-a	0.9671	0.9505	0.9505	0.9941	1.0	0.9941	1	1	4	4	null	0.0	0	0	0	0.0	0	0.0	0	0.0	null	0.0	0	0	0	0.0	0	0.0	0	0.0	null	0.0	0	0	0	0.0	0	0.0	0	0.0	null	0.0	0	0	0	0.0	0	0.0	0	0.0	1127-a	0.9312	1	1	1	1.9696	1	19.5763	1	12.9309	null	0.0	0	0	0	0.0	0	0.0	0	0.0	null	0.0	0	0	0	0.0	0	0.0	0	0.0	1177-a	0.9209	1	1	1	2.1778	1	19.8108	1	13.3462	1302-a	0.8352	1	1	1	1.9218	1	17.0663	1	11.4301	992-a	0.9671	1	1	1	2.5495	1	22.4144	1	14.95	null	0.0	0	0	0	0.0	0	0.0	0	0.0	null	0.0	0	0	0	0.0	0	0.0	0	0.0	null	0.0	0	0	0	0.0	0	0.0	0	0.0	null	0.0	0	0	0	0.0	0	0.0	0	0.0	null	0.0	0	0	0	0.0	0	0.0	0	0.0	null	0.0	0	0	0	0.0	0	0.0	0	0.0	null	0.0	0	0	0	0.0	0	0.0	0	0.0	null	0.0	0	0	0	0.0	0	0.0	0	0.0	null	0.0	0	0	0	0.0	0	0.0	0	0.0	null	0.0	0	0	0	0.0	0	0.0	0	0.0	null	0.0	0	0	0	0.0	0	0.0	0	0.0	null	0.0	0	0	0	0.0	0	0.0	0	0.0
SRR493637.128001.2_2	174	1	F5WBQHT02GRVCN.2 length=524	1	2331-a	0.9691	0.9505	0.9505	0.9941	1.0	0.9941	1	1	1	1	null	0.0	0	0	0	0.0	0	0.0	0	0.0	null	0.0	0	0	0	0.0	0	0.0	0	0.0	null	0.0	0	0	0	0.0	0	0.0	0	0.0	null	0.0	0	0	0	0.0	0	0.0	0	0.0	null	0.0	0	0	0	0.0	0	0.0	0	0.0	null	0.0	0	0	0	0.0	0	0.0	0	0.0	null	0.0	0	0	0	0.0	0	0.0	0	0.0	null	0.0	0	0	0	0.0	0	0.0	0	0.0	null	0.0	0	0	0	0.0	0	0.0	0	0.0	null	0.0	0	0	0	0.0	0	0.0	0	0.0	null	0.0	0	0	0	0.0	0	0.0	0	0.0	null	0.0	0	0	0	0.0	0	0.0	0	0.0	null	0.0	0	0	0	0.0	0	0.0	0	0.0	null	0.0	0	0	0	0.0	0	0.0	0	0.0	null	0.0	0	0	0	0.0	0	0.0	0	0.0	null	0.0	0	0	0	0.0	0	0.0	0	0.0	null	0.0	0	0	0	0.0	0	0.0	0	0.0	null	0.0	0	0	0	0.0	0	0.0	0	0.0	null	0.0	0	0	0	0.0	0	0.0	0	0.0	1037-a	0.9691	1	1	1	1.8599	1	19.4874	1	12.7938	null	0.0	0	0	0	0.0	0	0.0	0	0.0	null	0.0	0	0	0	0.0	0	0.0	0	0.0
SRR493637.201402.2_2	200	1	F5X2MQL02GE11O.2 length=601	1	2332-a	0.9671	0.9505	0.9505	0.9941	1.0	0.9941	1	1	1	1	null	0.0	0	0	0	0.0	0	0.0	0	0.0	null	0.0	0	0	0	0.0	0	0.0	0	0.0	null	0.0	0	0	0	0.0	0	0.0	0	0.0	null	0.0	0	0	0	0.0	0	0.0	0	0.0	null	0.0	0	0	0	0.0	0	0.0	0	0.0	null	0.0	0	0	0	0.0	0	0.0	0	0.0	null	0.0	0	0	0	0.0	0	0.0	0	0.0	null	0.0	0	0	0	0.0	0	0.0	0	0.0	null	0.0	0	0	0	0.0	0	0.0	0	0.0	993-a	0.9671	1	1	1	2.2691	1	19.9488	1	13.3055	null	0.0	0	0	0	0.0	0	0.0	0	0.0	null	0.0	0	0	0	0.0	0	0.0	0	0.0	null	0.0	0	0	0	0.0	0	0.0	0	0.0	null	0.0	0	0	0	0.0	0	0.0	0	0.0	null	0.0	0	0	0	0.0	0	0.0	0	0.0	null	0.0	0	0	0	0.0	0	0.0	0	0.0	null	0.0	0	0	0	0.0	0	0.0	0	0.0	null	0.0	0	0	0	0.0	0	0.0	0	0.0	null	0.0	0	0	0	0.0	0	0.0	0	0.0	null	0.0	0	0	0	0.0	0	0.0	0	0.0	null	0.0	0	0	0	0.0	0	0.0	0	0.0	null	0.0	0	0	0	0.0	0	0.0	0	0.0
SRR493637.202582.2_2	187	1	F5X2MQL02I1D6T.2 length=562	2	2333-a	0.9738	0.9505	0.9505	0.9941	1.0	0.9941	1	1	2	2	null	0.0	0	0	0	0.0	0	0.0	0	0.0	null	0.0	0	0	0	0.0	0	0.0	0	0.0	null	0.0	0	0	0	0.0	0	0.0	0	0.0	null	0.0	0	0	0	0.0	0	0.0	0	0.0	null	0.0	0	0	0	0.0	0	0.0	0	0.0	null	0.0	0	0	0	0.0	0	0.0	0	0.0	null	0.0	0	0	0	0.0	0	0.0	0	0.0	null	0.0	0	0	0	0.0	0	0.0	0	0.0	null	0.0	0	0	0	0.0	0	0.0	0	0.0	null	0.0	0	0	0	0.0	0	0.0	0	0.0	1068-a	0.9738	1	1	1	1.8403	1	17.3679	1	11.5597	null	0.0	0	0	0	0.0	0	0.0	0	0.0	null	0.0	0	0	0	0.0	0	0.0	0	0.0	null	0.0	0	0	0	0.0	0	0.0	0	0.0	null	0.0	0	0	0	0.0	0	0.0	0	0.0	null	0.0	0	0	0	0.0	0	0.0	0	0.0	null	0.0	0	0	0	0.0	0	0.0	0	0.0	null	0.0	0	0	0	0.0	0	0.0	0	0.0	null	0.0	0	0	0	0.0	0	0.0	0	0.0	null	0.0	0	0	0	0.0	0	0.0	0	0.0	1086-a	0.9556	1	1	1	2.1486	1	17.2732	1	11.4609	null	0.0	0	0	0	0.0	0	0.0	0	0.0
SRR493637.203109.2_4	177	1	F5X2MQL02I0QHP.2 length=531	9	2334-a	0.9729	0.9505	0.9505	0.9941	1.0	0.9941	1	1	4	4	1042-a	0.9571	1	1	1	2.0178	1	21.19	1	14.2778	990-a	0.9729	1	1	1	1.9764	1	21.6381	1	14.2229	1000-a	0.9471	1	1	1	1.7505	1	18.9892	1	12.6524	null	0.0	0	0	0	0.0	0	0.0	0	0.0	1152-a	0.9212	1	1	1	1.9808	1	19.6869	1	13.0039	null	0.0	0	0	0	0.0	0	0.0	0	0.0	null	0.0	0	0	0	0.0	0	0.0	0	0.0	null	0.0	0	0	0	0.0	0	0.0	0	0.0	null	0.0	0	0	0	0.0	0	0.0	0	0.0	1141-a	0.9058	1	1	1	2.564	1	22.541	1	15.0344	1134-a	0.9503	1	1	1	1.9442	1	18.3491	1	12.2128	null	0.0	0	0	0	0.0	0	0.0	0	0.0	null	0.0	0	0	0	0.0	0	0.0	0	0.0	null	0.0	0	0	0	0.0	0	0.0	0	0.0	null	0.0	0	0	0	0.0	0	0.0	0	0.0	null	0.0	0	0	0	0.0	0	0.0	0	0.0	1072-a	0.9373	1	1	1	1.9008	1	20.8728	1	13.786	1553-a	0.8191	1	1	1	2.5576	1	18.0099	1	12.8138	null	0.0	0	0	0	0.0	0	0.0	0	0.0	1288-a	0.8734	1	1	1	1.8284	1	19.1571	1	12.5769	null	0.0	0	0	0	0.0	0	0.0	0	0.0	null	0.0	0	0	0	0.0	0	0.0	0	0.0
SRR493637.213233.2_6	181	1	F5X2MQL02H24Z8.2 length=544	9	2335-a	0.9713	0.9505	0.9505	0.9941	1.0	0.9941	1	1	9	9	null	0.0	0	0	0	0.0	0	0.0	0	0.0	null	0.0	0	0	0	0.0	0	0.0	0	0.0	932-a	0.9713	1	1	1	1.7119	1	18.5696	1	12.3727	1153-a	0.9167	1	1	1	2.3277	1	20.673	1	14.3964	1412-a	0.817	1	1	1	1.937	1	19.2518	1	12.7166	null	0.0	0	0	0	0.0	0	0.0	0	0.0	null	0.0	0	0	0	0.0	0	0.0	0	0.0	1676-a	0.6826	1	1	1	2.1417	1	19.4825	1	13.125	1538-a	0.7057	1	1	1	1.8899	1	16.7834	1	11.2407	null	0.0	0	0	0	0.0	0	0.0	0	0.0	null	0.0	0	0	0	0.0	0	0.0	0	0.0	1658-a	0.6469	1	1	1	1.9671	1	17.7594	1	11.4988	null	0.0	0	0	0	0.0	0	0.0	0	0.0	null	0.0	0	0	0	0.0	0	0.0	0	0.0	null	0.0	0	0	0	0.0	0	0.0	0	0.0	null	0.0	0	0	0	0.0	0	0.0	0	0.0	1716-a	0.731	1	1	1	1.8588	1	20.4115	1	13.4813	1455-a	0.8495	1	1	1	2.501	1	17.6119	1	12.5306	null	0.0	0	0	0	0.0	0	0.0	0	0.0	1140-a	0.9325	1	1	1	1.788	1	18.7337	1	12.299	null	0.0	0	0	0	0.0	0	0.0	0	0.0	null	0.0	0	0	0	0.0	0	0.0	0	0.0
SRR493637.216073.2_1	171	1	F5X2MQL02I9GSO.2 length=514	1	2336-a	0.9749	0.9505	0.9505	0.9941	1.0	0.9941	1	1	1	1	null	0.0	0	0	0	0.0	0	0.0	0	0.0	null	0.0	0	0	0	0.0	0	0.0	0	0.0	null	0.0	0	0	0	0.0	0	0.0	0	0.0	null	0.0	0	0	0	0.0	0	0.0	0	0.0	null	0.0	0	0	0	0.0	0	0.0	0	0.0	null	0.0	0	0	0	0.0	0	0.0	0	0.0	null	0.0	0	0	0	0.0	0	0.0	0	0.0	null	0.0	0	0	0	0.0	0	0.0	0	0.0	null	0.0	0	0	0	0.0	0	0.0	0	0.0	null	0.0	0	0	0	0.0	0	0.0	0	0.0	null	0.0	0	0	0	0.0	0	0.0	0	0.0	null	0.0	0	0	0	0.0	0	0.0	0	0.0	null	0.0	0	0	0	0.0	0	0.0	0	0.0	null	0.0	0	0	0	0.0	0	0.0	0	0.0	984-a	0.9749	1	1	1	2.4884	1	20.3044	1	14.0511	null	0.0	0	0	0	0.0	0	0.0	0	0.0	null	0.0	0	0	0	0.0	0	0.0	0	0.0	null	0.0	0	0	0	0.0	0	0.0	0	0.0	null	0.0	0	0	0	0.0	0	0.0	0	0.0	null	0.0	0	0	0	0.0	0	0.0	0	0.0	null	0.0	0	0	0	0.0	0	0.0	0	0.0	null	0.0	0	0	0	0.0	0	0.0	0	0.0
SRR493637.217630.2_4	169	1	F5X2MQL02HZUP4.2 length=508	2	2337-a	0.977	0.9505	0.9505	0.9941	1.0	0.9941	1	1	2	2	null	0.0	0	0	0	0.0	0	0.0	0	0.0	null	0.0	0	0	0	0.0	0	0.0	0	0.0	null	0.0	0	0	0	0.0	0	0.0	0	0.0	970-a	0.977	1	1	1	2.493	1	22.1409	1	15.4186	null	0.0	0	0	0	0.0	0	0.0	0	0.0	null	0.0	0	0	0	0.0	0	0.0	0	0.0	null	0.0	0	0	0	0.0	0	0.0	0	0.0	null	0.0	0	0	0	0.0	0	0.0	0	0.0	null	0.0	0	0	0	0.0	0	0.0	0	0.0	null	0.0	0	0	0	0.0	0	0.0	0	0.0	null	0.0	0	0	0	0.0	0	0.0	0	0.0	null	0.0	0	0	0	0.0	0	0.0	0	0.0	null	0.0	0	0	0	0.0	0	0.0	0	0.0	null	0.0	0	0	0	0.0	0	0.0	0	0.0	null	0.0	0	0	0	0.0	0	0.0	0	0.0	1331-a	0.9326	1	1	1	2.4508	1	22.0594	1	15.4724	null	0.0	0	0	0	0.0	0	0.0	0	0.0	null	0.0	0	0	0	0.0	0	0.0	0	0.0	null	0.0	0	0	0	0.0	0	0.0	0	0.0	null	0.0	0	0	0	0.0	0	0.0	0	0.0	null	0.0	0	0	0	0.0	0	0.0	0	0.0	null	0.0	0	0	0	0.0	0	0.0	0	0.0
SRR493637.79363.2_1	189	1	F5WBQHT02JPYRO.2 length=569	1	2338-a	0.9756	0.9505	0.9505	0.9941	1.0	0.9941	1	1	1	1	null	0.0	0	0	0	0.0	0	0.0	0	0.0	null	0.0	0	0	0	0.0	0	0.0	0	0.0	null	0.0	0	0	0	0.0	0	0.0	0	0.0	null	0.0	0	0	0	0.0	0	0.0	0	0.0	null	0.0	0	0	0	0.0	0	0.0	0	0.0	null	0.0	0	0	0	0.0	0	0.0	0	0.0	984-a	0.9756	1	1	1	1.8655	1	19.9258	1	12.866	null	0.0	0	0	0	0.0	0	0.0	0	0.0	null	0.0	0	0	0	0.0	0	0.0	0	0.0	null	0.0	0	0	0	0.0	0	0.0	0	0.0	null	0.0	0	0	0	0.0	0	0.0	0	0.0	null	0.0	0	0	0	0.0	0	0.0	0	0.0	null	0.0	0	0	0	0.0	0	0.0	0	0.0	null	0.0	0	0	0	0.0	0	0.0	0	0.0	null	0.0	0	0	0	0.0	0	0.0	0	0.0	null	0.0	0	0	0	0.0	0	0.0	0	0.0	null	0.0	0	0	0	0.0	0	0.0	0	0.0	null	0.0	0	0	0	0.0	0	0.0	0	0.0	null	0.0	0	0	0	0.0	0	0.0	0	0.0	null	0.0	0	0	0	0.0	0	0.0	0	0.0	null	0.0	0	0	0	0.0	0	0.0	0	0.0	null	0.0	0	0	0	0.0	0	0.0	0	0.0
SRR493637.10556.2_5	213	1	F5WBQHT01C12DS.2 length=641	4	2339-a	0.962	0.9497	0.9497	0.994	1.0	0.994	1	1	4	4	null	0.0	0	0	0	0.0	0	0.0	0	0.0	null	0.0	0	0	0	0.0	0	0.0	0	0.0	null	0.0	0	0	0	0.0	0	0.0	0	0.0	1484-a	0.8184	1	1	1	1.978	1	17.5672	1	12.2335	1772-a	0.6671	1	1	1	1.646	1	16.3595	1	10.8061	null	0.0	0	0	0	0.0	0	0.0	0	0.0	null	0.0	0	0	0	0.0	0	0.0	0	0.0	null	0.0	0	0	0	0.0	0	0.0	0	0.0	null	0.0	0	0	0	0.0	0	0.0	0	0.0	null	0.0	0	0	0	0.0	0	0.0	0	0.0	null	0.0	0	0	0	0.0	0	0.0	0	0.0	1050-a	0.962	1	1	1	1.6715	1	15.0913	1	9.7713	null	0.0	0	0	0	0.0	0	0.0	0	0.0	null	0.0	0	0	0	0.0	0	0.0	0	0.0	null	0.0	0	0	0	0.0	0	0.0	0	0.0	null	0.0	0	0	0	0.0	0	0.0	0	0.0	1167-a	0.9026	1	1	1	1.5796	1	17.345	1	11.456	null	0.0	0	0	0	0.0	0	0.0	0	0.0	null	0.0	0	0	0	0.0	0	0.0	0	0.0	null	0.0	0	0	0	0.0	0	0.0	0	0.0	null	0.0	0	0	0	0.0	0	0.0	0	0.0	null	0.0	0	0	0	0.0	0	0.0	0	0.0
