PROTID	PROTLEN	ISFWD	DEFLINE	NUMXML	ALL_ID	MAXPW	ALL_PW	ALL_LOCALPW	MAXINIPROB	WT_MAXINIPROB	MAXINIPROBUNIQ	ALL_NUMPEPSTOT	ALL_NUMPEPSUNIQ	ALL_NUMSPECSTOT	ALL_NUMSPECSUNIQ	X2014_AUG_18_QE15B_ID	X2014_AUG_18_QE15B_PW	X2014_AUG_18_QE15B_NUMPEPSTOT	X2014_AUG_18_QE15B_NUMPEPSUNIQ	X2014_AUG_18_QE15B_NUMSPECSTOT	X2014_AUG_18_QE15B_TOTNSAF	X2014_AUG_18_QE15B_NUMSPECSUNIQ	X2014_AUG_18_QE15B_UNIQNSAF	X2014_AUG_18_QE15B_NUMSPECSADJ	X2014_AUG_18_QE15B_ADJNSAF	X2014_AUG_18_QE16_ID	X2014_AUG_18_QE16_PW	X2014_AUG_18_QE16_NUMPEPSTOT	X2014_AUG_18_QE16_NUMPEPSUNIQ	X2014_AUG_18_QE16_NUMSPECSTOT	X2014_AUG_18_QE16_TOTNSAF	X2014_AUG_18_QE16_NUMSPECSUNIQ	X2014_AUG_18_QE16_UNIQNSAF	X2014_AUG_18_QE16_NUMSPECSADJ	X2014_AUG_18_QE16_ADJNSAF	X2014_AUG_18_QE17_ID	X2014_AUG_18_QE17_PW	X2014_AUG_18_QE17_NUMPEPSTOT	X2014_AUG_18_QE17_NUMPEPSUNIQ	X2014_AUG_18_QE17_NUMSPECSTOT	X2014_AUG_18_QE17_TOTNSAF	X2014_AUG_18_QE17_NUMSPECSUNIQ	X2014_AUG_18_QE17_UNIQNSAF	X2014_AUG_18_QE17_NUMSPECSADJ	X2014_AUG_18_QE17_ADJNSAF	X2014_AUG_18_QE18_ID	X2014_AUG_18_QE18_PW	X2014_AUG_18_QE18_NUMPEPSTOT	X2014_AUG_18_QE18_NUMPEPSUNIQ	X2014_AUG_18_QE18_NUMSPECSTOT	X2014_AUG_18_QE18_TOTNSAF	X2014_AUG_18_QE18_NUMSPECSUNIQ	X2014_AUG_18_QE18_UNIQNSAF	X2014_AUG_18_QE18_NUMSPECSADJ	X2014_AUG_18_QE18_ADJNSAF	X2014_AUG_18_QE21_ID	X2014_AUG_18_QE21_PW	X2014_AUG_18_QE21_NUMPEPSTOT	X2014_AUG_18_QE21_NUMPEPSUNIQ	X2014_AUG_18_QE21_NUMSPECSTOT	X2014_AUG_18_QE21_TOTNSAF	X2014_AUG_18_QE21_NUMSPECSUNIQ	X2014_AUG_18_QE21_UNIQNSAF	X2014_AUG_18_QE21_NUMSPECSADJ	X2014_AUG_18_QE21_ADJNSAF	X2014_AUG_18_QE22_ID	X2014_AUG_18_QE22_PW	X2014_AUG_18_QE22_NUMPEPSTOT	X2014_AUG_18_QE22_NUMPEPSUNIQ	X2014_AUG_18_QE22_NUMSPECSTOT	X2014_AUG_18_QE22_TOTNSAF	X2014_AUG_18_QE22_NUMSPECSUNIQ	X2014_AUG_18_QE22_UNIQNSAF	X2014_AUG_18_QE22_NUMSPECSADJ	X2014_AUG_18_QE22_ADJNSAF	X2014_AUG_18_QE23_ID	X2014_AUG_18_QE23_PW	X2014_AUG_18_QE23_NUMPEPSTOT	X2014_AUG_18_QE23_NUMPEPSUNIQ	X2014_AUG_18_QE23_NUMSPECSTOT	X2014_AUG_18_QE23_TOTNSAF	X2014_AUG_18_QE23_NUMSPECSUNIQ	X2014_AUG_18_QE23_UNIQNSAF	X2014_AUG_18_QE23_NUMSPECSADJ	X2014_AUG_18_QE23_ADJNSAF	X2014_AUG_18_QE28_ID	X2014_AUG_18_QE28_PW	X2014_AUG_18_QE28_NUMPEPSTOT	X2014_AUG_18_QE28_NUMPEPSUNIQ	X2014_AUG_18_QE28_NUMSPECSTOT	X2014_AUG_18_QE28_TOTNSAF	X2014_AUG_18_QE28_NUMSPECSUNIQ	X2014_AUG_18_QE28_UNIQNSAF	X2014_AUG_18_QE28_NUMSPECSADJ	X2014_AUG_18_QE28_ADJNSAF	X2014_AUG_18_QE29_ID	X2014_AUG_18_QE29_PW	X2014_AUG_18_QE29_NUMPEPSTOT	X2014_AUG_18_QE29_NUMPEPSUNIQ	X2014_AUG_18_QE29_NUMSPECSTOT	X2014_AUG_18_QE29_TOTNSAF	X2014_AUG_18_QE29_NUMSPECSUNIQ	X2014_AUG_18_QE29_UNIQNSAF	X2014_AUG_18_QE29_NUMSPECSADJ	X2014_AUG_18_QE29_ADJNSAF	X2014_AUG_18_QE30_ID	X2014_AUG_18_QE30_PW	X2014_AUG_18_QE30_NUMPEPSTOT	X2014_AUG_18_QE30_NUMPEPSUNIQ	X2014_AUG_18_QE30_NUMSPECSTOT	X2014_AUG_18_QE30_TOTNSAF	X2014_AUG_18_QE30_NUMSPECSUNIQ	X2014_AUG_18_QE30_UNIQNSAF	X2014_AUG_18_QE30_NUMSPECSADJ	X2014_AUG_18_QE30_ADJNSAF	X2014_AUG_18_QE33_ID	X2014_AUG_18_QE33_PW	X2014_AUG_18_QE33_NUMPEPSTOT	X2014_AUG_18_QE33_NUMPEPSUNIQ	X2014_AUG_18_QE33_NUMSPECSTOT	X2014_AUG_18_QE33_TOTNSAF	X2014_AUG_18_QE33_NUMSPECSUNIQ	X2014_AUG_18_QE33_UNIQNSAF	X2014_AUG_18_QE33_NUMSPECSADJ	X2014_AUG_18_QE33_ADJNSAF	X2014_AUG_18_QE34_ID	X2014_AUG_18_QE34_PW	X2014_AUG_18_QE34_NUMPEPSTOT	X2014_AUG_18_QE34_NUMPEPSUNIQ	X2014_AUG_18_QE34_NUMSPECSTOT	X2014_AUG_18_QE34_TOTNSAF	X2014_AUG_18_QE34_NUMSPECSUNIQ	X2014_AUG_18_QE34_UNIQNSAF	X2014_AUG_18_QE34_NUMSPECSADJ	X2014_AUG_18_QE34_ADJNSAF	X2014_AUG_18_QE35_ID	X2014_AUG_18_QE35_PW	X2014_AUG_18_QE35_NUMPEPSTOT	X2014_AUG_18_QE35_NUMPEPSUNIQ	X2014_AUG_18_QE35_NUMSPECSTOT	X2014_AUG_18_QE35_TOTNSAF	X2014_AUG_18_QE35_NUMSPECSUNIQ	X2014_AUG_18_QE35_UNIQNSAF	X2014_AUG_18_QE35_NUMSPECSADJ	X2014_AUG_18_QE35_ADJNSAF	X2014_AUG_18_QE41_ID	X2014_AUG_18_QE41_PW	X2014_AUG_18_QE41_NUMPEPSTOT	X2014_AUG_18_QE41_NUMPEPSUNIQ	X2014_AUG_18_QE41_NUMSPECSTOT	X2014_AUG_18_QE41_TOTNSAF	X2014_AUG_18_QE41_NUMSPECSUNIQ	X2014_AUG_18_QE41_UNIQNSAF	X2014_AUG_18_QE41_NUMSPECSADJ	X2014_AUG_18_QE41_ADJNSAF	X2014_AUG_18_QE42_ID	X2014_AUG_18_QE42_PW	X2014_AUG_18_QE42_NUMPEPSTOT	X2014_AUG_18_QE42_NUMPEPSUNIQ	X2014_AUG_18_QE42_NUMSPECSTOT	X2014_AUG_18_QE42_TOTNSAF	X2014_AUG_18_QE42_NUMSPECSUNIQ	X2014_AUG_18_QE42_UNIQNSAF	X2014_AUG_18_QE42_NUMSPECSADJ	X2014_AUG_18_QE42_ADJNSAF	X2014_AUG_18_QE43_ID	X2014_AUG_18_QE43_PW	X2014_AUG_18_QE43_NUMPEPSTOT	X2014_AUG_18_QE43_NUMPEPSUNIQ	X2014_AUG_18_QE43_NUMSPECSTOT	X2014_AUG_18_QE43_TOTNSAF	X2014_AUG_18_QE43_NUMSPECSUNIQ	X2014_AUG_18_QE43_UNIQNSAF	X2014_AUG_18_QE43_NUMSPECSADJ	X2014_AUG_18_QE43_ADJNSAF	X2014_AUG_18_QE450_ID	X2014_AUG_18_QE450_PW	X2014_AUG_18_QE450_NUMPEPSTOT	X2014_AUG_18_QE450_NUMPEPSUNIQ	X2014_AUG_18_QE450_NUMSPECSTOT	X2014_AUG_18_QE450_TOTNSAF	X2014_AUG_18_QE450_NUMSPECSUNIQ	X2014_AUG_18_QE450_UNIQNSAF	X2014_AUG_18_QE450_NUMSPECSADJ	X2014_AUG_18_QE450_ADJNSAF	X2014_AUG_18_QE453_ID	X2014_AUG_18_QE453_PW	X2014_AUG_18_QE453_NUMPEPSTOT	X2014_AUG_18_QE453_NUMPEPSUNIQ	X2014_AUG_18_QE453_NUMSPECSTOT	X2014_AUG_18_QE453_TOTNSAF	X2014_AUG_18_QE453_NUMSPECSUNIQ	X2014_AUG_18_QE453_UNIQNSAF	X2014_AUG_18_QE453_NUMSPECSADJ	X2014_AUG_18_QE453_ADJNSAF	X2014_AUG_18_QE46_ID	X2014_AUG_18_QE46_PW	X2014_AUG_18_QE46_NUMPEPSTOT	X2014_AUG_18_QE46_NUMPEPSUNIQ	X2014_AUG_18_QE46_NUMSPECSTOT	X2014_AUG_18_QE46_TOTNSAF	X2014_AUG_18_QE46_NUMSPECSUNIQ	X2014_AUG_18_QE46_UNIQNSAF	X2014_AUG_18_QE46_NUMSPECSADJ	X2014_AUG_18_QE46_ADJNSAF	X2014_AUG_18_QE47_ID	X2014_AUG_18_QE47_PW	X2014_AUG_18_QE47_NUMPEPSTOT	X2014_AUG_18_QE47_NUMPEPSUNIQ	X2014_AUG_18_QE47_NUMSPECSTOT	X2014_AUG_18_QE47_TOTNSAF	X2014_AUG_18_QE47_NUMSPECSUNIQ	X2014_AUG_18_QE47_UNIQNSAF	X2014_AUG_18_QE47_NUMSPECSADJ	X2014_AUG_18_QE47_ADJNSAF	X2014_AUG_18_QE54_ID	X2014_AUG_18_QE54_PW	X2014_AUG_18_QE54_NUMPEPSTOT	X2014_AUG_18_QE54_NUMPEPSUNIQ	X2014_AUG_18_QE54_NUMSPECSTOT	X2014_AUG_18_QE54_TOTNSAF	X2014_AUG_18_QE54_NUMSPECSUNIQ	X2014_AUG_18_QE54_UNIQNSAF	X2014_AUG_18_QE54_NUMSPECSADJ	X2014_AUG_18_QE54_ADJNSAF	X2014_AUG_18_QE55_ID	X2014_AUG_18_QE55_PW	X2014_AUG_18_QE55_NUMPEPSTOT	X2014_AUG_18_QE55_NUMPEPSUNIQ	X2014_AUG_18_QE55_NUMSPECSTOT	X2014_AUG_18_QE55_TOTNSAF	X2014_AUG_18_QE55_NUMSPECSUNIQ	X2014_AUG_18_QE55_UNIQNSAF	X2014_AUG_18_QE55_NUMSPECSADJ	X2014_AUG_18_QE55_ADJNSAF
SRR493637.43708.2_5	158	1	F5WBQHT01DUW6N.2 length=476	22	1103-b	1.0	1.0	1.0	0.999	1.0	0.999	7	7	62	62	490-b	0.987	2	1	2	4.521	1	23.7381	1	15.9948	467-b	0.9852	2	1	2	4.4281	1	24.2402	2	31.8665	444-b	0.0	2	0	2	3.9221	0	0.0	0	0.0	485-b	0.0	2	0	2	5.3331	0	0.0	0	0.0	501-b	0.99	2	1	3	6.6569	2	44.1086	2	29.1354	484-b	0.0	3	0	3	5.9028	0	0.0	0	0.0	464-b	0.0	1	0	1	2.2316	0	0.0	0	0.0	483-b	0.9901	3	1	5	12.2672	2	44.6371	4	60.1423	665-a	0.9932	1	1	1	2.165	1	19.2266	1	12.877	481-b	0.9901	2	1	3	8.6168	2	50.5032	3	50.527	532-b	0.0	3	0	3	6.5341	0	0.0	0	0.0	511-b	0.9901	2	1	4	9.0136	2	40.6893	3	39.5182	569-b	0.9901	3	1	3	8.2023	1	20.7355	1	14.3409	445-b	0.9899	2	1	2	4.2258	1	22.3954	1	14.5889	489-b	0.99	3	1	5	13.4656	2	43.9501	3	45.6217	487-b	0.9656	3	1	3	7.8642	1	23.5952	1	16.5496	469-b	0.0	1	0	1	2.1294	0	0.0	0	0.0	567-b	0.9999	3	2	4	11.4605	2	40.3513	3	43.064	476-b	0.0	1	0	1	2.1047	0	0.0	0	0.0	491-b	0.9901	3	1	4	8.1929	2	42.9216	4	56.3574	542-b	0.9889	3	1	3	7.6287	1	20.4436	1	13.5644	493-b	0.9999	4	2	5	11.047	3	56.4804	3	38.4723
SRR493637.194652.2_1	170	1	F5X2MQL02GUPOR.2 length=510	22	1104-a	1.0	1.0	1.0	0.999	1.0	0.999	10	10	80	80	491-a	1.0	2	2	3	6.3028	3	66.1875	3	44.5973	468-a	1.0	3	3	4	8.2311	4	90.1165	4	59.2342	445-a	1.0	2	2	3	5.4679	3	59.3134	3	39.52	486-a	1.0	4	4	5	12.3916	5	110.0531	5	76.6395	502-a	1.0	2	2	3	6.187	3	61.4926	3	40.6182	485-a	1.0	4	4	5	9.1436	5	94.1443	5	62.1237	465-a	1.0	3	3	4	8.2961	4	88.6111	4	57.216	484-a	1.0	2	2	3	6.8408	3	62.2293	3	41.9227	539-a	1.0	2	2	3	6.0366	3	53.6083	3	35.9041	482-a	1.0	2	2	3	8.0086	3	70.4074	3	46.9604	533-a	1.0	3	3	4	8.0972	4	76.4188	4	50.8628	512-a	1.0	2	2	2	4.1887	2	37.8171	2	24.4858	570-a	1.0	4	4	5	12.7055	5	96.3589	5	66.6431	446-a	1.0	3	3	4	7.8549	4	83.2581	4	54.2364	490-a	1.0	5	5	6	15.0181	6	122.5433	6	84.8028	488-a	1.0	5	5	7	17.0546	7	153.5075	7	107.6696	470-a	1.0	5	5	6	11.8747	6	130.3934	6	86.1219	568-a	1.0	3	3	4	10.6515	4	75.006	4	53.3656	477-a	1.0	3	3	4	7.8245	4	79.2071	4	52.5193	492-a	1.0	4	4	5	9.5182	5	99.7296	5	65.474	543-a	1.0	4	4	5	11.817	5	95.0024	5	63.0347	494-a	1.0	2	2	3	6.1603	3	52.4936	3	35.7566
SRR493637.194735.2_6	163	1	F5X2MQL02IZKCI.2 length=489	22	1105-a	1.0	1.0	1.0	0.999	1.0	0.999	21	21	170	170	6-a	1.0	3	3	4	8.7646	4	92.0399	4	62.0166	423-a	0.9999	2	2	3	6.4384	3	70.4899	3	46.3335	446-a	1.0	5	5	7	13.3063	7	144.3414	7	96.1735	487-a	1.0	15	15	20	51.695	20	459.1174	20	319.7231	448-a	1.0	4	4	4	8.6035	4	85.5111	4	56.4834	314-c	0.0	5	0	6	11.4435	0	0.0	0	0.0	466-a	1.0	11	11	14	30.2834	14	323.4576	14	208.8561	485-a	1.0	6	6	8	19.0255	8	173.0713	8	116.5949	540-a	1.0	4	4	5	10.4931	5	93.1841	5	62.4099	9-a	1.0	2	2	4	11.1367	4	97.9081	4	65.3029	534-a	1.0	12	12	15	31.6685	15	298.877	15	198.9266	464-a	1.0	3	3	4	8.7371	4	78.8824	4	51.0746	514-a	1.0	3	3	5	13.2511	5	100.4971	5	69.5051	447-a	1.0	7	7	7	14.3365	7	151.9588	7	98.9897	625-a	0.9957	1	1	1	2.6105	1	21.301	1	14.7408	489-a	1.0	18	18	23	58.4429	23	526.0423	23	368.9642	471-a	1.0	8	8	9	18.5769	9	203.9897	9	134.7307	509-a	1.0	4	4	6	16.6634	6	117.3406	6	83.4861	433-a	1.0	3	3	4	8.1605	4	82.6086	4	54.7747	630-a	0.9947	1	1	1	1.9854	1	20.8025	1	13.6572	544-a	1.0	12	12	16	39.4385	16	317.0633	16	210.3736	446-a	1.0	3	3	4	8.5665	4	72.9972	4	49.7229
SRR493637.195089.2_3	162	1	F5X2MQL02HI5FW.2 length=488	21	1106-a	1.0	1.0	1.0	0.999	1.0	0.999	8	8	64	64	341-a	0.9999	2	2	2	4.4093	2	46.304	2	31.1997	469-a	1.0	4	4	4	8.6375	4	94.5667	4	62.1593	null	0.0	0	0	0	0.0	0	0.0	0	0.0	488-a	1.0	3	3	3	7.8021	3	69.2927	3	48.2545	352-a	1.0	3	3	3	6.4925	3	64.5292	3	42.6241	486-a	1.0	3	3	3	5.7571	3	59.2761	3	39.1149	467-a	0.9999	2	2	2	4.3529	2	46.4935	2	30.0208	486-a	1.0	5	5	5	11.9643	5	108.8373	5	73.3216	369-a	1.0	3	3	4	8.4463	4	75.0075	4	50.2361	483-a	1.0	3	3	3	8.4041	3	73.8844	3	49.2795	535-a	1.0	5	5	5	10.6213	5	100.2406	5	66.7182	513-a	1.0	2	2	2	4.3955	2	39.6847	2	25.6949	571-a	1.0	5	5	5	13.3329	5	101.1174	5	69.9341	448-a	1.0	3	3	3	6.1821	3	65.5272	3	42.686	491-a	1.0	3	3	3	7.8799	3	64.2974	3	44.4953	490-a	1.0	4	4	4	10.2267	4	92.0503	4	64.5638	393-a	1.0	2	2	2	4.1537	2	45.6109	2	30.125	1044-a	0.9931	1	1	1	2.7944	1	19.6775	1	14.0002	680-a	0.9958	1	1	1	2.0527	1	20.7796	1	13.7782	493-a	1.0	3	3	4	7.9906	4	83.7236	4	54.9658	545-a	1.0	3	3	3	7.4404	3	59.8163	3	39.6885	348-a	1.0	2	2	2	4.3097	2	36.7239	2	25.0149
SRR493637.19525.2_3	215	1	F5WBQHT01D2QWB.2 length=650	20	1107-a	1.0	1.0	1.0	0.999	1.0	0.999	4	4	33	33	736-a	0.9951	1	1	1	1.6612	1	17.4448	1	11.7543	470-a	1.0	2	2	3	4.8812	3	53.4412	3	35.1273	784-a	0.9945	1	1	1	1.4411	1	15.633	1	10.4161	871-a	0.9945	1	1	1	1.9596	1	17.4038	1	12.1197	750-a	0.9944	1	1	2	3.2613	2	32.4147	2	21.4112	741-a	0.9954	1	1	1	1.446	1	14.8879	1	9.8242	1597-a	0.7849	1	1	1	1.6399	1	17.5161	1	11.3101	763-a	0.9943	1	1	1	1.803	1	16.4015	1	11.0494	158-a	1.0	2	2	2	3.1821	2	28.2586	2	18.9262	722-a	0.9943	1	1	2	4.2216	2	37.114	2	24.7543	1249-a	0.9046	1	1	1	1.6006	1	15.106	1	10.0543	763-a	0.9935	1	1	3	4.968	3	44.8529	3	29.0413	176-a	1.0	2	2	3	6.0277	3	45.7145	3	31.6167	null	0.0	0	0	0	0.0	0	0.0	0	0.0	752-a	0.9957	1	1	1	1.9791	1	16.1491	1	11.1756	930-a	0.9884	1	1	1	1.9264	1	17.3397	1	12.162	null	0.0	0	0	0	0.0	0	0.0	0	0.0	569-a	1.0	2	2	3	6.3166	3	44.4803	3	31.6471	933-a	0.9843	1	1	1	1.5467	1	15.6572	1	10.3817	749-a	0.9947	1	1	2	3.0104	2	31.5424	2	20.7081	781-a	0.9954	1	1	1	1.8687	1	15.0236	1	9.9683	773-a	0.994	1	1	2	3.2473	2	27.671	2	18.8484
SRR493637.195333.2_3	180	1	F5X2MQL02ISCEM.2 length=542	11	1108-a	1.0	1.0	1.0	0.999	1.0	0.999	4	4	17	17	null	0.0	0	0	0	0.0	0	0.0	0	0.0	null	0.0	0	0	0	0.0	0	0.0	0	0.0	null	0.0	0	0	0	0.0	0	0.0	0	0.0	null	0.0	0	0	0	0.0	0	0.0	0	0.0	null	0.0	0	0	0	0.0	0	0.0	0	0.0	487-a	1.0	2	2	2	3.4542	2	35.5656	2	23.469	656-a	0.9958	1	1	1	1.9588	1	20.9221	1	13.5093	487-a	1.0	3	3	3	6.4607	3	58.7721	3	39.5937	null	0.0	0	0	0	0.0	0	0.0	0	0.0	72-a	1.0	2	2	2	5.0424	2	44.3306	2	29.5677	null	0.0	0	0	0	0.0	0	0.0	0	0.0	764-a	0.9935	1	1	1	1.978	1	17.8581	1	11.5627	572-a	1.0	2	2	2	4.7999	2	36.4023	2	25.1763	null	0.0	0	0	0	0.0	0	0.0	0	0.0	null	0.0	0	0	0	0.0	0	0.0	0	0.0	null	0.0	0	0	0	0.0	0	0.0	0	0.0	720-a	0.9958	1	1	1	1.8692	1	20.5249	1	13.5562	570-a	1.0	2	2	2	5.0299	2	35.4195	2	25.2004	721-a	0.9958	1	1	1	1.8475	1	18.7017	1	12.4004	978-a	0.9841	1	1	1	1.7979	1	18.8378	1	12.3673	null	0.0	0	0	0	0.0	0	0.0	0	0.0	716-a	0.994	1	1	1	1.9394	1	16.5258	1	11.2567
SRR493637.151757.2_2	177	1	F5X2MQL02H7ZUN.2 length=532	8	1108-b	1.0	1.0	0.9908	0.999	1.0	0.999	3	3	10	10	null	0.0	0	0	0	0.0	0	0.0	0	0.0	null	0.0	0	0	0	0.0	0	0.0	0	0.0	null	0.0	0	0	0	0.0	0	0.0	0	0.0	null	0.0	0	0	0	0.0	0	0.0	0	0.0	null	0.0	0	0	0	0.0	0	0.0	0	0.0	487-b	0.0	1	0	1	1.7564	0	0.0	0	0.0	656-a	0.9958	1	1	1	1.992	1	21.2767	1	13.7383	487-b	0.0	2	0	2	4.3802	0	0.0	0	0.0	null	0.0	0	0	0	0.0	0	0.0	0	0.0	72-a	1.0	2	2	2	5.1279	2	45.082	2	30.0688	null	0.0	0	0	0	0.0	0	0.0	0	0.0	null	0.0	0	0	0	0.0	0	0.0	0	0.0	572-b	0.0	1	0	1	2.4406	0	0.0	0	0.0	null	0.0	0	0	0	0.0	0	0.0	0	0.0	null	0.0	0	0	0	0.0	0	0.0	0	0.0	null	0.0	0	0	0	0.0	0	0.0	0	0.0	null	0.0	0	0	0	0.0	0	0.0	0	0.0	570-b	0.0	1	0	1	2.5576	0	0.0	0	0.0	null	0.0	0	0	0	0.0	0	0.0	0	0.0	1134-a	0.934	1	1	1	1.8284	1	19.1571	1	12.5769	null	0.0	0	0	0	0.0	0	0.0	0	0.0	716-a	0.994	1	1	1	1.9722	1	16.8059	1	11.4475
SRR493637.195601.2_2	169	1	F5X2MQL02F7KI6.2 length=509	22	1109-a	1.0	1.0	1.0	0.999	1.0	0.999	6	6	69	69	492-a	1.0	3	3	3	6.3401	3	66.5792	3	44.8611	333-e	0.0	2	0	2	4.1399	0	0.0	0	0.0	447-a	1.0	3	2	3	5.5002	2	39.7762	3	39.7539	341-e	0.0	2	0	2	4.986	0	0.0	0	0.0	503-a	1.0	4	4	5	10.3726	5	103.0941	5	68.0976	350-e	0.0	3	0	3	5.5186	0	0.0	0	0.0	468-a	1.0	4	3	4	8.3452	3	66.8515	4	57.5546	488-a	1.0	3	2	4	9.175	3	62.5975	4	56.2277	382-d	0.0	2	0	2	4.0482	0	0.0	0	0.0	484-a	1.0	3	2	4	10.7413	3	70.8241	4	62.9844	393-e	0.0	3	0	3	6.1088	0	0.0	0	0.0	372-d	0.0	2	0	3	6.3202	0	0.0	0	0.0	421-e	0.0	2	0	2	5.1123	0	0.0	0	0.0	449-a	0.9994	2	1	2	3.9507	1	20.9377	2	27.2786	492-a	1.0	2	2	3	7.5535	3	61.6342	3	42.6523	944-a	0.9862	1	1	2	4.9016	2	44.1188	2	30.9448	472-a	1.0	4	3	4	7.9633	3	65.5825	4	57.7544	571-a	1.0	5	4	6	16.0718	5	94.3123	6	80.5221	633-a	0.9958	1	1	1	1.9677	1	19.9189	1	13.2075	494-a	1.0	3	3	3	5.7447	3	60.1918	3	39.5168	394-e	0.0	3	0	4	9.5096	0	0.0	0	0.0	495-a	1.0	3	3	4	8.2624	4	70.4056	4	47.9576
SRR493637.118682.2_3	171	1	F5WBQHT02JBV37.2 length=515	21	1109-b	1.0	1.0	1.0	0.999	1.0	0.999	3	3	38	38	492-c	0.0	1	0	1	2.0886	0	0.0	0	0.0	333-a	0.9999	2	2	2	4.0915	2	44.7948	2	29.4439	447-b	0.4998	2	0	2	3.6239	0	0.0	0	0.0	341-a	0.9999	2	2	2	4.9276	2	43.7638	2	30.4765	503-c	0.0	1	0	1	2.0503	0	0.0	0	0.0	350-a	0.9999	2	2	2	3.636	2	37.4375	2	24.7042	468-b	0.4997	2	0	2	4.1238	0	0.0	0	0.0	488-b	0.4999	2	0	2	4.5339	0	0.0	0	0.0	382-b	0.0	1	0	1	2.0004	0	0.0	0	0.0	484-b	0.5	2	0	2	5.3078	0	0.0	0	0.0	393-a	1.0	3	3	3	6.0374	3	56.9789	3	37.924	372-b	0.0	1	0	1	2.0821	0	0.0	0	0.0	421-a	1.0	3	3	3	7.5787	3	57.4773	3	39.752	449-b	0.4999	2	0	2	3.9045	0	0.0	0	0.0	null	0.0	0	0	0	0.0	0	0.0	0	0.0	863-a	0.4984	1	0	1	2.4221	0	0.0	0	0.0	472-b	0.4998	2	0	2	3.9351	0	0.0	0	0.0	571-b	1.0	3	2	3	7.9419	2	37.2837	2	26.5268	816-a	0.4979	1	0	1	1.9447	0	0.0	0	0.0	494-c	0.0	1	0	1	1.8925	0	0.0	0	0.0	394-a	1.0	3	3	3	7.0488	3	56.6681	3	37.5997	495-c	0.0	1	0	1	2.0414	0	0.0	0	0.0
SRR493637.126442.2_2	187	1	F5WBQHT02FSEOK.2 length=563	22	111-a	1.0	1.0	1.0	0.999	1.0	0.999	2	2	28	28	654-a	0.9951	1	1	2	3.8199	2	40.1136	2	27.0286	633-a	0.9953	1	1	1	1.8707	1	20.481	1	13.4623	608-a	0.995	1	1	1	1.6569	1	17.9738	1	11.9758	637-a	0.996	1	1	1	2.253	1	20.0097	1	13.9345	664-a	0.9944	1	1	2	3.7497	2	37.2682	2	24.6171	662-a	0.9954	1	1	1	1.6625	1	17.1171	1	11.2952	623-a	0.9958	1	1	1	1.8855	1	20.1389	1	13.0036	656-a	0.9943	1	1	1	2.073	1	18.8574	1	12.7039	719-a	0.9932	1	1	1	1.8293	1	16.2449	1	10.88	640-a	0.9943	1	1	1	2.4268	1	21.3356	1	14.2304	48-a	1.0	2	2	2	3.6805	2	34.7358	2	23.1195	669-a	0.9935	1	1	1	1.9039	1	17.1896	1	11.1299	755-a	0.9944	1	1	1	2.3101	1	17.5198	1	12.1169	621-a	0.9954	1	1	1	1.7852	1	18.9223	1	12.3264	658-a	0.9957	1	1	2	4.5509	2	37.1343	2	25.6978	678-a	0.9968	1	1	1	2.2149	1	19.936	1	13.9831	44-a	1.0	2	2	2	3.5984	2	39.5132	2	26.0976	758-a	0.9947	1	1	2	4.8416	2	34.0936	2	24.2571	648-a	0.9958	1	1	1	1.7783	1	18.0016	1	11.9362	667-a	0.9947	1	1	1	1.7306	1	18.1327	1	11.9044	713-a	0.9954	1	1	1	2.1486	1	17.2732	1	11.4609	676-a	0.994	1	1	1	1.8668	1	15.9071	1	10.8353
SRR493637.195927.2_3	176	1	F5X2MQL02JO0W5.2 length=533	15	1110-a	1.0	1.0	1.0	0.999	1.0	0.999	3	3	16	16	995-a	0.9723	1	1	1	2.0293	1	21.3104	1	14.359	894-a	0.9911	1	1	1	1.9876	1	21.7611	1	14.3037	686-a	0.995	1	1	1	1.7605	1	19.0971	1	12.7242	914-a	0.9902	1	1	1	2.3938	1	21.2603	1	14.8054	1029-a	0.9713	1	1	1	1.992	1	19.7987	1	13.0778	null	0.0	0	0	0	0.0	0	0.0	0	0.0	936-a	0.9875	1	1	1	2.0033	1	21.3976	1	13.8164	null	0.0	0	0	0	0.0	0	0.0	0	0.0	null	0.0	0	0	0	0.0	0	0.0	0	0.0	987-a	0.9698	1	1	1	2.5785	1	22.6691	1	15.1198	933-a	0.9941	1	1	1	1.9553	1	18.4534	1	12.2822	null	0.0	0	0	0	0.0	0	0.0	0	0.0	1283-a	0.9268	1	1	1	2.4545	1	18.6148	1	12.8742	703-a	0.9954	1	1	1	1.8968	1	20.1049	1	13.0968	1178-a	0.9377	1	1	1	2.4177	1	19.7276	1	13.652	1274-a	0.9378	1	1	1	2.3533	1	21.182	1	14.857	947-a	0.9806	1	1	1	1.9116	1	20.9914	1	13.8643	null	0.0	0	0	0	0.0	0	0.0	0	0.0	27-a	1.0	2	2	2	3.7789	2	38.2534	2	25.3644	1066-a	0.9595	1	1	1	1.8387	1	19.266	1	12.6484	null	0.0	0	0	0	0.0	0	0.0	0	0.0	null	0.0	0	0	0	0.0	0	0.0	0	0.0
