PROTID,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103
CHOYP_1433G.2.2|m.63450,118.3996,123.4018,157.8569,129.9306,135.203,101.9164,116.6187,115.9547,132.7981,123.6812,122.1052,108.0593,142.9239,146.9011,126.1627,136.4493,114.4156,127.9876,171.441,127.3224,178.5016,138.0561,217.7171,119.4747,144.457,139.1037,160.0167,178.2408,146.6038,145.7795,153.5855,151.6215,264.104,214.3245,151.9269,122.4385,155.1623,121.4183,174.6223,121.4221,160.1236,124.1802,153.7883,165.0044
CHOYP_AADAT.1.1|m.12672,10.4498,5.2511,5.5319,8.2934,7.5512,2.5298,8.0163,5.3138,8.4765,11.3358,7.5252,5.1501,11.3528,5.8344,8.0529,5.2444,10.4865,2.7231,9.5752,3.1605,10.6341,3.5759,13.2351,2.7376,8.3283,11.0494,7.9441,8.1682,14.0868,11.5796,8.5779,2.9138,5.8274,11.6075,10.4434,10.4203,5.2821,5.1667,13.0038,6.5761,9.2316,6.165,5.3893,5.4611
CHOYP_ALF.3.3|m.66837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.875,0,4.3844,3.2455,0,0,10.1606,0,0,6.9087,10.6482,3.5058,3.5726,0,0,8.5364,12.7762,9.7145,6.3349,15.9438,8.0628,15.0916,15.1176,6.6078,6.6958
CHOYP_FUT8.1.1|m.9231,3.7083,9.3173,3.9262,1.962,1.7864,0,1.8965,1.8857,0,2.0113,1.7803,0,0,0,5.7154,7.4443,1.8607,0,4.5305,2.2431,5.0316,5.0759,0,0,0,0,0,0,1.9996,0,0,0,0,0,4.9414,9.8608,3.7489,1.8335,0,2.3336,2.184,4.3755,1.9125,0
CHOYP_FYN.1.1|m.44312,87.8196,80.9058,38.7417,85.1863,56.4092,49.6083,74.8546,74.4284,63.3209,71.4491,49.1878,72.1349,63.6059,65.3758,37.5982,66.1113,66.0964,68.6556,62.5873,70.8283,79.4391,70.1212,59.3212,76.6878,85.5447,61.9058,22.254,45.7633,78.9236,64.8767,80.0984,97.9499,65.2972,178.8403,78.0144,97.3021,59.1877,65.1317,63.7487,92.1083,86.202,112.2556,75.4863,76.4921
CHOYP_G6PD.2.2|m.46923,44.4449,36.5468,34.223,0,44.769,39.127,30.9956,43.1467,32.7747,26.2981,34.9158,35.8433,39.5066,31.5824,35.2887,28.389,30.41,27.3758,24.6819,17.1082,35.6351,33.1835,34.7984,35.9886,30.0551,29.906,12.2865,18.9495,28.323,33.5799,35.378,38.3055,36.0508,17.9524,48.456,37.6045,38.8048,51.9413,30.1678,25.4266,42.8331,50.058,43.76,48.5662
CHOYP_GABPA.1.1|m.15077,2.0733,2.0837,4.3902,6.5818,3.9952,6.0232,6.3619,0,2.2424,4.4981,3.9814,0,6.7574,2.3151,4.2607,2.0811,4.1612,2.1611,0,2.5082,0,2.8379,4.2015,2.1726,2.2032,4.3845,0,0,4.4718,4.5949,4.5384,4.6249,0,4.606,0,0,6.288,4.1004,0,0,4.8842,2.4463,6.4156,4.3341
CHOYP_GACZ.1.1|m.42619,0,0,0,1.9854,0,0,1.919,0.954,2.0292,1.0176,1.8014,1.8493,1.0192,1.0475,0,0.9416,1.8828,1.9557,1.1461,0,0,0,0,1.966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHOYP_GAK.1.1|m.7017,3.3794,5.0946,1.789,2.6821,4.07,3.2725,5.1849,4.2961,2.7412,1.833,1.6224,3.331,1.8357,3.7736,3.4724,1.696,5.0869,4.4032,1.0322,2.0442,0,2.3129,2.5681,5.3119,2.6933,4.4666,0,0,2.7334,1.8724,3.6987,4.7115,0,0,1.1258,0,0.8541,2.5063,3.154,2.1267,0,0.9969,4.3572,3.5322
CHOYP_GALT2.1.1|m.54493,7.5302,9.4601,1.9932,0,1.8138,1.823,1.9256,1.9146,2.0361,2.0422,0,0,0,0,5.8031,3.7792,1.8892,1.9623,0,0,10.2175,0,0,1.9727,2.0005,1.9906,0,0,2.0302,2.0861,2.0605,2.0997,0,0,12.5428,7.509,3.8064,5.5848,0,2.3694,2.2175,4.4426,1.9418,1.9677
