PROTID	sample 27
CHOYP_LOC100497129.3.8|m.32060	27
CHOYP_VWDE.8.13|m.38775	27
CHOYP_NFH.1.1|m.53607	27
CHOYP_GSLG1.3.3|m.66468	27
CHOYP_CBX1.3.4|m.27106	27
CHOYP_SEP11.1.2|m.19430	26
CHOYP_BRAFLDRAFT_275083.2.2|m.66604	26
CHOYP_LOC549476.1.1|m.42388	26
CHOYP_ARP2.1.1|m.43520	26
CHOYP_PHUM_PHUM498110.1.1|m.60692	26
CHOYP_RL23A.3.6|m.31005	26
CHOYP_IF2A.1.1|m.13279	26
CHOYP_BRAFLDRAFT_129885.1.2|m.24564	26
CHOYP_SUCB2.1.1|m.7164	26
CHOYP_LOC100373141.1.1|m.11194	26
CHOYP_LOC100891656.1.1|m.62466	26
CHOYP_GNBPB3.1.1|m.55379	26
CHOYP_ISCW_ISCW014398.1.3|m.15838	26
CHOYP_BRAFLDRAFT_121562.1.1|m.37267	26
CHOYP_RL10A.1.2|m.7633	26
CHOYP_EF1B.1.7|m.26504	26
CHOYP_contig_040750|m.46306	26
CHOYP_LOC658201.1.1|m.42880	26
CHOYP_MTHR.1.1|m.54596	26
CHOYP_PHUM_PHUM226120.5.7|m.43551	25
CHOYP_PCKG.1.2|m.43784	25
CHOYP_BRAFLDRAFT_126603.1.1|m.31078	25
CHOYP_RS19.3.12|m.15295	25
CHOYP_LOC373275.4.7|m.47547	25
CHOYP_BRAFLDRAFT_287353.1.1|m.46293	25
CHOYP_LIGO2.1.2|m.3525	25
CHOYP_UGPA.1.1|m.49579	25
CHOYP_G6PD.2.2|m.46923	25
CHOYP_ACADL.1.1|m.5508	25
CHOYP_BRAFLDRAFT_118310.1.1|m.8287	25
CHOYP_TRAP1.1.1|m.60651	25
CHOYP_BRAFLDRAFT_125780.1.1|m.60450	25
CHOYP_GZF1.1.2|m.7747	25
CHOYP_LOC100375022.1.1|m.3033	25
CHOYP_Y0417.2.2|m.29395	25
CHOYP_BLMH.1.1|m.66065	25
CHOYP_LOC100368639.1.1|m.56563	25
CHOYP_IF2H.1.1|m.18253	25
CHOYP_BRAFLDRAFT_58194.1.1|m.27050	25
CHOYP_MCM4.1.1|m.61254	25
CHOYP_PPBT.1.4|m.5115	25
CHOYP_NAGLU.2.2|m.60267	25
CHOYP_contig_020023|m.23276	25
CHOYP_LOC100123907.1.1|m.2987	25
CHOYP_CGL.1.2|m.31960	24
CHOYP_LA.1.1|m.65962	24
CHOYP_LOC100708054.1.1|m.57813	24
CHOYP_SC24C.1.1|m.9387	24
CHOYP_LOC589479.2.2|m.57247	24
CHOYP_NEMVEDRAFT_V1G168163.1.1|m.63148	24
CHOYP_LOC659226.1.3|m.16864	24
CHOYP_PRS6B.1.1|m.66735	24
CHOYP_ISCW_ISCW005292.1.1|m.11066	24
CHOYP_LOC100559941.1.2|m.12240	24
CHOYP_IF4A3.1.1|m.30424	24
CHOYP_MARE3.1.1|m.30069	24
CHOYP_LOC659512.3.4|m.26463	24
CHOYP_BRAFLDRAFT_124275.1.1|m.8900	24
CHOYP_EIF3K.1.1|m.59650	24
CHOYP_RUVB2.1.1|m.19005	24
CHOYP_MUTA.1.1|m.31799	24
CHOYP_PIF.3.6|m.18904	24
CHOYP_EIF3L.1.1|m.7542	24
CHOYP_LOC100368866.1.1|m.6804	24
CHOYP_GSTP1.2.2|m.30099	24
CHOYP_BRAFLDRAFT_84941.1.1|m.53224	24
CHOYP_PDIA3.1.1|m.60223	24
CHOYP_HN1L.2.2|m.9837	24
CHOYP_LYS3.1.1|m.31221	24
CHOYP_DAB2.1.1|m.22396	24
CHOYP_LOC100640001.2.2|m.62667	24
CHOYP_FAT4.8.10|m.44748	24
CHOYP_BRAFLDRAFT_264234.1.2|m.5174	24
CHOYP_LOC101160163.2.2|m.44944	24
CHOYP_TITIN.19.19|m.66288	24
CHOYP_MDN1.3.8|m.3846	24
CHOYP_LOC100708991.5.5|m.59991	24
CHOYP_NEMVEDRAFT_V1G203842.1.1|m.60812	24
CHOYP_LOC100486063.5.9|m.39538	24
CHOYP_LOC100744506.1.1|m.44043	24
CHOYP_HMBS.1.1|m.31422	23
CHOYP_KINH.1.9|m.1032	23
CHOYP_LOC661226.1.1|m.62936	23
CHOYP_LOC100372342.1.1|m.63404	23
CHOYP_AL4A1.1.1|m.28988	23
CHOYP_GST7.1.1|m.59335	23
CHOYP_LOC100374422.1.2|m.26376	23
CHOYP_ISCW_ISCW010532.1.4|m.11493	23
CHOYP_RL14.2.9|m.10151	23
CHOYP_PRS4.1.1|m.45626	23
CHOYP_NAA15.1.1|m.34959	23
CHOYP_BRAFLDRAFT_90953.1.1|m.48786	23
CHOYP_ECHM.1.1|m.38462	23
CHOYP_LOC100374268.1.1|m.58983	23
CHOYP_MABP1.1.2|m.21699	23
CHOYP_NEMVEDRAFT_V1G173323.2.2|m.55211	23
CHOYP_BRAFLDRAFT_130809.1.1|m.5127	23
CHOYP_DPSE_GA19599.1.1|m.64309	23
CHOYP_BRAFLDRAFT_225253.1.1|m.9264	23
CHOYP_DHB4.1.2|m.13985	23
CHOYP_LOC662115.2.2|m.15477	23
CHOYP_LOC100373522.5.5|m.54028	23
CHOYP_KCP.8.13|m.40457	23
CHOYP_SAHH3.2.2|m.51221	23
CHOYP_RLA1.5.12|m.15482	23
CHOYP_LOC593522.1.2|m.5381	22
CHOYP_LOC100642024.1.2|m.38402	22
CHOYP_LOC100366813.4.6|m.31116	22
CHOYP_VPS35.1.1|m.55447	22
CHOYP_AGRIN.2.5|m.5339	22
CHOYP_DCTN1.2.2|m.40900	22
CHOYP_FND2.3.4|m.40482	22
CHOYP_PSA2.1.1|m.57091	22
CHOYP_PSA4.1.1|m.19303	22
CHOYP_LOC100372339.1.2|m.5168	22
CHOYP_ALAT2.1.1|m.15163	22
CHOYP_ODC1.1.1|m.12032	22
CHOYP_PHUM_PHUM009400.1.1|m.35298	22
CHOYP_TPR.2.2|m.46877	22
CHOYP_BRAFLDRAFT_117106.1.1|m.49365	22
CHOYP_CRIM1.1.3|m.5078	22
CHOYP_LOC100367312.7.13|m.37565	22
CHOYP_LOC100370665.1.1|m.29815	22
CHOYP_RL4.6.6|m.66341	22
CHOYP_MLP2.4.4|m.62619	22
CHOYP_LOC100533521.2.2|m.52097	22
CHOYP_RS9.9.13|m.44486	22
CHOYP_contig_027060|m.30790	22
CHOYP_LOC659024.1.2|m.31136	22
CHOYP_BRAFLDRAFT_125880.1.3|m.7081	22
CHOYP_PSMB2.1.1|m.62965	22
CHOYP_PSMD6.1.1|m.60839	22
CHOYP_APLP.1.2|m.5955	22
CHOYP_LOC100745778.1.1|m.27697	22
CHOYP_GMDS.1.1|m.28602	22
CHOYP_DHSB.1.1|m.3993	22
CHOYP_APLP.2.2|m.55987	22
CHOYP_LOC588440.1.1|m.4951	22
CHOYP_BRAFLDRAFT_121480.1.1|m.48790	22
CHOYP_BRAFLDRAFT_118790.1.1|m.29970	22
CHOYP_IPO9.1.4|m.24013	22
CHOYP_VRP.2.4|m.18914	22
CHOYP_PSA6.1.1|m.30357	21
CHOYP_SRP72.1.1|m.60789	21
CHOYP_PDLI1.2.2|m.2094	21
CHOYP_API5.1.1|m.17066	21
CHOYP_RAB1A.1.3|m.10036	21
CHOYP_LOC100186203.1.1|m.7876	21
CHOYP_LOC100561262.1.1|m.16846	21
CHOYP_U2AF2.1.1|m.30416	21
CHOYP_COX1.6.15|m.25748	21
CHOYP_LOC583472.1.1|m.25642	21
CHOYP_SMRC2.2.2|m.49912	21
CHOYP_GLNA2.1.4|m.4133	21
CHOYP_NOP56.1.1|m.55664	21
CHOYP_VATE.1.1|m.21420	21
CHOYP_LOC101416772.1.1|m.30815	21
CHOYP_LOC100374527.1.1|m.55214	21
CHOYP_LOC100533341.1.1|m.1846	21
CHOYP_EIF4BB.1.1|m.51065	21
CHOYP_BRAFLDRAFT_123736.1.1|m.48671	21
CHOYP_RS9.8.13|m.41198	21
CHOYP_ISCW_ISCW021601.2.2|m.20304	21
CHOYP_UBR4.1.1|m.34997	21
CHOYP_RS9.11.13|m.49921	21
CHOYP_CYC.1.5|m.5663	21
CHOYP_CAPSLB.1.1|m.58887	21
CHOYP_GRM1.2.2|m.65835	21
CHOYP_METH.1.1|m.18095	21
CHOYP_LOC100377392.4.4|m.65974	21
CHOYP_AKD1.3.3|m.63103	21
CHOYP_contig_052083|m.62396	21
CHOYP_PIPNA.1.1|m.37750	20
CHOYP_CBS.2.2|m.65898	20
CHOYP_LOC100118464.1.1|m.33259	20
CHOYP_LOC100376610.3.3|m.19687	20
CHOYP_BRAFLDRAFT_99083.1.1|m.11705	20
CHOYP_LOC100875390.1.1|m.24780	20
CHOYP_RS15A.5.11|m.18785	20
CHOYP_LOC101069759.1.1|m.40708	20
CHOYP_LOC100371319.1.1|m.10776	20
CHOYP_IDE.1.3|m.8450	20
CHOYP_BRAFLDRAFT_266349.1.1|m.9217	20
CHOYP_contig_009870|m.11509	20
CHOYP_BRAFLDRAFT_123986.1.1|m.47284	20
CHOYP_MCM4.1.1|m.61253	20
CHOYP_NSF1C.1.1|m.62502	20
CHOYP_SHEP.1.1|m.27990	20
CHOYP_TYRO.1.1|m.38876	20
CHOYP_HPRT.1.1|m.61881	20
CHOYP_EPN4.1.3|m.10807	20
CHOYP_NOL5.1.1|m.49429	20
CHOYP_LOC100880757.2.2|m.41249	20
CHOYP_SF3A1.1.3|m.41531	20
CHOYP_BRAFLDRAFT_266781.1.2|m.24881	20
CHOYP_NUCB2.2.2|m.55289	20
CHOYP_TPM.19.19|m.66623	20
CHOYP_LOC100181355.1.1|m.48652	20
CHOYP_LOC594130.1.1|m.48747	19
CHOYP_BRAFLDRAFT_113849.1.1|m.53400	19
CHOYP_LOC100150876.1.1|m.61100	19
CHOYP_ARPC2.1.1|m.50573	19
CHOYP_MPP2.1.1|m.62101	19
CHOYP_SHMT2.1.1|m.10572	19
CHOYP_LOC100890512.1.1|m.36422	19
CHOYP_KS6A1.1.1|m.38387	19
CHOYP_ISCW_ISCW022029.1.1|m.9014	19
CHOYP_EIF3G.1.1|m.29464	19
CHOYP_LOC100378714.2.4|m.30802	19
CHOYP_LGR4.1.2|m.27343	19
CHOYP_LOC100118098.1.1|m.14795	19
CHOYP_ERP44.1.1|m.3853	19
CHOYP_PCCB.1.2|m.3058	19
CHOYP_LOC100908688.1.5|m.30293	19
CHOYP_CTSL2.1.2|m.2936	19
CHOYP_TALDO.2.2|m.43331	19
CHOYP_LOC575132.2.2|m.66125	19
CHOYP_TNPO1.1.1|m.8874	19
CHOYP_BDH2.1.2|m.30737	19
CHOYP_LOC656402.1.1|m.62053	19
CHOYP_SYHC.1.1|m.65924	19
CHOYP_GMPR2.1.1|m.63274	19
CHOYP_BRAFLDRAFT_206907.11.11|m.60961	19
CHOYP_LOC101155522.1.1|m.45101	19
CHOYP_LOC100742289.1.1|m.25180	19
CHOYP_KHDR1.1.1|m.8878	19
CHOYP_CPIPJ_CPIJ007907.1.1|m.45771	19
CHOYP_LOC100375029.3.10|m.11445	19
CHOYP_contig_017941|m.21005	19
CHOYP_ISCW_ISCW011341.1.1|m.18728	19
CHOYP_ACTC.3.6|m.21571	19
CHOYP_CALM.15.50|m.30007	19
CHOYP_KARG.11.11|m.50800	19
CHOYP_CNE_1C34780.3.3|m.30615	19
CHOYP_ACT1.4.7|m.29125	19
CHOYP_BRAFLDRAFT_122422.1.2|m.52874	18
CHOYP_BRAFLDRAFT_79044.2.2|m.62650	18
CHOYP_LOC100367974.1.3|m.19352	18
CHOYP_CPIPJ_CPIJ012408.1.1|m.10724	18
CHOYP_TCRG1.1.1|m.1150	18
CHOYP_PGM1.1.1|m.38482	18
CHOYP_AAEL_AAEL006854.1.1|m.13363	18
CHOYP_LOC763463.1.1|m.1366	18
CHOYP_RAB35.1.1|m.8278	18
CHOYP_LOC101078542.1.1|m.44610	18
CHOYP_BRAFLDRAFT_113552.1.1|m.29171	18
CHOYP_NEMVEDRAFT_V1G164392.1.3|m.46942	18
CHOYP_LOC100371254.1.1|m.1838	18
CHOYP_LOC100181826.1.1|m.16288	18
CHOYP_LOC100373353.1.1|m.50175	18
CHOYP_BRAFLDRAFT_77132.1.2|m.5217	18
CHOYP_PMAR_PMAR003946.2.2|m.31102	18
CHOYP_LR16A.3.3|m.59538	18
CHOYP_contig_004795|m.5507	18
CHOYP_KCP.6.13|m.26127	18
CHOYP_VATC1.1.1|m.38693	18
CHOYP_PSDE.1.1|m.38562	18
CHOYP_BRAFLDRAFT_57395.1.1|m.9938	18
CHOYP_MROH1.1.1|m.24366	18
CHOYP_DYH2.1.1|m.28905	18
CHOYP_LOC591570.1.1|m.4767	18
CHOYP_LOC581387.1.1|m.56997	18
CHOYP_LOC100647948.1.1|m.9650	18
CHOYP_LOC100377412.1.1|m.41404	18
CHOYP_NUP205.1.1|m.54932	18
CHOYP_LOC754396.1.1|m.39126	18
CHOYP_CALM.44.50|m.56751	18
CHOYP_ELDP2.1.2|m.39081	18
CHOYP_MYSP.5.9|m.28124	18
CHOYP_LOC577371.1.2|m.46335	18
CHOYP_LOC586039.1.1|m.27100	18
CHOYP_RS21.1.4|m.13400	18
CHOYP_LOC100748625.1.1|m.24479	18
CHOYP_NMT2.1.2|m.10421	18
CHOYP_SC24B.1.2|m.95	18
CHOYP_DANA_GF18010.1.1|m.6864	18
CHOYP_DJC13.1.1|m.46117	18
CHOYP_ISCW_ISCW012366.1.1|m.3691	18
CHOYP_ABCF2.1.2|m.28360	18
CHOYP_LOC100533258.6.6|m.48143	18
CHOYP_BRAFLDRAFT_118803.1.1|m.14069	18
CHOYP_LOC100373694.1.1|m.11753	18
CHOYP_EF2.1.5|m.1541	18
CHOYP_ECM29.1.1|m.48083	18
CHOYP_14332.2.2|m.61737	17
CHOYP_VOLCADRAFT_121426.1.1|m.43175	17
CHOYP_BRAFLDRAFT_126411.1.1|m.49664	17
CHOYP_PSA1.1.1|m.44276	17
CHOYP_BRAFLDRAFT_226506.3.3|m.53203	17
CHOYP_RAEL1.1.1|m.40419	17
CHOYP_ISCW_ISCW018425.1.1|m.35608	17
CHOYP_PLMN.1.11|m.5524	17
CHOYP_LOC100533528.2.2|m.26125	17
CHOYP_LOC582154.1.1|m.58922	17
CHOYP_LOC100370900.1.1|m.20012	17
CHOYP_BRAFLDRAFT_83096.1.1|m.27011	17
CHOYP_LOC100375551.1.2|m.27489	17
CHOYP_CSAD.1.1|m.40056	17
CHOYP_PSB1.2.2|m.63827	17
CHOYP_SRP54.1.2|m.21986	17
CHOYP_BRAFLDRAFT_118294.2.2|m.15439	17
CHOYP_NEMVEDRAFT_V1G191841.1.1|m.1745	17
CHOYP_LOC100161360.1.1|m.65809	17
CHOYP_LOC100370401.1.1|m.15416	17
CHOYP_BRAFLDRAFT_117976.2.3|m.49156	17
CHOYP_BRAFLDRAFT_115743.1.1|m.61177	17
CHOYP_LOC764806.1.2|m.17636	17
CHOYP_CAPLA.1.2|m.51979	17
CHOYP_LOC100567114.1.1|m.39091	17
CHOYP_LOC101157371.3.3|m.51109	17
CHOYP_ACIN1A.2.2|m.51408	17
CHOYP_ELOB.1.1|m.56270	17
CHOYP_LOC100369935.1.1|m.40124	17
CHOYP_BRAFLDRAFT_114106.1.1|m.28307	17
CHOYP_EFCAB1.1.1|m.43342	17
CHOYP_DC1I2.1.3|m.25743	17
CHOYP_TRIADDRAFT_64314.1.2|m.9124	17
CHOYP_contig_045205|m.52522	17
CHOYP_TPM.18.19|m.66023	17
CHOYP_MUC5A.1.2|m.43407	17
CHOYP_RL9.5.6|m.63453	16
CHOYP_RS16.1.5|m.29365	16
CHOYP_RL9.4.6|m.43062	16
CHOYP_UBP15.4.4|m.56615	16
CHOYP_TRIADDRAFT_26208.1.1|m.10460	16
CHOYP_PEPM.1.1|m.14235	16
CHOYP_SCOT1.1.1|m.59655	16
CHOYP_LOC100689951.1.1|m.56514	16
CHOYP_PRPS1.1.1|m.10083	16
CHOYP_SF3A3.1.1|m.50392	16
CHOYP_LOC100114736.1.1|m.18266	16
CHOYP_ISCW_ISCW008555.1.1|m.40873	16
CHOYP_STRN3.3.5|m.25133	16
CHOYP_UCHL5.2.2|m.46419	16
CHOYP_LOC100541322.1.1|m.43256	16
CHOYP_KAPR.2.3|m.56519	16
CHOYP_LOC100376857.4.7|m.47467	16
CHOYP_ETFD.1.1|m.6881	16
CHOYP_CHGG_10233.1.1|m.39238	16
CHOYP_NDK7.1.1|m.64883	16
CHOYP_contig_002826|m.3144	16
CHOYP_contig_002999|m.3300	16
CHOYP_BRAFLDRAFT_127028.1.1|m.18415	16
CHOYP_BRAFLDRAFT_124020.1.1|m.22574	16
CHOYP_ISCW_ISCW013767.1.1|m.29335	16
CHOYP_ACT.19.27|m.53936	16
CHOYP_SMP_006860.2.1.4|m.8660	16
CHOYP_LOC100743251.1.1|m.16814	16
CHOYP_DCTN2.1.1|m.1084	16
CHOYP_contig_051787|m.61994	16
CHOYP_BRAFLDRAFT_251578.1.1|m.15566	16
CHOYP_BRAFLDRAFT_214348.2.2|m.59996	16
CHOYP_EF1A.3.4|m.63416	16
CHOYP_LOC100378054.4.4|m.63855	16
CHOYP_ACBP.1.4|m.15501	16
CHOYP_BRAFLDRAFT_80039.1.1|m.2568	16
CHOYP_BRAFLDRAFT_127466.1.1|m.62415	16
CHOYP_LOC100371005.1.2|m.2526	16
CHOYP_BRAFLDRAFT_115113.1.2|m.31023	16
CHOYP_LOC100368658.1.1|m.16577	16
CHOYP_BRAFLDRAFT_279360.1.1|m.11115	16
CHOYP_TBCA.1.1|m.12075	16
CHOYP_LOC100168209.1.1|m.26697	16
CHOYP_contig_002279|m.2484	16
CHOYP_BRAFLDRAFT_89961.1.3|m.5717	16
CHOYP_ISCW_ISCW021457.1.1|m.31134	16
CHOYP_contig_024653|m.28033	16
CHOYP_CALM.22.50|m.31010	16
CHOYP_KAPR.1.3|m.8246	16
CHOYP_LOC100565981.1.1|m.29912	16
CHOYP_LOC100373842.2.4|m.5139	15
CHOYP_GCSP.1.1|m.46644	15
CHOYP_LOC100378071.1.1|m.40488	15
CHOYP_LOC100182585.2.2|m.24665	15
CHOYP_PHUM_PHUM549040.1.1|m.10284	15
CHOYP_Y1004.1.1|m.18927	15
CHOYP_NEMVEDRAFT_V1G236658.3.6|m.24704	15
CHOYP_LOC101175582.1.1|m.59321	15
CHOYP_LOC100533357.1.2|m.56848	15
CHOYP_PAK1.1.1|m.50796	15
CHOYP_BRAFLDRAFT_128749.1.1|m.56605	15
CHOYP_LOC591797.1.3|m.11527	15
CHOYP_AAEL_AAEL007173.1.1|m.41471	15
CHOYP_DHX15.2.2|m.62441	15
CHOYP_IQGA1.1.1|m.47731	15
CHOYP_MPI.1.1|m.35645	15
CHOYP_UAFA.3.8|m.34702	15
CHOYP_DD19A.1.1|m.57641	15
CHOYP_GNPI2.1.1|m.55897	15
CHOYP_SEPT7.1.1|m.59134	15
CHOYP_SUCB1.1.1|m.41299	15
CHOYP_contig_026567|m.30260	15
CHOYP_PP4R1.1.1|m.11682	15
CHOYP_LOC100375089.1.1|m.1341	15
CHOYP_BRAFLDRAFT_281217.1.1|m.15677	15
CHOYP_FYN.1.1|m.44312	15
CHOYP_ISCW_ISCW017655.1.1|m.22914	15
CHOYP_LOC100711559.1.1|m.10313	15
CHOYP_LOC100370026.1.1|m.42957	15
CHOYP_ATS2.1.2|m.39791	15
CHOYP_XPO1.1.1|m.31560	15
CHOYP_NEMVEDRAFT_V1G247177.1.1|m.63233	15
CHOYP_ARC1A.1.1|m.56262	15
CHOYP_BRAFLDRAFT_259692.1.1|m.44099	15
CHOYP_ISCW_ISCW021350.1.1|m.10332	15
CHOYP_SI_CH211-197G15.10.6.7|m.50389	15
CHOYP_LOC100370790.1.1|m.9845	15
CHOYP_AGAP_AGAP004868.1.1|m.60336	15
CHOYP_SPT5H.1.1|m.60053	15
CHOYP_NEMVEDRAFT_V1G198897.2.6|m.4748	15
CHOYP_LOC100378619.2.2|m.36047	15
CHOYP_NEMVEDRAFT_V1G957.1.1|m.27284	15
CHOYP_LOC100175959.1.7|m.1896	15
CHOYP_contig_027593|m.31285	15
CHOYP_UBE2N.1.1|m.62056	15
CHOYP_PP1B.2.3|m.22075	15
CHOYP_UAFA.6.8|m.45002	15
CHOYP_GSTO2.1.1|m.36486	15
CHOYP_BRAFLDRAFT_121507.1.2|m.30603	15
CHOYP_BRAFLDRAFT_283789.1.1|m.40987	15
CHOYP_BRAFLDRAFT_58684.1.1|m.13006	15
CHOYP_ZYRO0F11880G.1.1|m.7082	15
CHOYP_LOC100374370.1.1|m.56335	15
CHOYP_CC1G_13336.1.3|m.23079	15
CHOYP_DUOX1.1.4|m.14284	15
CHOYP_ISCW_ISCW010143.3.3|m.61542	15
CHOYP_KAL1.1.1|m.60996	15
CHOYP_SK2L2.1.1|m.35679	15
CHOYP_contig_010276|m.11960	15
CHOYP_SASB.3.3|m.51787	15
CHOYP_MYOF.3.3|m.53228	15
CHOYP_LOC100486063.9.9|m.65186	15
CHOYP_BRAFLDRAFT_67520.2.2|m.34594	15
CHOYP_MLRA.3.3|m.62296	15
CHOYP_LOC100375551.1.2|m.27488	15
CHOYP_PDIA4.1.1|m.54958	14
CHOYP_LOC100371909.1.1|m.30745	14
CHOYP_NEMVEDRAFT_V1G242153.4.4|m.60071	14
CHOYP_LOC100378760.1.1|m.37015	14
CHOYP_LOC654860.3.3|m.63750	14
CHOYP_LOC100373457.1.1|m.27685	14
CHOYP_LOC100211409.1.1|m.4742	14
CHOYP_LOC100372150.1.1|m.7059	14
CHOYP_BRAFLDRAFT_275724.1.1|m.54178	14
CHOYP_SARNP.1.1|m.46095	14
CHOYP_VATB.2.2|m.62084	14
CHOYP_LOC100533290.1.1|m.9001	14
CHOYP_LOC100690782.1.1|m.26094	14
CHOYP_BRAFLDRAFT_115951.1.1|m.22622	14
CHOYP_LOC100880948.1.1|m.25232	14
CHOYP_NEMVEDRAFT_V1G179716.1.1|m.55972	14
CHOYP_AAEL_AAEL009387.1.1|m.66163	14
CHOYP_LOC100376187.2.2|m.55240	14
CHOYP_NEMVEDRAFT_V1G237598.1.1|m.11619	14
CHOYP_ISCW_ISCW014579.2.2|m.5327	14
CHOYP_BRAFLDRAFT_113849.1.1|m.53398	14
CHOYP_SEC13.1.1|m.20714	14
CHOYP_ANT_25430.2.2|m.5862	14
CHOYP_GLRX3.1.1|m.63529	14
CHOYP_BRAFLDRAFT_115687.1.1|m.4876	14
CHOYP_RAB7A.1.2|m.23790	14
CHOYP_PHATRDRAFT_43152.1.1|m.15003	14
CHOYP_LOC764722.1.3|m.16471	14
CHOYP_FKBP4.1.1|m.15147	14
CHOYP_LOC100329078.2.3|m.30776	14
CHOYP_EIF1B.1.3|m.29107	14
CHOYP_BRAFLDRAFT_124972.2.5|m.4101	14
CHOYP_MANL.5.9|m.42622	14
CHOYP_TOMM70A.1.1|m.42370	14
CHOYP_RXR.1.2|m.45987	14
CHOYP_ZNF259.1.1|m.10424	14
CHOYP_MYS.1.7|m.433	14
CHOYP_ALDR.1.1|m.50075	14
CHOYP_NEMVEDRAFT_V1G154303.1.1|m.3521	14
CHOYP_LOC100644321.6.7|m.56495	14
CHOYP_PUA1A.1.1|m.6287	14
CHOYP_EF1G.2.3|m.50676	14
CHOYP_CALM.35.50|m.49987	14
CHOYP_CATA.2.3|m.18454	14
CHOYP_BRAFLDRAFT_123969.1.1|m.15145	14
CHOYP_BRAFLDRAFT_275293.1.1|m.16192	14
CHOYP_LOC754102.1.1|m.57575	14
CHOYP_SCP.9.12|m.62606	14
CHOYP_ACT3A.1.1|m.25943	14
CHOYP_LOC100644321.3.7|m.24037	14
CHOYP_KCP.9.13|m.43409	14
CHOYP_LOC100374995.1.3|m.34198	14
CHOYP_LOC100709316.1.1|m.17221	14
CHOYP_LOC657694.1.1|m.34526	14
CHOYP_BRAFLDRAFT_129885.2.2|m.34895	13
CHOYP_LOC100123521.2.2|m.52492	13
CHOYP_BRAFLDRAFT_59014.1.1|m.59709	13
CHOYP_NASP.2.4|m.13404	13
CHOYP_NEMVEDRAFT_V1G181421.1.1|m.3106	13
CHOYP_LOC100222774.1.1|m.56992	13
CHOYP_FA49B.1.1|m.294	13
CHOYP_contig_001305|m.1337	13
CHOYP_KCY.1.1|m.29973	13
CHOYP_LOC100372889.2.2|m.57965	13
CHOYP_LOC100370551.1.1|m.64375	13
CHOYP_LOC100374495.1.1|m.55368	13
CHOYP_LOC100366451.1.1|m.10501	13
CHOYP_COPE.1.1|m.48265	13
CHOYP_MP2K5.1.1|m.45312	13
CHOYP_TEKT5.1.1|m.60033	13
CHOYP_PYR1.1.1|m.61565	13
CHOYP_contig_034847|m.39553	13
CHOYP_TFG.1.1|m.8487	13
CHOYP_DLP.1.1|m.31353	13
CHOYP_FKBP1AA.1.1|m.26101	13
CHOYP_RL11.2.7|m.12991	13
CHOYP_LOC579681.1.1|m.25827	13
CHOYP_LOC101166335.1.1|m.5463	13
CHOYP_MTPN.2.2|m.58730	13
CHOYP_IMDH3.1.1|m.51789	13
CHOYP_RFA1.1.1|m.16020	13
CHOYP_CPIPJ_CPIJ001623.1.1|m.19531	13
CHOYP_LOC100369031.1.1|m.19197	13
CHOYP_RL40.1.7|m.3623	13
CHOYP_RD23B.1.1|m.38952	13
CHOYP_LOC100749463.1.1|m.6770	13
CHOYP_LOC100181095.1.1|m.8314	13
CHOYP_2A5D.3.3|m.37716	13
CHOYP_LOC100366787.1.1|m.65795	13
CHOYP_AGAP_AGAP006478.1.1|m.44472	13
CHOYP_ANR17.1.2|m.772	13
CHOYP_ES1.1.1|m.66406	13
CHOYP_LOC100370330.1.1|m.10944	13
CHOYP_LOC100164363.1.1|m.61731	13
CHOYP_PPID.1.1|m.55261	13
CHOYP_ANM5.1.1|m.1529	13
CHOYP_UBQL4.1.1|m.37426	13
CHOYP_LOC100879389.2.2|m.63959	13
CHOYP_CEBPZ.1.1|m.12869	13
CHOYP_ELOC.1.1|m.1299	13
CHOYP_BRAFLDRAFT_284587.1.3|m.284	13
CHOYP_BRAFLDRAFT_81609.1.1|m.94	13
CHOYP_LOC100213558.1.1|m.45753	13
CHOYP_LOC100122293.2.2|m.61265	13
CHOYP_NEMVEDRAFT_V1G97278.2.2|m.63648	13
CHOYP_EP15R.1.1|m.14260	13
CHOYP_LOC100378839.1.1|m.21328	13
CHOYP_LOC100115467.1.1|m.51329	13
CHOYP_MGN2.1.1|m.9330	13
CHOYP_GMPAA.1.1|m.1432	13
CHOYP_BRAFLDRAFT_115771.2.2|m.30817	13
CHOYP_LOC100367051.1.1|m.13013	13
CHOYP_TWF1.1.1|m.62154	13
CHOYP_PHUM_PHUM450820.1.1|m.40803	13
CHOYP_ISCW_ISCW019027.2.2|m.66984	13
CHOYP_5NT3.1.1|m.24925	13
CHOYP_JIP3.1.1|m.25162	13
CHOYP_KIF2A.2.2|m.62688	13
CHOYP_NDUFB9.1.2|m.37494	13
CHOYP_AAEL_AAEL012950.1.1|m.1373	13
CHOYP_TNRC6A.2.2|m.59802	13
CHOYP_BRAFLDRAFT_125481.1.1|m.4369	13
CHOYP_LOC100485159.1.1|m.30340	13
CHOYP_DPSE_GA30097.1.1|m.24050	13
CHOYP_contig_033285|m.37973	13
CHOYP_LOC753939.1.1|m.44379	13
CHOYP_PRP6.1.2|m.28600	13
CHOYP_G6PD.1.2|m.38380	13
CHOYP_contig_015430|m.17979	13
CHOYP_FLOT1.2.2|m.59727	13
CHOYP_LOC100485383.1.1|m.52650	13
CHOYP_BRAFLDRAFT_98740.4.7|m.53694	13
CHOYP_RS4.3.11|m.15465	12
CHOYP_LOC100867628.1.1|m.1331	12
CHOYP_ZFR.1.1|m.57469	12
