PROTID	sample 27
CHOYP_contig_043813|m.50619	12
CHOYP_BRAFLDRAFT_90098.4.4|m.28113	12
CHOYP_PRP8.1.1|m.51584	12
CHOYP_MTND.2.3|m.41824	12
CHOYP_RL18A.1.8|m.12900	12
CHOYP_SYYC.1.2|m.23460	12
CHOYP_BRAFLDRAFT_204923.1.2|m.1690	12
CHOYP_UBCD1.1.2|m.50237	12
CHOYP_BRAFLDRAFT_114866.1.5|m.6859	12
CHOYP_LOC100377160.2.2|m.55835	12
CHOYP_LOC100367739.1.1|m.22741	12
CHOYP_XDH.1.3|m.46824	12
CHOYP_LOC100369954.1.1|m.22658	12
CHOYP_LOC587705.2.2|m.11817	12
CHOYP_RL18A.6.8|m.61646	12
CHOYP_BRAFLDRAFT_264234.2.2|m.7063	12
CHOYP_CHRD1.1.1|m.42143	12
CHOYP_LOC100370913.1.1|m.19909	12
CHOYP_BUP1.1.1|m.13641	12
CHOYP_THIKA.1.1|m.13333	12
CHOYP_BRAFLDRAFT_208436.4.32|m.22689	12
CHOYP_LOC100376308.1.1|m.60595	12
CHOYP_LOC100370478.2.2|m.16291	12
CHOYP_contig_016567|m.19514	12
CHOYP_EFTS.2.2|m.66393	12
CHOYP_SRP68.1.1|m.61852	12
CHOYP_EPN4.2.3|m.66030	12
CHOYP_LOC373275.6.7|m.57854	12
CHOYP_LOC100370909.1.1|m.30849	12
CHOYP_GCST.1.1|m.16047	12
CHOYP_LOC101040300.1.2|m.6533	12
CHOYP_LOC663261.1.1|m.21784	12
CHOYP_ACAC.1.2|m.16888	12
CHOYP_1433Z.1.1|m.17045	12
CHOYP_EEF1A.2.3|m.20692	12
CHOYP_AUHM.2.2|m.44102	12
CHOYP_AIMP1.1.1|m.16360	12
CHOYP_NEMVEDRAFT_V1G232294.1.1|m.22465	12
CHOYP_HS12B.7.14|m.40601	12
CHOYP_PSTA.1.2|m.4739	12
CHOYP_LOC100329062.1.2|m.10150	12
CHOYP_LOC100367787.1.1|m.52250	12
CHOYP_ISCW_ISCW005651.1.1|m.49000	12
CHOYP_RAGP1.1.1|m.64037	12
CHOYP_BRAFLDRAFT_63281.2.2|m.46528	12
CHOYP_AAEL_AAEL008069.1.2|m.58164	12
CHOYP_LOC100370246.2.2|m.45836	12
CHOYP_DSIM_GD13354.1.1|m.6235	12
CHOYP_AAEL_AAEL008257.2.3|m.36861	12
CHOYP_NEMVEDRAFT_V1G236573.2.2|m.47233	12
CHOYP_NEMVEDRAFT_V1G235656.1.1|m.19147	12
CHOYP_XRN2.1.1|m.13943	12
CHOYP_contig_019436|m.22745	12
CHOYP_LOC100371885.1.1|m.9427	12
CHOYP_GSTO1.2.2|m.26202	12
CHOYP_LOC100377100.1.1|m.51994	12
CHOYP_RPL36.1.1|m.57199	12
CHOYP_TRIADDRAFT_53531.1.2|m.12127	12
CHOYP_CALX.1.1|m.12010	12
CHOYP_LOC100375888.1.1|m.18951	12
CHOYP_LOC574928.1.2|m.48221	12
CHOYP_MO25.1.1|m.62210	12
CHOYP_PAR14.15.17|m.60687	12
CHOYP_BRAFLDRAFT_80311.3.3|m.30251	12
CHOYP_KLHL24.2.4|m.18433	12
CHOYP_RBP6.1.2|m.6061	12
CHOYP_NUP50.1.1|m.17104	12
CHOYP_BRAFLDRAFT_117937.1.1|m.18686	12
CHOYP_LOC659206.6.6|m.43541	12
CHOYP_LOC100863242.1.1|m.9849	12
CHOYP_BAX.1.1|m.30787	12
CHOYP_contig_016554|m.19499	12
CHOYP_LOC100533388.2.6|m.5374	12
CHOYP_contig_048721|m.57810	12
CHOYP_BRAFLDRAFT_131134.3.3|m.16643	12
CHOYP_contig_004594|m.5279	12
CHOYP_BDH2.2.2|m.57286	12
CHOYP_LOC100648051.2.2|m.61174	11
CHOYP_PAPSS.1.1|m.53055	11
CHOYP_MCCA.1.1|m.18170	11
CHOYP_PGM2.1.1|m.65095	11
CHOYP_BRAFLDRAFT_117811.1.1|m.27127	11
CHOYP_CPIPJ_CPIJ003871.1.1|m.147	11
CHOYP_BRAFLDRAFT_285738.1.1|m.21025	11
CHOYP_BRAFLDRAFT_276908.1.1|m.28793	11
CHOYP_BRAFLDRAFT_83552.1.1|m.55255	11
CHOYP_CG14207.1.1|m.41523	11
CHOYP_MYO18.1.1|m.3952	11
CHOYP_LOC100375395.1.2|m.3613	11
CHOYP_DNPH1.1.1|m.28418	11
CHOYP_PPP1R7.1.1|m.37778	11
CHOYP_ACTZ.1.1|m.12877	11
CHOYP_TVAG_106580.1.1|m.44429	11
CHOYP_LOC100367069.1.1|m.14484	11
CHOYP_LOC100114433.2.4|m.6343	11
CHOYP_LOC100372505.1.2|m.10261	11
CHOYP_DRG1.1.1|m.28901	11
CHOYP_METEV_0975.1.1|m.28991	11
CHOYP_ISCW_ISCW022925.1.2|m.61535	11
CHOYP_DVIR_GJ22204.1.1|m.17270	11
CHOYP_CG17147.1.1|m.28107	11
CHOYP_LOC100371390.1.1|m.8047	11
CHOYP_CATS.1.1|m.45218	11
CHOYP_DCUP.1.1|m.7527	11
CHOYP_GSK3B.1.1|m.62139	11
CHOYP_BRAFLDRAFT_61845.1.1|m.37831	11
CHOYP_LOC100743901.1.1|m.4559	11
CHOYP_IF6.1.1|m.22685	11
CHOYP_SPT6H.1.1|m.55595	11
CHOYP_GPDA.1.2|m.6967	11
CHOYP_contig_039366|m.44569	11
CHOYP_CSK.1.1|m.55145	11
CHOYP_SSPO.12.14|m.53188	11
CHOYP_CAOG_02976.1.2|m.41292	11
CHOYP_LOC100650648.1.2|m.24726	11
CHOYP_MK01.1.1|m.48878	11
CHOYP_LOC100375784.2.6|m.7640	11
CHOYP_LOC655520.2.2|m.14178	11
CHOYP_THNS1.1.1|m.28661	11
CHOYP_CP080.1.1|m.24911	11
CHOYP_LOC100931580.2.2|m.44310	11
CHOYP_AGAP_AGAP002350.1.1|m.37287	11
CHOYP_NEMVEDRAFT_V1G185623.1.1|m.62696	11
CHOYP_BRAFLDRAFT_115040.1.1|m.28389	11
CHOYP_BRAFLDRAFT_223429.2.2|m.38659	11
CHOYP_LOC100741406.1.1|m.29038	11
CHOYP_TEMPT.1.3|m.4934	11
CHOYP_NEMVEDRAFT_V1G248362.1.1|m.62940	11
CHOYP_LOC778718.1.1|m.29230	11
CHOYP_AAEL_AAEL009169.1.1|m.24699	11
CHOYP_PAXB1.1.2|m.42816	11
CHOYP_LOC100375678.1.1|m.51537	11
CHOYP_LOC100179448.1.1|m.8298	11
CHOYP_SC6A6.2.2|m.37040	11
CHOYP_MYS.2.7|m.2075	11
CHOYP_BRAFLDRAFT_269209.1.1|m.4681	11
CHOYP_LOC100376827.1.1|m.60291	11
CHOYP_SMARCA5.1.1|m.31708	11
CHOYP_NSUN2.1.1|m.14138	11
CHOYP_SCP.3.12|m.27952	11
CHOYP_SPI2.25.37|m.28547	11
CHOYP_BRAFLDRAFT_86801.1.1|m.27108	11
CHOYP_KCIP4.1.1|m.46682	11
CHOYP_ISCW_ISCW017709.1.1|m.30040	11
CHOYP_LOC100553519.1.1|m.20707	11
CHOYP_BRAFLDRAFT_84838.3.6|m.42355	11
CHOYP_CALUB.1.2|m.57842	11
CHOYP_RHG44.1.1|m.982	11
CHOYP_CSK2B.1.1|m.37285	11
CHOYP_CNOT1.1.1|m.12106	11
CHOYP_LOC100181350.1.1|m.2782	11
CHOYP_FBLN2.1.1|m.25187	11
CHOYP_BRAFLDRAFT_115639.1.1|m.11373	11
CHOYP_contig_016589|m.19530	11
CHOYP_LOC100377856.1.2|m.13657	11
CHOYP_CDK13.1.1|m.59965	11
CHOYP_BRAFLDRAFT_91321.7.10|m.56158	11
CHOYP_RL23.1.11|m.2901	10
CHOYP_LOC100745429.1.1|m.27818	10
CHOYP_LOC587840.1.1|m.10143	10
CHOYP_BRAFLDRAFT_281658.1.1|m.6266	10
CHOYP_LOC100376984.1.1|m.15840	10
CHOYP_BRAFLDRAFT_208819.1.1|m.61941	10
CHOYP_LOC100371557.1.1|m.57537	10
CHOYP_RSMB.1.2|m.12400	10
CHOYP_NFS1.1.1|m.1622	10
CHOYP_NEMVEDRAFT_V1G162365.1.1|m.8038	10
CHOYP_LOC101161976.1.1|m.43986	10
CHOYP_MTA1.1.1|m.12640	10
CHOYP_ARRB.1.2|m.25932	10
CHOYP_GOLP3.1.1|m.52389	10
CHOYP_SMP_143090.1.1|m.6805	10
CHOYP_contig_024697|m.28081	10
CHOYP_LOC100634688.6.6|m.63689	10
CHOYP_ATS6.3.3|m.56109	10
CHOYP_ADAMTS16.1.1|m.28149	10
CHOYP_HMCN1.28.44|m.47379	10
CHOYP_TBB.2.7|m.37919	10
CHOYP_LOC591690.1.1|m.30550	10
CHOYP_contig_025897|m.29562	10
CHOYP_PHUM_PHUM319040.1.1|m.54919	10
CHOYP_LOC100366428.1.1|m.3739	10
CHOYP_LOC580832.1.1|m.66146	10
CHOYP_PFD3.1.1|m.56418	10
CHOYP_LOC100370218.1.1|m.36701	10
CHOYP_RS27L.1.4|m.9354	10
CHOYP_ADAMTS18.1.2|m.4932	10
CHOYP_SMP_051990.2.7|m.611	10
CHOYP_GDE.1.1|m.54948	10
CHOYP_SMC3.1.1|m.65133	10
CHOYP_LOC658280.1.1|m.18469	10
CHOYP_NOV.1.2|m.27550	10
CHOYP_LOC662543.1.1|m.39811	10
CHOYP_LOC100116878.1.1|m.11655	10
CHOYP_BIG1.3.3|m.34442	10
CHOYP_LOC100373138.1.1|m.23491	10
CHOYP_MCM7.1.1|m.50070	10
CHOYP_BRAFLDRAFT_100695.1.1|m.47761	10
CHOYP_CHM4B.1.1|m.19057	10
CHOYP_TRIADDRAFT_32712.4.4|m.44519	10
CHOYP_CNA1.1.1|m.65403	10
CHOYP_LOC100903812.1.1|m.65786	10
CHOYP_BRAFLDRAFT_285264.1.1|m.52913	10
CHOYP_LOC100377460.1.1|m.38781	10
CHOYP_BRAFLDRAFT_90098.1.4|m.3841	10
CHOYP_LOC100641267.1.2|m.49206	10
CHOYP_ABCB6.2.3|m.11344	10
CHOYP_LOC100533258.6.6|m.48142	10
CHOYP_PP4C.1.1|m.10112	10
CHOYP_LOC100904232.1.1|m.38777	10
CHOYP_LOC100371994.1.1|m.50098	10
CHOYP_NDUFS4.1.1|m.66417	10
CHOYP_EIF4H.3.3|m.57962	10
CHOYP_CNOT1.1.1|m.12104	10
CHOYP_CAOG_04006.1.1|m.5403	10
CHOYP_BRAFLDRAFT_275787.1.2|m.15360	10
CHOYP_LOC579332.1.1|m.41750	10
CHOYP_PPP6.1.1|m.16278	10
CHOYP_BRAFLDRAFT_123537.2.2|m.50531	10
CHOYP_LOC100115298.1.1|m.39207	10
CHOYP_LOC658092.1.2|m.22901	10
CHOYP_DICPUDRAFT_81027.1.1|m.5425	10
CHOYP_LOC100027962.1.1|m.48278	10
CHOYP_VIGLN.2.2|m.61191	10
CHOYP_LAMP1.2.3|m.16422	10
CHOYP_contig_035767|m.40509	10
CHOYP_ACL6B.1.1|m.62588	10
CHOYP_URIC.2.2|m.54754	10
CHOYP_DEK.1.1|m.40646	10
CHOYP_HS12A.25.33|m.60352	10
CHOYP_LOC100030437.1.3|m.5994	10
CHOYP_CSK21.1.2|m.19313	10
CHOYP_CYB5.1.2|m.2195	10
CHOYP_PDCL3.1.1|m.7323	10
CHOYP_TYRO1.6.6|m.44318	10
CHOYP_LOC100377751.1.1|m.26359	10
CHOYP_ZMY11.1.1|m.3621	10
CHOYP_CETN1.1.3|m.15199	10
CHOYP_BRAFLDRAFT_214346.1.1|m.56462	10
CHOYP_SPI2.16.37|m.16200	10
CHOYP_LOC100366380.1.4|m.16838	10
CHOYP_PSMD1.1.1|m.21683	10
CHOYP_contig_025398|m.28945	10
CHOYP_AFG32.1.1|m.59372	10
CHOYP_LAMP1.3.3|m.16600	10
CHOYP_BRAFLDRAFT_125880.3.3|m.26918	10
CHOYP_LOC100368194.1.1|m.59989	10
CHOYP_contig_047731|m.56360	10
CHOYP_FLNC.5.5|m.40834	10
CHOYP_RN45S.2.5|m.14111	9
CHOYP_LOC100374573.1.1|m.24523	9
CHOYP_STAR5.2.2|m.39352	9
CHOYP_LOC100114310.2.2|m.64228	9
CHOYP_XPO2.1.1|m.50289	9
CHOYP_CPT2.1.1|m.16349	9
CHOYP_ARALYDRAFT_472154.1.1|m.29819	9
CHOYP_LOC578680.1.1|m.49370	9
CHOYP_NEMVEDRAFT_V1G135670.1.1|m.18689	9
CHOYP_BRAFLDRAFT_97881.1.1|m.46581	9
CHOYP_RIR1.2.2|m.30556	9
CHOYP_LDB3.1.1|m.371	9
CHOYP_KDM1A.1.1|m.60229	9
CHOYP_NPC2.5.7|m.30911	9
CHOYP_SYFA.1.1|m.53256	9
CHOYP_GIGA2.1.1|m.44916	9
CHOYP_HSP7E.1.1|m.13730	9
CHOYP_BRAFLDRAFT_114379.1.1|m.57424	9
CHOYP_LOC100375427.1.1|m.6282	9
CHOYP_P66A.1.1|m.22279	9
CHOYP_contig_024035|m.27331	9
CHOYP_CPVL.2.2|m.62669	9
CHOYP_BRAFLDRAFT_284587.3.3|m.26954	9
CHOYP_LARP4.1.1|m.14987	9
CHOYP_LOC100186733.1.1|m.7066	9
CHOYP_DMOJ_GI11203.1.1|m.24977	9
CHOYP_PABP2.1.1|m.12768	9
CHOYP_LOC100113561.1.1|m.37903	9
CHOYP_AMY.3.3|m.64271	9
CHOYP_UBC9B.1.1|m.10688	9
CHOYP_PPIH.1.1|m.18923	9
CHOYP_SMP_045300.1.1|m.927	9
CHOYP_LOC100486063.2.9|m.5918	9
CHOYP_BRAFLDRAFT_277775.1.1|m.12736	9
CHOYP_NEMVEDRAFT_V1G79897.1.1|m.52661	9
CHOYP_BRAFLDRAFT_124536.1.2|m.10835	9
CHOYP_NDUFA7.2.2|m.57153	9
CHOYP_WDR92.1.1|m.12560	9
CHOYP_ARC1A.1.1|m.56263	9
CHOYP_XCASPASE-7.1.4|m.26576	9
CHOYP_LOC100701725.1.1|m.54512	9
CHOYP_BRAFLDRAFT_127851.1.1|m.10499	9
CHOYP_YQK4.2.2|m.31850	9
CHOYP_LOC100376457.2.2|m.51737	9
CHOYP_SPAG16.1.1|m.51927	9
CHOYP_contig_039330|m.44540	9
CHOYP_NECA3.1.1|m.106	9
CHOYP_SUOX.1.1|m.32255	9
CHOYP_BRAFLDRAFT_120923.3.3|m.58916	9
CHOYP_BRAFLDRAFT_279226.1.1|m.24471	9
CHOYP_GIT1.1.2|m.26059	9
CHOYP_LOC100910862.2.2|m.45085	9
CHOYP_LOC100867381.8.8|m.53059	9
CHOYP_LOC660183.1.1|m.8143	9
CHOYP_AQR.1.1|m.9127	9
CHOYP_NPC2.4.7|m.30775	9
CHOYP_TRIADDRAFT_38448.1.1|m.27929	9
CHOYP_GUAA.1.1|m.18809	9
CHOYP_ROCK2.1.1|m.26830	9
CHOYP_LOC100374249.1.1|m.58296	9
CHOYP_LOC100367378.1.1|m.25783	9
CHOYP_LOC100371232.1.1|m.25817	9
CHOYP_LOC100369402.2.2|m.29002	9
CHOYP_GM2A.2.3|m.19346	9
CHOYP_GAR1.1.2|m.9449	9
CHOYP_PDXK.1.1|m.14904	9
CHOYP_contig_015692|m.18358	9
CHOYP_LOC100374338.1.1|m.44584	9
CHOYP_TSP_03740.1.1|m.61194	9
CHOYP_LOC579934.1.1|m.59523	9
CHOYP_TMEDA.1.2|m.42794	9
CHOYP_MPPA.2.2|m.18272	9
CHOYP_BRAFLDRAFT_117858.3.3|m.61651	9
CHOYP_HMCN2.6.12|m.33452	9
CHOYP_GUN.2.2|m.46462	9
CHOYP_BRAFLDRAFT_124233.1.1|m.26105	9
CHOYP_BICD2.1.1|m.9177	9
CHOYP_LOC100199379.2.2|m.63866	9
CHOYP_contig_045655|m.53199	9
CHOYP_LOC100639626.1.1|m.61641	9
CHOYP_DGRI_GH15575.1.1|m.49170	9
CHOYP_contig_004869|m.5573	9
CHOYP_DKC1.1.1|m.10978	9
CHOYP_CHMP5.1.1|m.66827	9
CHOYP_contig_016628|m.19586	9
CHOYP_NPC2.2.7|m.29742	9
CHOYP_LOC100367089.1.4|m.1384	9
CHOYP_LOAG_05718.1.1|m.48540	9
CHOYP_LOC580840.1.1|m.45392	9
CHOYP_LOC100642881.1.1|m.14183	9
CHOYP_TBB.5.7|m.60062	9
CHOYP_LOC100377235.1.2|m.30935	9
CHOYP_BRAFLDRAFT_121105.1.1|m.41883	9
CHOYP_LOC100378255.1.1|m.63185	9
CHOYP_LOC100373522.2.5|m.19698	9
CHOYP_VPS25.1.1|m.66093	9
CHOYP_BRAFLDRAFT_118423.2.3|m.29362	9
CHOYP_AT1.1.1|m.66793	9
CHOYP_contig_014958|m.17266	9
CHOYP_CO2A1.1.1|m.62996	9
CHOYP_contig_001477|m.1562	9
CHOYP_KCP.3.13|m.17018	9
CHOYP_CBLN3.1.2|m.29253	9
CHOYP_RN213.4.13|m.27716	9
CHOYP_LOC101067281.1.2|m.14666	9
CHOYP_ARB_02478.1.1|m.29725	9
CHOYP_DNAH12.3.3|m.63246	9
CHOYP_RS23.1.9|m.12948	8
CHOYP_AGAP_AGAP008046.1.1|m.58394	8
CHOYP_EMAL6.1.1|m.6370	8
CHOYP_HSP7D.3.3|m.41778	8
CHOYP_NEMVEDRAFT_V1G97278.1.2|m.34546	8
CHOYP_contig_044503|m.51534	8
CHOYP_EPN2.1.1|m.23660	8
CHOYP_DNAH12.2.3|m.32353	8
CHOYP_IVD.1.2|m.5213	8
CHOYP_XPP1.1.2|m.16748	8
CHOYP_BRAFLDRAFT_126700.1.2|m.17811	8
CHOYP_NEMVEDRAFT_V1G183894.1.1|m.55454	8
CHOYP_GPSM2.1.1|m.58302	8
CHOYP_CDC5L.1.1|m.25107	8
CHOYP_LOC100378331.1.1|m.47480	8
CHOYP_LOC100378430.1.1|m.63142	8
CHOYP_CPIPJ_CPIJ008112.1.1|m.51524	8
CHOYP_NRX4.1.1|m.8135	8
CHOYP_contig_024175|m.27461	8
CHOYP_EEF1A.3.3|m.37430	8
CHOYP_AP3M2.1.1|m.43706	8
CHOYP_DYN1.2.3|m.30771	8
CHOYP_BRAFLDRAFT_279625.1.1|m.51890	8
CHOYP_BRAFLDRAFT_273508.1.4|m.5528	8
CHOYP_BGAL.2.2|m.41942	8
CHOYP_BRAFLDRAFT_67459.2.2|m.56116	8
CHOYP_LOC100368938.2.2|m.53945	8
CHOYP_LOC100212224.1.1|m.37724	8
CHOYP_RL21.1.4|m.19435	8
CHOYP_LOC100366862.1.1|m.62455	8
CHOYP_BRAFLDRAFT_70886.1.1|m.53762	8
CHOYP_EF1G.1.3|m.12909	8
CHOYP_NU160.1.1|m.46155	8
CHOYP_BRAFLDRAFT_117158.2.2|m.42430	8
CHOYP_LOC100881316.1.1|m.51540	8
CHOYP_LOC100367201.2.2|m.61573	8
CHOYP_LOC100375219.1.1|m.30268	8
CHOYP_MO4L1.1.1|m.8106	8
CHOYP_LOC100533384.5.5|m.59082	8
CHOYP_LOC752244.2.2|m.45622	8
CHOYP_LOC100902807.4.4|m.59166	8
CHOYP_TTL12.1.1|m.6226	8
CHOYP_BRAFLDRAFT_120908.1.1|m.5866	8
CHOYP_TRIADDRAFT_55525.1.1|m.53631	8
CHOYP_contig_055984|m.66583	8
CHOYP_LOC100374077.1.1|m.5922	8
CHOYP_LOC100123629.1.1|m.841	8
CHOYP_LOC592142.6.9|m.54976	8
CHOYP_BRAFLDRAFT_275527.1.1|m.12579	8
TRYP_PIG	8
CHOYP_IDLC.1.1|m.63624	8
CHOYP_LOC100375890.1.1|m.10490	8
CHOYP_ITSN1.4.4|m.35131	8
CHOYP_LOC100378619.1.2|m.21468	8
CHOYP_LOC100368486.1.1|m.18263	8
CHOYP_LOC100697247.2.2|m.56896	8
CHOYP_NEMVEDRAFT_V1G182319.1.1|m.5048	8
CHOYP_LOC100377901.1.1|m.7173	8
CHOYP_CYT5.1.1|m.29962	8
CHOYP_LOC100742152.1.2|m.4504	8
CHOYP_BRAFLDRAFT_122389.1.1|m.15498	8
CHOYP_BRAFLDRAFT_94906.1.1|m.59345	8
CHOYP_RBM39.1.1|m.19427	8
CHOYP_CDPKM.1.1|m.58179	8
CHOYP_ODPX.1.1|m.29097	8
CHOYP_GEK.1.1|m.4939	8
CHOYP_contig_023811|m.27063	8
CHOYP_BRAFLDRAFT_208117.3.3|m.56788	8
CHOYP_PARP14.14.22|m.52621	8
CHOYP_BRAFLDRAFT_226345.1.1|m.55555	8
CHOYP_LOC100369270.1.1|m.27019	8
CHOYP_DGRI_GH20300.1.1|m.57587	8
CHOYP_TRIADDRAFT_64314.2.2|m.54695	8
CHOYP_OXDD.1.4|m.2688	8
CHOYP_CLK2.1.1|m.3082	8
CHOYP_BTKL.1.1|m.55271	8
CHOYP_BRAFLDRAFT_80934.1.2|m.23714	8
CHOYP_RHO1.3.3|m.44338	8
CHOYP_LOC577550.1.1|m.36506	8
CHOYP_LOC100907841.1.1|m.39986	8
CHOYP_LOC100208544.1.1|m.54499	8
CHOYP_LOC100533349.3.5|m.52212	8
CHOYP_BRAFLDRAFT_88570.1.2|m.55232	8
CHOYP_LOC100372454.1.1|m.56045	8
CHOYP_BRAFLDRAFT_216204.1.1|m.30654	8
CHOYP_LOC586835.1.1|m.9967	8
CHOYP_DRE2.2.2|m.41479	8
CHOYP_BRAFLDRAFT_208090.1.1|m.45354	8
CHOYP_PHUM_PHUM125580.1.1|m.47466	8
CHOYP_SPI2.29.37|m.30551	8
CHOYP_LOC100371875.1.1|m.29467	8
CHOYP_DNAJ-11.1.1|m.18882	8
CHOYP_BRAFLDRAFT_263599.1.1|m.59011	8
CHOYP_CN166.1.1|m.14529	8
CHOYP_JNK.1.1|m.1540	8
CHOYP_BRAFLDRAFT_90405.1.1|m.44167	8
CHOYP_LOC100372219.1.1|m.11590	8
CHOYP_WDR26.1.1|m.43030	8
CHOYP_SI_DKEY-5N18.1.1.2|m.5489	8
CHOYP_ISCW_ISCW017652.1.1|m.49306	8
CHOYP_LOC654949.1.1|m.9313	8
CHOYP_TOP2B.1.1|m.6674	8
CHOYP_LOC100368525.1.1|m.62480	8
CHOYP_ISCW_ISCW016212.1.2|m.2539	8
CHOYP_LOC577184.1.1|m.62005	8
CHOYP_FABP6.2.2|m.59518	8
CHOYP_SSPO.1.14|m.962	8
CHOYP_contig_016559|m.19503	8
CHOYP_LOC100741247.2.2|m.27816	8
CHOYP_RL24.6.9|m.43124	8
CHOYP_DNAH6.2.3|m.21512	7
CHOYP_FMRP.1.2|m.37742	7
CHOYP_MYEF2.1.1|m.18999	7
CHOYP_SAE2.1.1|m.59765	7
CHOYP_MF-CPA.1.1|m.3630	7
CHOYP_BRAFLDRAFT_120607.1.3|m.8455	7
CHOYP_LMO7.1.1|m.27803	7
CHOYP_LOC756760.1.1|m.1259	7
CHOYP_LOC661829.1.1|m.64858	7
CHOYP_LOC100119310.1.1|m.22032	7
CHOYP_SIP.1.1|m.5724	7
CHOYP_AL8A1.1.1|m.13904	7
CHOYP_GPN3.1.2|m.6649	7
CHOYP_WDR52.1.1|m.21751	7
CHOYP_ISCW_ISCW015295.1.1|m.22192	7
CHOYP_LOC100907253.3.3|m.27327	7
CHOYP_LOC100890512.1.1|m.36423	7
CHOYP_LOC100692139.1.1|m.27787	7
CHOYP_LOC100717261.1.1|m.51839	7
CHOYP_LONM.1.1|m.7031	7
CHOYP_LOC577905.1.2|m.2598	7
CHOYP_LOC100366906.1.1|m.61901	7
CHOYP_BRAFLDRAFT_90471.1.2|m.30257	7
CHOYP_LOC100562697.1.1|m.27375	7
CHOYP_BRAFLDRAFT_76728.1.1|m.17486	7
CHOYP_LOC100877728.1.1|m.19879	7
CHOYP_PB1.2.6|m.11467	7
CHOYP_ZC3HF.1.1|m.39867	7
CHOYP_DVIR_GJ11267.1.1|m.29991	7
CHOYP_LOC100120440.1.1|m.15371	7
CHOYP_BRAFLDRAFT_91636.1.11|m.28449	7
CHOYP_FOXK2.1.1|m.56318	7
CHOYP_NU107.1.2|m.46092	7
CHOYP_RSU1.1.1|m.44138	7
CHOYP_LOC589108.1.2|m.9688	7
CHOYP_LOC100368627.1.1|m.13820	7
CHOYP_OSBP1.1.1|m.12788	7
CHOYP_BRAFLDRAFT_90187.1.1|m.30393	7
CHOYP_EEF2.1.2|m.44025	7
CHOYP_A1CF.1.2|m.8145	7
CHOYP_DNJC3.1.1|m.52309	7
CHOYP_LOC586005.1.1|m.63556	7
CHOYP_contig_004972|m.5699	7
CHOYP_LOC412116.1.1|m.42829	7
CHOYP_H2AV.1.7|m.12182	7
CHOYP_HUTH.1.1|m.30350	7
CHOYP_LRRX1.6.11|m.41895	7
CHOYP_ISCW_ISCW020302.1.1|m.37564	7
CHOYP_LOC100640001.1.2|m.37241	7
CHOYP_NEMVEDRAFT_V1G235970.1.1|m.34141	7
CHOYP_BRAFLDRAFT_119616.1.1|m.31670	7
CHOYP_RPB1.1.1|m.36612	7
CHOYP_XDH.2.3|m.53113	7
CHOYP_TVAG_399490.2.3|m.26257	7
CHOYP_contig_025684|m.29301	7
CHOYP_ISCW_ISCW018536.1.1|m.56336	7
CHOYP_LOC100374491.1.1|m.6498	7
CHOYP_BM1_24035.1.1|m.40152	7
CHOYP_BRAFLDRAFT_131621.1.1|m.56341	7
CHOYP_LOC100168796.1.1|m.4672	7
CHOYP_DP13A.2.3|m.10746	7
CHOYP_SMP_148530.1.1|m.18051	7
CHOYP_LOC100563952.1.1|m.30232	7
CHOYP_PESC.1.1|m.16875	7
CHOYP_THOC1.1.1|m.62740	7
CHOYP_LOC584368.1.2|m.10628	7
CHOYP_LOC720058.1.1|m.11127	7
CHOYP_BRAFLDRAFT_124972.1.5|m.3843	7
CHOYP_EFHD2.1.1|m.22844	7
CHOYP_ISCW_ISCW019130.1.2|m.10722	7
CHOYP_LOC100533447.1.3|m.37261	7
CHOYP_LOC763308.3.3|m.63145	7
CHOYP_AP2M1.1.1|m.25996	7
CHOYP_GUAD.1.1|m.33511	7
CHOYP_SMP_006860.2.3.4|m.63036	7
CHOYP_LOC100313649.1.1|m.49801	7
CHOYP_LOC100694901.3.3|m.66949	7
CHOYP_contig_018822|m.22082	7
CHOYP_MCM5.1.1|m.48534	7
CHOYP_WDR63.1.1|m.21743	7
CHOYP_contig_004993|m.5721	7
CHOYP_TRIADDRAFT_50333.1.1|m.59774	7
CHOYP_LOC589720.1.1|m.63687	7
CHOYP_RFA2.1.1|m.6290	7
CHOYP_HINT1.1.1|m.53526	7
CHOYP_LOC100369596.1.1|m.7021	7
CHOYP_NUP62L.1.1|m.15606	7
CHOYP_CX6A2.1.1|m.47963	7
CHOYP_BRAFLDRAFT_278625.1.2|m.53120	7
CHOYP_BRAFLDRAFT_128944.1.2|m.19981	7
CHOYP_HS12A.14.33|m.41988	7
CHOYP_LOC587705.1.2|m.11702	7
CHOYP_SNW1.2.2|m.19563	7
CHOYP_contig_053787|m.64362	7
CHOYP_CRYZ.2.2|m.65927	7
CHOYP_BRAFLDRAFT_124476.3.4|m.48503	7
CHOYP_LOC100313653.1.1|m.61188	7
CHOYP_GMFB.2.2|m.54955	7
CHOYP_LOC100368885.1.1|m.7807	7
CHOYP_DCTN4.1.1|m.29541	7
CHOYP_LOC100371590.1.1|m.64405	7
CHOYP_LOC100377771.1.1|m.7044	7
CHOYP_OTUB1.1.1|m.29705	7
CHOYP_LOC100358262.2.3|m.28381	7
CHOYP_AMPL.1.1|m.27061	7
CHOYP_LOC100366754.1.1|m.49522	7
CHOYP_BRAFLDRAFT_124027.1.2|m.22812	7
CHOYP_BRAFLDRAFT_218889.2.2|m.58058	7
CHOYP_LOC100638372.1.1|m.60468	7
CHOYP_LOC100375122.1.1|m.52296	7
