PROTID	sample 28
CHOYP_LOC100367726.1.2|m.47322	58
CHOYP_AAEL_AAEL009414.1.1|m.639	58
CHOYP_LOC100366813.4.6|m.31116	58
CHOYP_LOC100369657.2.2|m.45309	58
CHOYP_BRAFLDRAFT_125327.1.1|m.29699	57
CHOYP_LOC575203.2.6|m.6856	57
CHOYP_ACAA2.1.1|m.30666	57
CHOYP_LOC100114171.1.1|m.50280	57
CHOYP_LOC100633041.1.1|m.35428	57
CHOYP_DWIL_GK25045.1.2|m.9225	56
CHOYP_AAEL_AAEL008069.2.2|m.60920	56
CHOYP_LOC100368695.1.1|m.26746	56
CHOYP_BTKL.1.1|m.55270	56
CHOYP_PPUTW619_2764.1.1|m.44946	56
CHOYP_FND2.1.4|m.8542	56
CHOYP_CYIIB.2.2|m.64544	55
CHOYP_SMP_078690.5.5|m.64878	55
CHOYP_DLAT.1.1|m.64812	55
CHOYP_SC31A.1.2|m.8240	55
CHOYP_COPD.1.1|m.37389	55
CHOYP_HYOU1.2.3|m.12568	55
CHOYP_BRAFLDRAFT_118260.1.1|m.13621	55
CHOYP_BRAFLDRAFT_92024.1.1|m.49813	55
CHOYP_BT3L4.1.1|m.2144	55
CHOYP_LOC100376708.2.2|m.19660	55
CHOYP_RL24.6.9|m.43123	55
CHOYP_PAN2.1.1|m.44690	55
CHOYP_DVIR_GJ11008.1.1|m.11917	55
CHOYP_FASN.3.4|m.60278	55
CHOYP_LOC100375551.1.2|m.27489	55
CHOYP_IDHC.1.1|m.7041	54
CHOYP_LOC100699093.1.1|m.20134	54
K2C1_HUMAN	54
CHOYP_LOC100164899.1.1|m.59665	54
CHOYP_14332.1.2|m.5643	54
CHOYP_BRAFLDRAFT_125119.1.1|m.57550	54
CHOYP_MGC89016.1.2|m.76	54
CHOYP_PSMD2.3.3|m.59658	54
CHOYP_LOC100646535.1.1|m.61774	54
CHOYP_LOC100376902.1.1|m.20390	54
CHOYP_LOC101173335.4.4|m.49816	54
CHOYP_DLDH.1.1|m.31018	53
CHOYP_LOC658895.1.1|m.20262	53
CHOYP_ISCW_ISCW001592.1.2|m.20852	53
CHOYP_LOC584281.1.1|m.34958	53
CHOYP_LOC100371695.1.1|m.10063	53
CHOYP_VATB.1.2|m.33785	53
CHOYP_LOC100535066.1.2|m.15640	53
CHOYP_SEP11.1.2|m.19430	53
CHOYP_RS7.6.9|m.44704	53
CHOYP_BRAFLDRAFT_103544.1.1|m.38439	53
CHOYP_PHUM_PHUM596890.1.1|m.10989	53
CHOYP_PHUM_PHUM226120.5.7|m.43551	52
CHOYP_BRAFLDRAFT_102424.4.6|m.51652	52
CHOYP_LOC100371249.1.1|m.63117	52
CHOYP_FCL.1.1|m.13504	52
CHOYP_BRAFLDRAFT_125234.2.2|m.19033	52
CHOYP_THOP1.1.1|m.18269	52
CHOYP_HMBS.1.1|m.31422	52
CHOYP_ENOPH.3.4|m.51956	52
CHOYP_ARP3.1.1|m.6867	51
CHOYP_BRAFLDRAFT_123741.1.1|m.31088	51
CHOYP_TBB2.1.2|m.45096	51
CHOYP_BRAFLDRAFT_273832.1.1|m.56325	51
CHOYP_IPO7.1.1|m.16806	51
CHOYP_IARS.1.1|m.27559	51
CHOYP_CTL2.1.2|m.3858	51
CHOYP_LOC100703423.1.1|m.941	51
CHOYP_QARS.2.2|m.18038	51
CHOYP_LOC100114247.1.1|m.30717	51
CHOYP_LOC661043.1.1|m.11553	51
CHOYP_SMP_194720.1.1|m.53496	50
CHOYP_ISCW_ISCW003477.1.1|m.37800	50
CHOYP_CAT.1.1|m.57038	50
CHOYP_LOC100376500.1.1|m.36606	50
CHOYP_PP6R3.1.1|m.43072	50
CHOYP_LOC100372340.1.3|m.9116	50
CHOYP_KS6A1.1.1|m.38386	50
CHOYP_LOC100377783.1.1|m.14549	50
CHOYP_MCM3.1.1|m.14853	50
CHOYP_ISCW_ISCW023973.1.2|m.6506	50
CHOYP_ADHX.1.1|m.60159	50
CHOYP_LOC593522.1.2|m.5381	50
CHOYP_PHUM_PHUM500930.1.1|m.21562	50
CHOYP_AGAP_AGAP005942.1.3|m.3157	50
CHOYP_AGAP_AGAP007120.1.1|m.57542	49
CHOYP_LOC100377856.2.2|m.43339	49
CHOYP_TRIADDRAFT_55768.2.2|m.14361	49
CHOYP_TMEM2.1.4|m.6314	49
CHOYP_BRAFLDRAFT_90332.3.4|m.18933	49
CHOYP_RS5.1.2|m.146	48
CHOYP_LOC100893889.2.2|m.64935	48
CHOYP_BRAFLDRAFT_63907.1.1|m.14584	48
CHOYP_LOC100552337.1.1|m.19614	48
CHOYP_LOC100877311.1.1|m.25123	48
CHOYP_LOC100538313.1.1|m.64152	48
CHOYP_LOC575405.1.1|m.18640	48
CHOYP_PRS6B.1.1|m.66735	48
CHOYP_LOC100929680.1.2|m.17333	48
CHOYP_BRAFLDRAFT_119799.1.1|m.23765	47
CHOYP_K6PF.1.1|m.46882	47
CHOYP_PHUM_PHUM477850.1.1|m.19067	47
CHOYP_GPDA.2.2|m.30755	47
CHOYP_LOC100377054.1.1|m.8489	47
CHOYP_LOC100115577.1.1|m.21791	47
CHOYP_UCHL.1.1|m.29303	47
CHOYP_RS2.2.10|m.5562	47
CHOYP_RL10.1.3|m.11695	47
CHOYP_LOC549476.1.1|m.42388	47
CHOYP_HUWE1.1.2|m.566	47
CHOYP_BRAFLDRAFT_117612.1.1|m.28286	47
CHOYP_LOC101171340.1.1|m.29474	47
CHOYP_TPM.7.19|m.15554	47
CHOYP_MYSP.1.9|m.1097	46
CHOYP_14332.2.2|m.61737	46
CHOYP_RUVB1.1.1|m.25669	46
CHOYP_METK.1.2|m.3732	46
CHOYP_LOC100369524.1.1|m.8159	46
CHOYP_LOC100691144.1.1|m.47006	46
CHOYP_RL17.7.7|m.57535	46
CHOYP_RENT1.1.1|m.44133	46
CHOYP_SF3B1.1.3|m.24001	46
CHOYP_NEMVEDRAFT_V1G140878.1.1|m.18069	45
CHOYP_LOC100372926.1.3|m.29881	45
CHOYP_NEMVEDRAFT_V1G230495.1.1|m.61211	45
CHOYP_LOC100373956.1.1|m.10987	45
CHOYP_LOC100636433.3.4|m.27077	45
CHOYP_ARF2.1.3|m.10738	45
CHOYP_NEMVEDRAFT_V1G234225.1.1|m.49490	45
CHOYP_contig_045248|m.52574	45
CHOYP_ND4.3.5|m.19536	45
CHOYP_SYRC.1.2|m.36309	45
CHOYP_PRKAB1B.2.3|m.31228	45
CHOYP_RCC1.1.1|m.15249	45
CHOYP_PDHA1.1.1|m.42807	45
CHOYP_STIP1.1.2|m.12856	45
CHOYP_ISCW_ISCW021591.1.1|m.13970	45
CHOYP_PSA6.1.1|m.30357	45
CHOYP_SRP72.1.1|m.60789	45
CHOYP_NR1AA.1.1|m.39226	44
CHOYP_SMP_051990.7.7|m.57569	44
CHOYP_OLA1.2.2|m.28588	44
CHOYP_LOC100366799.1.2|m.37253	44
CHOYP_PPP1CC.1.1|m.13937	44
CHOYP_ND1.2.5|m.36938	44
CHOYP_RS23.1.9|m.12948	44
CHOYP_CADN.2.3|m.19237	44
CHOYP_AP2A2.1.1|m.62726	44
CHOYP_CPNE8.2.2|m.58380	44
CHOYP_NFRKB.1.1|m.18028	44
CHOYP_BRAFLDRAFT_127065.6.7|m.30727	43
CHOYP_CALUB.2.2|m.58007	43
CHOYP_ERF1.1.1|m.37539	43
CHOYP_LOC100727208.1.1|m.9366	43
CHOYP_BRAFLDRAFT_122422.1.2|m.52874	43
CHOYP_BRAFLDRAFT_217516.1.1|m.18628	43
CHOYP_RN45S.4.5|m.43162	43
CHOYP_MYO7A.1.3|m.59205	43
CHOYP_PHUM_PHUM009400.1.1|m.35298	43
CHOYP_ZFR.1.1|m.57469	43
CHOYP_DGRI_GH15313.1.1|m.5763	42
CHOYP_ISCW_ISCW008219.1.2|m.46822	42
CHOYP_FAS2.1.1|m.41201	42
CHOYP_RL9.5.6|m.63453	42
CHOYP_DHX8.2.3|m.55114	42
CHOYP_CALM.45.50|m.57163	42
CHOYP_PRS8.1.1|m.40757	42
CHOYP_LOC100370246.2.2|m.45834	42
CHOYP_LOC587700.1.1|m.42534	42
CHOYP_LOC732900.1.1|m.62814	42
CHOYP_DUOX1.4.4|m.44613	42
CHOYP_EIF3I.1.1|m.56504	42
CHOYP_MCM2.1.1|m.14569	42
CHOYP_NEMVEDRAFT_V1G206950.1.1|m.37574	42
CHOYP_SAHH3.2.2|m.51221	42
CHOYP_LOC754102.1.1|m.57578	41
CHOYP_RS3A.4.15|m.15367	41
CHOYP_NUCL.2.2|m.21719	41
CHOYP_TPM.6.19|m.12415	41
CHOYP_LOC100378252.1.1|m.16877	41
CHOYP_BRAFLDRAFT_275083.2.2|m.66604	41
CHOYP_INSI2.1.1|m.59456	41
CHOYP_GBLP.6.7|m.57427	41
CHOYP_BRAFLDRAFT_127105.1.1|m.21922	41
CHOYP_COX5B.3.3|m.38557	41
CHOYP_SAFB2.2.3|m.30765	41
CHOYP_LA.1.1|m.65962	41
CHOYP_CAOG_01521.1.1|m.28103	41
CHOYP_LOC659226.1.3|m.16864	41
CHOYP_GIPC1.1.1|m.60630	41
CHOYP_LOC101169658.1.3|m.18820	41
CHOYP_EIF3E.1.1|m.27167	41
CHOYP_contig_013738|m.15666	41
CHOYP_ABCE1.2.2|m.42246	41
CHOYP_TITIN.19.19|m.66288	41
CHOYP_AL1A1.1.1|m.24832	40
CHOYP_DNAH7.2.2|m.46648	40
CHOYP_SMP_087250.2.2|m.25167	40
CHOYP_PCCA.2.2|m.45684	40
CHOYP_LOC100370520.1.1|m.12258	40
CHOYP_CO6A5.1.6|m.5840	40
CHOYP_BRAFLDRAFT_268929.1.1|m.35239	40
CHOYP_TEKT3.1.1|m.37281	40
CHOYP_LOC551931.1.1|m.9934	40
CHOYP_BRAFLDRAFT_117068.1.1|m.36193	40
CHOYP_TCRG1.1.1|m.1150	40
CHOYP_contig_048541|m.57541	40
CHOYP_MABP1.1.2|m.21699	40
CHOYP_PHUM_PHUM226120.2.7|m.2274	39
CHOYP_ALF.1.3|m.25601	39
CHOYP_FAAA.1.1|m.7653	39
CHOYP_RS6.10.12|m.44863	39
CHOYP_BRAFLDRAFT_275870.1.1|m.12895	39
CHOYP_SODM.1.2|m.45531	39
CHOYP_LOC100114636.1.1|m.11052	39
CHOYP_LOC100376932.1.1|m.12642	39
CHOYP_NACA.2.9|m.11875	39
CHOYP_LOC100646574.1.1|m.55144	39
CHOYP_LOC754557.1.2|m.5492	39
CHOYP_MYG1.1.1|m.4971	39
CHOYP_LOC100376863.1.1|m.65235	39
CHOYP_NEMVEDRAFT_V1G188942.1.1|m.6629	39
CHOYP_PSA4.1.1|m.19303	39
CHOYP_BRAFLDRAFT_79044.2.2|m.62650	39
CHOYP_ALAT2.1.1|m.15163	39
CHOYP_LOC663855.2.5|m.747	39
CHOYP_F10A1.2.4|m.11805	39
CHOYP_RBBP4.1.1|m.62913	38
CHOYP_CTTN.1.1|m.22042	38
CHOYP_RLA1.3.12|m.12071	38
CHOYP_LOC100372942.1.1|m.31119	38
CHOYP_ISCW_ISCW020550.2.2|m.18099	38
CHOYP_PHUM_PHUM536560.2.2|m.59367	38
CHOYP_DNJA2.2.2|m.51791	38
CHOYP_LOC100160412.2.2|m.56352	38
CHOYP_DVIR_GJ21252.1.1|m.10086	38
CHOYP_LOC100368022.1.1|m.55588	38
CHOYP_LRIG1.1.3|m.954	38
CHOYP_BRAFLDRAFT_126603.1.1|m.31078	38
CHOYP_ACSA.1.1|m.61294	38
CHOYP_AP1G1.1.1|m.13111	38
CHOYP_LOC100879250.1.1|m.24381	38
CHOYP_MYO6.1.1|m.4131	38
CHOYP_VPS35.1.1|m.55447	38
CHOYP_NEMVEDRAFT_V1G168163.1.1|m.63148	38
CHOYP_LOC100150876.1.1|m.61100	38
CHOYP_QCR2.1.1|m.35612	38
CHOYP_PIF.3.6|m.18904	38
CHOYP_NAA15.1.1|m.34959	38
CHOYP_LOC101068378.3.3|m.29759	38
CHOYP_LOC100376610.3.3|m.19687	38
CHOYP_TPM.17.19|m.63919	38
CHOYP_TNNC.1.1|m.66691	37
CHOYP_CGL.1.2|m.31960	37
CHOYP_LOC656899.1.1|m.15417	37
CHOYP_BRAFLDRAFT_98992.1.1|m.62815	37
CHOYP_EIF4BB.1.1|m.51066	37
CHOYP_RS19.3.12|m.15295	37
CHOYP_SELD.1.2|m.8600	37
CHOYP_LOC101439509.1.1|m.65851	37
CHOYP_LOC659206.1.6|m.3536	37
CHOYP_CAH2.1.1|m.42306	37
CHOYP_PSD7.1.1|m.19729	37
CHOYP_LOC100559941.1.2|m.12240	37
CHOYP_FND2.3.4|m.40482	37
CHOYP_LOC100372339.1.2|m.5168	37
CHOYP_LOC100497129.7.8|m.41875	37
CHOYP_contig_023710|m.26965	37
CHOYP_RS9.9.13|m.44486	37
CHOYP_BRAFLDRAFT_125037.1.3|m.2939	37
CHOYP_APLP.1.2|m.5955	37
CHOYP_APLP.2.2|m.55987	37
CHOYP_TALDO.2.2|m.43331	37
CHOYP_METH.1.1|m.18095	37
CHOYP_ISCW_ISCW022189.1.1|m.8227	36
CHOYP_CRE-DIG-1.1.1|m.26794	36
CHOYP_CAPZB.1.1|m.5762	36
CHOYP_PROM1.3.3|m.58805	36
CHOYP_CDC42.1.11|m.324	36
CHOYP_PHUM_PHUM498110.1.1|m.60692	36
CHOYP_BRAFLDRAFT_60329.1.1|m.18239	36
CHOYP_SNX2.1.1|m.25425	36
CHOYP_LOC587610.3.3|m.27175	36
CHOYP_PDIA4.1.1|m.54958	36
CHOYP_LOC589479.2.2|m.57247	36
CHOYP_ISCW_ISCW012010.1.1|m.27251	36
CHOYP_BRAFLDRAFT_287353.1.1|m.46293	36
CHOYP_NUCL.1.2|m.19135	36
CHOYP_BZW1.1.1|m.44089	36
CHOYP_LOC100367974.1.3|m.19352	36
CHOYP_LOC100375022.1.1|m.3033	36
CHOYP_ARP2.1.1|m.43520	35
CHOYP_USO1.1.11|m.6354	35
CHOYP_RL23A.3.6|m.31005	35
CHOYP_IF2A.1.1|m.13279	35
CHOYP_LOC100370747.1.1|m.28315	35
CHOYP_KINH.1.9|m.1032	35
CHOYP_BRAFLDRAFT_279923.1.1|m.65663	35
CHOYP_LOC100329078.1.3|m.26927	35
CHOYP_SC24C.1.1|m.9387	35
CHOYP_DVIR_GJ23521.1.1|m.2757	35
CHOYP_MGC82409.1.1|m.44657	35
CHOYP_LOC100373484.1.1|m.8540	35
CHOYP_LOC100372693.1.1|m.16279	35
CHOYP_LOC100372582.1.2|m.8558	35
CHOYP_AAEL_AAEL011527.1.1|m.20909	35
CHOYP_BRAFLDRAFT_270300.1.1|m.59680	35
CHOYP_PSA2.1.1|m.57091	35
CHOYP_TPR.2.2|m.46877	35
CHOYP_TRAP1.1.1|m.60651	35
CHOYP_PRS4.1.1|m.45626	35
CHOYP_ERF1.1.1|m.37540	35
CHOYP_PGM1.1.1|m.38482	35
CHOYP_EPS-8.1.1|m.17522	35
CHOYP_BRAFLDRAFT_58194.1.1|m.27050	35
CHOYP_BRAFLDRAFT_90098.4.4|m.28113	35
CHOYP_PHUM_PHUM066670.2.3|m.42178	35
CHOYP_MCM4.1.1|m.61253	35
CHOYP_PPBT.1.4|m.5115	35
CHOYP_LOC100903522.1.3|m.2296	34
CHOYP_DPSE_GA16367.1.1|m.22618	34
CHOYP_DPSE_GA15574.1.1|m.62967	34
CHOYP_SYCC.1.1|m.11415	34
CHOYP_BRAFLDRAFT_271463.1.1|m.62869	34
CHOYP_RHO1.3.3|m.44337	34
CHOYP_PIPNA.1.1|m.37750	34
CHOYP_LOC100708054.1.1|m.57813	34
CHOYP_NEMVEDRAFT_V1G173950.1.1|m.13512	34
CHOYP_LOC100881900.1.3|m.1852	34
CHOYP_UGPA.1.1|m.49579	34
CHOYP_G6PD.2.2|m.46923	34
CHOYP_LOC100376688.1.8|m.12067	34
CHOYP_ODC1.1.1|m.12032	34
CHOYP_DDB1.1.1|m.59135	34
CHOYP_LOC100533283.1.1|m.54357	34
CHOYP_MUTA.1.1|m.31799	34
CHOYP_LOC100368866.1.1|m.6804	34
CHOYP_NEMVEDRAFT_V1G242153.4.4|m.60071	34
CHOYP_LOC100182585.2.2|m.24665	34
CHOYP_U2AF2.1.1|m.30416	34
