PROTID	sample 28
CHOYP_PLMN.1.11|m.5524	34
CHOYP_TYRO.1.1|m.38876	34
CHOYP_LOC100373842.4.4|m.40731	34
CHOYP_BRAFLDRAFT_215361.1.1|m.55455	33
CHOYP_BRAFLDRAFT_130097.1.1|m.12458	33
CHOYP_RS4.3.11|m.15465	33
CHOYP_LOC100120123.1.1|m.12979	33
CHOYP_PRS7.1.1|m.31825	33
CHOYP_LOC100642024.1.2|m.38402	33
CHOYP_contig_043238|m.49940	33
CHOYP_LOC100636340.1.4|m.5143	33
CHOYP_ATP5C1.1.1|m.16222	33
CHOYP_MARE3.1.1|m.30069	33
CHOYP_SUCB2.1.1|m.7164	33
CHOYP_RUVB2.1.1|m.19005	33
CHOYP_CRIM1.1.3|m.5078	33
CHOYP_LOC100370637.1.2|m.12891	33
CHOYP_LOC100367312.7.13|m.37565	33
CHOYP_RS16.1.5|m.29365	33
CHOYP_LOC100890512.1.1|m.36422	33
CHOYP_COX1.6.15|m.25748	33
CHOYP_ISCW_ISCW022029.1.1|m.9014	33
CHOYP_PRP8.1.1|m.51584	33
CHOYP_BRAFLDRAFT_69005.1.1|m.26462	32
CHOYP_LOC373275.4.7|m.47547	32
CHOYP_BRAFLDRAFT_74063.1.5|m.2740	32
CHOYP_LOC100368865.1.1|m.48101	32
CHOYP_LOC100372342.1.1|m.63404	32
CHOYP_TTC38.1.1|m.27111	32
CHOYP_EIF3K.1.1|m.59650	32
CHOYP_LOC100368259.1.1|m.39485	32
CHOYP_BLMH.1.1|m.66065	32
CHOYP_BRAFLDRAFT_125880.1.3|m.7081	32
CHOYP_PSMD6.1.1|m.60839	32
CHOYP_DHSB.1.1|m.3993	32
CHOYP_BRAFLDRAFT_204923.1.2|m.1690	32
CHOYP_LOC575132.2.2|m.66125	32
CHOYP_LOC100366813.1.6|m.2829	32
CHOYP_contig_022643|m.25874	32
CHOYP_LOC100907708.1.1|m.16095	31
CHOYP_DSEC_GM19691.1.1|m.30070	31
CHOYP_CBX1.1.4|m.5390	31
CHOYP_LOC100199980.1.2|m.51259	31
CHOYP_BRAFLDRAFT_126411.1.1|m.49664	31
CHOYP_ACADL.1.1|m.5508	31
CHOYP_BRAFLDRAFT_86801.1.1|m.27107	31
CHOYP_GST7.1.1|m.59335	31
CHOYP_LOC100373141.1.1|m.11194	31
CHOYP_ISCW_ISCW014398.1.3|m.15838	31
CHOYP_BRAFLDRAFT_125780.1.1|m.60450	31
CHOYP_LOC100370665.1.1|m.29815	31
CHOYP_EIF3L.1.1|m.7542	31
CHOYP_LOC100368639.1.1|m.56563	31
CHOYP_LOC100561262.1.1|m.16846	31
CHOYP_contig_039966|m.45203	31
CHOYP_LOC100378760.1.1|m.37015	31
CHOYP_EIF2A.1.1|m.12752	31
CHOYP_LOC654860.3.3|m.63750	31
CHOYP_EF1B.1.7|m.26504	31
CHOYP_LOC100371254.1.1|m.1838	31
CHOYP_CATA.1.3|m.11120	31
CHOYP_DAB2.1.1|m.22396	31
CHOYP_IDE.1.3|m.8450	31
CHOYP_LR16A.3.3|m.59538	31
CHOYP_CATA.3.3|m.21642	31
CHOYP_LOC100533341.1.1|m.1846	31
CHOYP_RS32.1.1|m.57158	31
CHOYP_RL40.1.7|m.3623	31
CHOYP_BRAFLDRAFT_126943.1.3|m.6839	31
CHOYP_LOC100533261.1.1|m.36141	30
CHOYP_ADD.2.5|m.15081	30
CHOYP_BRAFLDRAFT_117858.2.3|m.48274	30
CHOYP_BRAFLDRAFT_113849.1.1|m.53400	30
CHOYP_GPMA.1.1|m.35689	30
CHOYP_LOC575893.1.1|m.62614	30
CHOYP_LOC100370896.4.4|m.56380	30
CHOYP_ISCW_ISCW005292.1.1|m.11066	30
CHOYP_LIGO2.1.2|m.3525	30
CHOYP_IF4A3.1.1|m.30424	30
CHOYP_NEMVEDRAFT_V1G180651.1.2|m.2808	30
CHOYP_LOC100648051.2.2|m.61174	30
CHOYP_BRAFLDRAFT_121562.1.1|m.37267	30
CHOYP_GZF1.1.2|m.7747	30
CHOYP_Y0417.2.2|m.29395	30
CHOYP_LOC100378071.1.1|m.40488	30
CHOYP_LOC100186203.1.1|m.7876	30
CHOYP_SHMT2.1.1|m.10572	30
CHOYP_AGAP_AGAP008046.1.1|m.58394	30
CHOYP_KS6A1.1.1|m.38387	30
CHOYP_NRP.2.4|m.39720	30
CHOYP_SMRC2.2.2|m.49912	30
CHOYP_GLNA2.1.4|m.4133	30
CHOYP_DPSE_GA19599.1.1|m.64309	30
CHOYP_ISCW_ISCW018425.1.1|m.35608	30
CHOYP_NRG.1.1|m.10622	30
CHOYP_ERP44.1.1|m.3853	30
CHOYP_LOC100689951.1.1|m.56514	30
CHOYP_LOC764722.1.3|m.16471	30
CHOYP_RL8.10.10|m.65636	30
CHOYP_TITIN.6.19|m.31591	30
CHOYP_MTHR.1.1|m.54596	30
CHOYP_ACTC.3.6|m.21571	30
CHOYP_TBA.1.6|m.12217	29
CHOYP_TXND3.4.4|m.64014	29
CHOYP_LOC100862999.1.1|m.11759	29
CHOYP_GCSP.1.1|m.46644	29
CHOYP_DYNLL2.2.2|m.37356	29
CHOYP_LOC100374422.1.2|m.26376	29
CHOYP_HS90A.3.3|m.28300	29
CHOYP_PSA1.1.1|m.44276	29
CHOYP_SCP.8.12|m.57173	29
CHOYP_BRAFLDRAFT_118310.1.1|m.8287	29
CHOYP_RL14.2.9|m.10151	29
CHOYP_API5.1.1|m.17066	29
CHOYP_LOC101164482.1.1|m.44586	29
CHOYP_MPP2.1.1|m.62101	29
CHOYP_LOC100118464.1.1|m.33259	29
CHOYP_IF2H.1.1|m.18253	29
CHOYP_RAB35.1.1|m.8278	29
CHOYP_GMDS.1.1|m.28602	29
CHOYP_BRAFLDRAFT_123986.1.1|m.47284	29
CHOYP_RL18A.1.8|m.12900	29
CHOYP_LOC100908688.1.5|m.30293	29
CHOYP_LOC100647948.1.1|m.9650	29
CHOYP_GMPR2.1.1|m.63274	29
CHOYP_BRAFLDRAFT_117976.2.3|m.49156	29
CHOYP_LOC100376984.1.1|m.15840	29
CHOYP_contig_017941|m.21005	29
CHOYP_NEMVEDRAFT_V1G154303.1.1|m.3521	29
CHOYP_contig_032576|m.37192	28
CHOYP_LOC661226.1.1|m.62936	28
CHOYP_ATC1.1.1|m.5160	28
K1C10_HUMAN	28
CHOYP_DCTN1.2.2|m.40900	28
CHOYP_ISCW_ISCW010532.1.4|m.11493	28
CHOYP_LOC100371909.1.1|m.30745	28
CHOYP_BRAFLDRAFT_272416.1.1|m.56641	28
CHOYP_MLP2.4.4|m.62619	28
CHOYP_LOC100710670.1.2|m.7245	28
CHOYP_LOC100376457.1.2|m.11537	28
CHOYP_contig_043813|m.50619	28
CHOYP_BRAFLDRAFT_130809.1.1|m.5127	28
CHOYP_LOC100710670.2.2|m.45011	28
CHOYP_RAEL1.1.1|m.40419	28
CHOYP_BRAFLDRAFT_225253.1.1|m.9264	28
CHOYP_EIF4BB.1.1|m.51065	28
CHOYP_PAK1.1.1|m.50796	28
CHOYP_EPN4.1.3|m.10807	28
CHOYP_NOL5.1.1|m.49429	28
CHOYP_LOC100161360.1.1|m.65809	28
CHOYP_CYC.1.5|m.5663	28
CHOYP_PP4R1.1.1|m.11682	28
CHOYP_ISCW_ISCW012366.1.1|m.3691	28
CHOYP_LOC100373842.2.4|m.5139	27
CHOYP_BRAFLDRAFT_129885.2.2|m.34895	27
CHOYP_ARPC2.1.1|m.50573	27
CHOYP_PDLI1.2.2|m.2094	27
CHOYP_BRAFLDRAFT_124275.1.1|m.8900	27
CHOYP_RL23.1.11|m.2901	27
CHOYP_contig_039285|m.44499	27
CHOYP_LOC101078542.1.1|m.44610	27
CHOYP_NASP.2.4|m.13404	27
CHOYP_LGR4.1.2|m.27343	27
CHOYP_MTND.2.3|m.41824	27
CHOYP_PEPM.1.1|m.14235	27
CHOYP_SYYC.1.2|m.23460	27
CHOYP_SHEP.1.1|m.27990	27
CHOYP_PAPSS.1.1|m.53055	27
CHOYP_VATC1.1.1|m.38693	27
CHOYP_LOC100533290.1.1|m.9001	27
CHOYP_LOC764806.1.2|m.17636	27
CHOYP_contig_026567|m.30260	27
CHOYP_NMT2.1.2|m.10421	27
CHOYP_LOC100371557.1.1|m.57537	27
CHOYP_BRAFLDRAFT_118790.1.1|m.29970	27
CHOYP_XPP1.1.2|m.16748	27
CHOYP_ABCF2.1.2|m.28360	27
CHOYP_ACAC.1.2|m.16888	27
CHOYP_AGRIN.2.5|m.5339	26
CHOYP_VOLCADRAFT_121426.1.1|m.43175	26
CHOYP_AL4A1.1.1|m.28988	26
CHOYP_BRAFLDRAFT_90953.1.1|m.48786	26
CHOYP_PSMC6.1.1|m.13888	26
CHOYP_BRAFLDRAFT_99083.1.1|m.11705	26
CHOYP_LYS3.1.1|m.31221	26
CHOYP_NEMVEDRAFT_V1G173323.2.2|m.55211	26
CHOYP_PSMB2.1.1|m.62965	26
CHOYP_BRAFLDRAFT_72748.1.1|m.27724	26
CHOYP_VATE.1.1|m.21420	26
CHOYP_LOC100181826.1.1|m.16288	26
CHOYP_LOC100745778.1.1|m.27697	26
CHOYP_LOC100373353.1.1|m.50175	26
CHOYP_contig_040750|m.46306	26
CHOYP_NSF1C.1.1|m.62502	26
CHOYP_PRPS1.1.1|m.10083	26
CHOYP_TNPO1.1.1|m.8874	26
CHOYP_SF3A3.1.1|m.50392	26
CHOYP_LOC100372889.2.2|m.57965	26
CHOYP_LOC100377412.1.1|m.41404	26
CHOYP_GLRX3.1.1|m.63529	26
CHOYP_NFS1.1.1|m.1622	26
CHOYP_MYO18.1.1|m.3952	26
CHOYP_RD23B.1.1|m.38952	26
CHOYP_LOC100366455.1.3|m.13543	26
CHOYP_LOC663261.1.1|m.21784	26
CHOYP_PCKG.1.2|m.43784	25
CHOYP_LOC100633077.4.4|m.62658	25
CHOYP_LOC659512.3.4|m.26463	25
CHOYP_LOC100891656.1.1|m.62466	25
CHOYP_TNNI.3.3|m.56962	25
CHOYP_CPIPJ_CPIJ012408.1.1|m.10724	25
CHOYP_LOC100533521.2.2|m.52097	25
CHOYP_RL10A.1.2|m.7633	25
CHOYP_ECHM.1.1|m.38462	25
CHOYP_LOC100875390.1.1|m.24780	25
CHOYP_BRAFLDRAFT_113552.1.1|m.29171	25
CHOYP_MEGF6.8.59|m.7292	25
CHOYP_BRAFLDRAFT_77132.1.2|m.5217	25
CHOYP_LOC100371319.1.1|m.10776	25
CHOYP_LOC100374527.1.1|m.55214	25
CHOYP_LOC578003.1.1|m.64329	25
CHOYP_SCOT1.1.1|m.59655	25
CHOYP_LOC582154.1.1|m.58922	25
CHOYP_MCCA.1.1|m.18170	25
CHOYP_ISCW_ISCW008555.1.1|m.40873	25
CHOYP_BRAFLDRAFT_123736.1.1|m.48671	25
CHOYP_LOC581387.1.1|m.56997	25
CHOYP_STRN3.3.5|m.25133	25
CHOYP_ISCW_ISCW021601.2.2|m.20304	25
CHOYP_LOC100370551.1.1|m.64375	25
CHOYP_ELDP2.1.2|m.39081	25
CHOYP_XDH.1.3|m.46824	25
CHOYP_VWDE.8.13|m.38775	25
CHOYP_LOC662115.2.2|m.15477	25
CHOYP_LOC100690782.1.1|m.26094	25
CHOYP_CPIPJ_CPIJ003871.1.1|m.147	25
CHOYP_GIGA2.1.1|m.44916	25
CHOYP_LOC100708717.1.1|m.5825	24
CHOYP_LOC594130.1.1|m.48747	24
CHOYP_LS14A.2.3|m.10984	24
CHOYP_GNBPB3.1.1|m.55379	24
CHOYP_LOC659512.1.4|m.6122	24
CHOYP_LOC100374268.1.1|m.58983	24
CHOYP_MCM4.1.1|m.61254	24
CHOYP_PMAR_PMAR003946.2.2|m.31102	24
CHOYP_BRAFLDRAFT_266349.1.1|m.9217	24
CHOYP_STIP1.2.2|m.54723	24
CHOYP_BRAFLDRAFT_264234.1.2|m.5174	24
CHOYP_RS9.8.13|m.41198	24
CHOYP_DHB4.1.2|m.13985	24
CHOYP_BRAFLDRAFT_275724.1.1|m.54178	24
CHOYP_SRP54.1.2|m.21986	24
CHOYP_CALM.44.50|m.56751	24
CHOYP_LOC658201.1.1|m.42880	24
CHOYP_ETFD.1.1|m.6881	24
CHOYP_COPE.1.1|m.48265	24
CHOYP_RS9.11.13|m.49921	24
CHOYP_PYR1.1.1|m.61565	24
CHOYP_LOC101155522.1.1|m.45101	24
CHOYP_LOC100880757.2.2|m.41249	24
CHOYP_GRM1.2.2|m.65835	24
CHOYP_BRAFLDRAFT_285738.1.1|m.21025	24
CHOYP_BRAFLDRAFT_121480.1.1|m.48790	24
CHOYP_BRAFLDRAFT_276908.1.1|m.28793	24
CHOYP_BRAFLDRAFT_264234.2.2|m.7063	24
CHOYP_BRAFLDRAFT_83552.1.1|m.55255	24
CHOYP_TBA1.2.9|m.9962	24
CHOYP_ATS2.1.2|m.39791	24
CHOYP_NEMVEDRAFT_V1G203842.1.1|m.60812	24
CHOYP_TVAG_106580.1.1|m.44429	24
CHOYP_EIF1B.1.3|m.29107	24
CHOYP_UAFA.6.8|m.45002	24
CHOYP_BRAFLDRAFT_58684.1.1|m.13006	24
CHOYP_SPT6H.1.1|m.55595	24
CHOYP_RLA1.5.12|m.15482	24
CHOYP_BRAFLDRAFT_117106.1.1|m.49365	23
CHOYP_GSTP1.2.2|m.30099	23
CHOYP_RAB1A.1.3|m.10036	23
CHOYP_LOC100695151.2.2|m.30573	23
CHOYP_LOC583472.1.1|m.25642	23
CHOYP_LOC763463.1.1|m.1366	23
CHOYP_EIF3G.1.1|m.29464	23
CHOYP_NEMVEDRAFT_V1G204928.2.2|m.27972	23
CHOYP_FAT4.8.10|m.44748	23
CHOYP_LOC101069759.1.1|m.40708	23
CHOYP_contig_009870|m.11509	23
CHOYP_KCP.6.13|m.26127	23
CHOYP_LOC100533528.2.2|m.26125	23
CHOYP_PCCB.1.2|m.3058	23
CHOYP_UBCD1.1.2|m.50237	23
CHOYP_CSAD.1.1|m.40056	23
CHOYP_NUP205.1.1|m.54932	23
CHOYP_KAPR.2.3|m.56519	23
CHOYP_LOC100374495.1.1|m.55368	23
CHOYP_BDH2.1.2|m.30737	23
CHOYP_BRAFLDRAFT_281658.1.1|m.6266	23
CHOYP_SYHC.1.1|m.65924	23
CHOYP_ISCW_ISCW014579.2.2|m.5327	23
CHOYP_LOC100742289.1.1|m.25180	23
CHOYP_BRAFLDRAFT_208819.1.1|m.61941	23
CHOYP_MTPN.2.2|m.58730	23
CHOYP_IMDH3.1.1|m.51789	23
CHOYP_IPO9.1.4|m.24013	23
CHOYP_BRAFLDRAFT_126700.1.2|m.17811	23
CHOYP_contig_024697|m.28081	23
CHOYP_VRP.2.4|m.18914	23
CHOYP_BRAFLDRAFT_118803.1.1|m.14069	23
CHOYP_ISCW_ISCW010143.3.3|m.61542	23
CHOYP_LOC660338.1.1|m.33595	23
CHOYP_SPTCA.2.2|m.25615	22
CHOYP_SC31A.1.2|m.8241	22
CHOYP_LOC659024.1.2|m.31136	22
CHOYP_AAEL_AAEL006854.1.1|m.13363	22
CHOYP_RL9.4.6|m.43062	22
CHOYP_UBP15.4.4|m.56615	22
CHOYP_TRIADDRAFT_63666.3.3|m.57696	22
CHOYP_LOC100640001.2.2|m.62667	22
CHOYP_LOC101416772.1.1|m.30815	22
CHOYP_TRIADDRAFT_26208.1.1|m.10460	22
CHOYP_LOC101160163.2.2|m.44944	22
CHOYP_LOC100114736.1.1|m.18266	22
CHOYP_LOC591570.1.1|m.4767	22
CHOYP_BRAFLDRAFT_114866.1.5|m.6859	22
CHOYP_HSP7D.3.3|m.41778	22
CHOYP_HPRT.1.1|m.61881	22
CHOYP_ATP5H.1.1|m.22927	22
CHOYP_LOC100377160.2.2|m.55835	22
CHOYP_UCHL5.2.2|m.46419	22
CHOYP_IQGA1.1.1|m.47731	22
CHOYP_CHGG_10233.1.1|m.39238	22
CHOYP_MP2K5.1.1|m.45312	22
CHOYP_contig_002999|m.3300	22
CHOYP_LOC100880948.1.1|m.25232	22
CHOYP_LOC100748625.1.1|m.24479	22
CHOYP_SF3A1.1.3|m.41531	22
CHOYP_LOC100375089.1.1|m.1341	22
CHOYP_LOC100567114.1.1|m.39091	22
CHOYP_ISCW_ISCW017655.1.1|m.22914	22
CHOYP_THIKA.1.1|m.13333	22
CHOYP_LOC100376308.1.1|m.60595	22
CHOYP_LOC100367069.1.1|m.14484	22
CHOYP_ISCW_ISCW022925.1.2|m.61535	22
CHOYP_LOC100378619.2.2|m.36047	22
CHOYP_BRAFLDRAFT_114106.1.1|m.28307	22
CHOYP_UBQL4.1.1|m.37426	22
CHOYP_GSK3B.1.1|m.62139	22
CHOYP_SSPO.12.14|m.53188	22
CHOYP_LOC581113.2.2|m.57598	22
CHOYP_LOC100181355.1.1|m.48652	22
CHOYP_contig_016554|m.19499	22
CHOYP_LOC100867628.1.1|m.1331	21
CHOYP_CBS.2.2|m.65898	21
CHOYP_BRAFLDRAFT_126856.2.3|m.30577	21
CHOYP_PDIA3.1.1|m.60223	21
CHOYP_contig_027060|m.30790	21
K22E_HUMAN	21
CHOYP_NEMVEDRAFT_V1G164392.1.3|m.46942	21
CHOYP_NEMVEDRAFT_V1G236658.3.6|m.24704	21
CHOYP_LOC100378714.2.4|m.30802	21
CHOYP_LOC100222774.1.1|m.56992	21
CHOYP_LOC100118098.1.1|m.14795	21
CHOYP_LOC100745429.1.1|m.27818	21
CHOYP_FA49B.1.1|m.294	21
CHOYP_LOC100370900.1.1|m.20012	21
CHOYP_LOC591797.1.3|m.11527	21
CHOYP_NEMVEDRAFT_V1G191841.1.1|m.1745	21
CHOYP_LOC100367739.1.1|m.22741	21
CHOYP_LOC100376857.4.7|m.47467	21
CHOYP_VATB.2.2|m.62084	21
CHOYP_BRAFLDRAFT_127028.1.1|m.18415	21
CHOYP_FKBP1AA.1.1|m.26101	21
CHOYP_SUCB1.1.1|m.41299	21
CHOYP_KHDR1.1.1|m.8878	21
CHOYP_RS21.1.4|m.13400	21
CHOYP_CPIPJ_CPIJ001623.1.1|m.19531	21
CHOYP_XPO2.1.1|m.50289	21
CHOYP_BRAFLDRAFT_251578.1.1|m.15566	21
CHOYP_PHATRDRAFT_43152.1.1|m.15003	21
CHOYP_PPP1R7.1.1|m.37778	21
CHOYP_NEMVEDRAFT_V1G183894.1.1|m.55454	21
CHOYP_contig_027593|m.31285	21
CHOYP_LOC578680.1.1|m.49370	21
CHOYP_LOC100371005.1.2|m.2526	21
CHOYP_FMRP.1.2|m.37742	21
CHOYP_LOC100370330.1.1|m.10944	21
CHOYP_LOC100879389.2.2|m.63959	21
CHOYP_CEBPZ.1.1|m.12869	21
CHOYP_H3.1.2|m.3829	21
CHOYP_SCP.9.12|m.62606	21
CHOYP_LOC100375784.2.6|m.7640	21
CHOYP_DSIM_GD13354.1.1|m.6235	21
CHOYP_LOC100373083.1.2|m.19987	21
CHOYP_LOC778718.1.1|m.29230	21
CHOYP_VIGLN.2.2|m.61191	21
CHOYP_contig_014958|m.17266	21
CHOYP_CC136.1.1|m.64302	21
CHOYP_LOC100123521.2.2|m.52492	20
CHOYP_BRAFLDRAFT_129885.1.2|m.24564	20
CHOYP_LOC100373864.1.2|m.16543	20
CHOYP_BRAFLDRAFT_59014.1.1|m.59709	20
CHOYP_contig_004795|m.5507	20
CHOYP_PACN2.2.2|m.25018	20
CHOYP_PSDE.1.1|m.38562	20
CHOYP_contig_001305|m.1337	20
CHOYP_EMAL6.1.1|m.6370	20
CHOYP_LOC101175582.1.1|m.59321	20
CHOYP_LOC100533357.1.2|m.56848	20
CHOYP_BRAFLDRAFT_128749.1.1|m.56605	20
CHOYP_contig_002826|m.3144	20
CHOYP_TEKT5.1.1|m.60033	20
CHOYP_BRAFLDRAFT_206907.11.11|m.60961	20
CHOYP_AAEL_AAEL009387.1.1|m.66163	20
CHOYP_LOC588440.1.1|m.4951	20
CHOYP_LOC100373522.5.5|m.54028	20
CHOYP_ISCW_ISCW013767.1.1|m.29335	20
CHOYP_DD19A.1.1|m.57641	20
CHOYP_BRAFLDRAFT_115743.1.1|m.61177	20
CHOYP_TFG.1.1|m.8487	20
CHOYP_LOC100375029.3.10|m.11445	20
CHOYP_BRAFLDRAFT_266781.1.2|m.24881	20
CHOYP_LOC100370913.1.1|m.19909	20
CHOYP_ACT5.3.3|m.41147	20
CHOYP_LOC100708991.5.5|m.59991	20
CHOYP_IVD.1.2|m.5213	20
CHOYP_EF1A.3.4|m.63416	20
CHOYP_DRG1.1.1|m.28901	20
CHOYP_SPT5H.1.1|m.60053	20
CHOYP_GOLP3.1.1|m.52389	20
CHOYP_TOMM70A.1.1|m.42370	20
CHOYP_SMP_143090.1.1|m.6805	20
CHOYP_ARALYDRAFT_472154.1.1|m.29819	20
CHOYP_ISCW_ISCW011341.1.1|m.18728	20
CHOYP_contig_052083|m.62396	20
CHOYP_CDC5L.1.1|m.25107	20
CHOYP_ZYRO0F11880G.1.1|m.7082	20
CHOYP_EF1G.2.3|m.50676	20
CHOYP_LDB3.1.1|m.371	20
CHOYP_contig_039366|m.44569	20
CHOYP_EP15R.1.1|m.14260	20
CHOYP_ISCW_ISCW005651.1.1|m.49000	20
CHOYP_AP3M2.1.1|m.43706	20
CHOYP_CELF2.2.4|m.22506	20
CHOYP_LARP4.1.1|m.14987	20
CHOYP_TNRC6A.2.2|m.59802	20
CHOYP_LOC100486063.9.9|m.65186	20
CHOYP_LOC100371232.1.1|m.25817	20
CHOYP_DNJC7.1.1|m.8987	20
CHOYP_HEM3.1.1|m.28414	20
CHOYP_LINJ_09_0950.1.1|m.64023	20
CHOYP_PRKCSH.1.1|m.28109	19
CHOYP_RL4.6.6|m.66341	19
CHOYP_HN1L.2.2|m.9837	19
CHOYP_PHUM_PHUM549040.1.1|m.10284	19
CHOYP_LOC587840.1.1|m.10143	19
CHOYP_BRAFLDRAFT_57395.1.1|m.9938	19
CHOYP_MROH1.1.1|m.24366	19
CHOYP_PGM2.1.1|m.65095	19
CHOYP_PSB1.2.2|m.63827	19
CHOYP_BRAFLDRAFT_117811.1.1|m.27127	19
CHOYP_SARNP.1.1|m.46095	19
CHOYP_MPI.1.1|m.35645	19
CHOYP_LOC100370401.1.1|m.15416	19
CHOYP_NEMVEDRAFT_V1G179716.1.1|m.55972	19
CHOYP_NEMVEDRAFT_V1G97278.1.2|m.34546	19
CHOYP_RL11.2.7|m.12991	19
CHOYP_BRAFLDRAFT_113849.1.1|m.53398	19
CHOYP_CAPLA.1.2|m.51979	19
CHOYP_GSLG1.3.3|m.66468	19
CHOYP_contig_051787|m.61994	19
CHOYP_RFA1.1.1|m.16020	19
CHOYP_RSMB.1.2|m.12400	19
CHOYP_NEMVEDRAFT_V1G162365.1.1|m.8038	19
CHOYP_SC24B.1.2|m.95	19
CHOYP_XPO1.1.1|m.31560	19
CHOYP_ACTZ.1.1|m.12877	19
CHOYP_EFTS.2.2|m.66393	19
CHOYP_BRAFLDRAFT_259692.1.1|m.44099	19
CHOYP_GPSM2.1.1|m.58302	19
CHOYP_KCP.8.13|m.40457	19
CHOYP_RXR.1.2|m.45987	19
CHOYP_ACIN1A.2.2|m.51408	19
CHOYP_BRAFLDRAFT_80039.1.1|m.2568	19
CHOYP_ANR17.1.2|m.772	19
CHOYP_LOC100164363.1.1|m.61731	19
CHOYP_BRAFLDRAFT_121507.1.2|m.30603	19
CHOYP_LOC100375405.1.1|m.48387	19
CHOYP_HS12B.7.14|m.40601	19
CHOYP_CATA.2.3|m.18454	19
CHOYP_SASB.3.3|m.51787	19
CHOYP_LOC100373694.1.1|m.11753	19
CHOYP_LOC753939.1.1|m.44379	19
CHOYP_CNE_1C34780.3.3|m.30615	19
CHOYP_A1CF.1.2|m.8145	19
CHOYP_contig_039330|m.44540	19
CHOYP_contig_055984|m.66583	19
CHOYP_LOC100115298.1.1|m.39207	19
CHOYP_BRAFLDRAFT_122389.1.1|m.15498	19
CHOYP_LOC100368238.1.1|m.7505	19
CHOYP_MCMBP.1.2|m.3994	19
CHOYP_ENPL.4.4|m.47194	18
CHOYP_PPN.3.4|m.50209	18
CHOYP_BRAFLDRAFT_226506.3.3|m.53203	18
CHOYP_NOP56.1.1|m.55664	18
CHOYP_LOC100373457.1.1|m.27685	18
CHOYP_LOC100497129.3.8|m.32060	18
CHOYP_BRAFLDRAFT_83096.1.1|m.27011	18
CHOYP_LOC100372150.1.1|m.7059	18
CHOYP_BRAFLDRAFT_115951.1.1|m.22622	18
CHOYP_BRAFLDRAFT_124020.1.1|m.22574	18
CHOYP_ACT.19.27|m.53936	18
CHOYP_LOC100743251.1.1|m.16814	18
CHOYP_LOC577371.1.2|m.46335	18
CHOYP_LOC586039.1.1|m.27100	18
CHOYP_CPIPJ_CPIJ007907.1.1|m.45771	18
CHOYP_SEC13.1.1|m.20714	18
CHOYP_STAR5.2.2|m.39352	18
CHOYP_LOC100114310.2.2|m.64228	18
CHOYP_BRAFLDRAFT_281217.1.1|m.15677	18
CHOYP_FYN.1.1|m.44312	18
CHOYP_CHRD1.1.1|m.42143	18
CHOYP_LOC100369031.1.1|m.19197	18
CHOYP_DNAH12.2.3|m.32353	18
CHOYP_MTA1.1.1|m.12640	18
CHOYP_NEMVEDRAFT_V1G247177.1.1|m.63233	18
CHOYP_LOC100370478.2.2|m.16291	18
CHOYP_ARC1A.1.1|m.56262	18
CHOYP_SI_CH211-197G15.10.6.7|m.50389	18
CHOYP_DANA_GF18010.1.1|m.6864	18
CHOYP_LOC100372505.1.2|m.10261	18
CHOYP_LOC101157371.3.3|m.51109	18
CHOYP_UBE2N.1.1|m.62056	18
CHOYP_GCST.1.1|m.16047	18
CHOYP_BRAFLDRAFT_127466.1.1|m.62415	18
CHOYP_ZNF259.1.1|m.10424	18
CHOYP_LOC100634688.6.6|m.63689	18
CHOYP_LOC100371390.1.1|m.8047	18
CHOYP_1433Z.1.1|m.17045	18
CHOYP_PPID.1.1|m.55261	18
CHOYP_ANM5.1.1|m.1529	18
CHOYP_EEF1A.2.3|m.20692	18
CHOYP_LOC100644321.6.7|m.56495	18
CHOYP_CPIPJ_CPIJ008112.1.1|m.51524	18
CHOYP_CSK.1.1|m.55145	18
CHOYP_LOC100122293.2.2|m.61265	18
CHOYP_LOC100378839.1.1|m.21328	18
CHOYP_LMO7.1.1|m.27803	18
CHOYP_DYN1.2.3|m.30771	18
CHOYP_BRAFLDRAFT_279625.1.1|m.51890	18
CHOYP_HSP7E.1.1|m.13730	18
CHOYP_BRAFLDRAFT_63281.2.2|m.46528	18
CHOYP_LOC754102.1.1|m.57575	18
CHOYP_ACT3A.1.1|m.25943	18
CHOYP_BRAFLDRAFT_67459.2.2|m.56116	18
CHOYP_PERQ2.2.2|m.40796	18
CHOYP_LOC100368938.2.2|m.53945	18
CHOYP_GDE.1.1|m.54948	18
CHOYP_KCP.9.13|m.43409	18
CHOYP_TRIADDRAFT_32712.4.4|m.44519	18
CHOYP_LOC100377100.1.1|m.51994	18
CHOYP_LOC100485159.1.1|m.30340	18
CHOYP_contig_033285|m.37973	18
CHOYP_BRAFLDRAFT_84838.3.6|m.42355	18
CHOYP_BRAFLDRAFT_226506.1.3|m.1062	18
CHOYP_LOC100367089.1.4|m.1384	18
CHOYP_LOC100371248.1.2|m.10238	18
CHOYP_NEMVEDRAFT_V1G181421.1.1|m.3106	17
CHOYP_Y1004.1.1|m.18927	17
CHOYP_EF1A.3.4|m.63413	17
CHOYP_NAGLU.2.2|m.60267	17
CHOYP_LOC754396.1.1|m.39126	17
CHOYP_BRAFLDRAFT_118294.2.2|m.15439	17
CHOYP_DHX15.2.2|m.62441	17
CHOYP_UBR4.1.1|m.34997	17
CHOYP_LOC656402.1.1|m.62053	17
CHOYP_NDK7.1.1|m.64883	17
