GO Accession	GO Name	GO Aspect	P-value (1)	P-value (2)	Protein List (1)	Protein List (2)
GO:0006397	mRNA processing	biological_process	5.41E-12		CHOYP_LOC100680210.1.1|m.5750,CHOYP_LOC100183682.1.1|m.61630,CHOYP_BRAFLDRAFT_223429.2.2|m.38659,CHOYP_LOC100374345.1.2|m.11328,CHOYP_LSM2.1.2|m.54283,CHOYP_PABP2.1.1|m.12768,CHOYP_LOC100115467.1.1|m.51329,CHOYP_LOC100376610.3.3|m.19687,CHOYP_ISCW_ISCW014398.1.3|m.15838,CHOYP_LOC100123667.1.1|m.22353,CHOYP_CRNL1.1.1|m.2792,CHOYP_A4.3.3|m.22262,CHOYP_SK2L2.1.1|m.35679,CHOYP_HNRPR.1.2|m.44125,CHOYP_BRAFLDRAFT_57552.1.1|m.8199,CHOYP_PPWD1.1.1|m.48713,CHOYP_THOC5.1.1|m.12880,CHOYP_RAVR1.1.1|m.62572,CHOYP_SRPK2.1.1|m.5002,CHOYP_LOC588572.1.2|m.17892,CHOYP_PININ.1.1|m.56667,CHOYP_SPT5H.1.1|m.60053,CHOYP_BRAFLDRAFT_223429.1.2|m.30136,CHOYP_THOC2.1.2|m.9631,CHOYP_PRPF4.1.1|m.62194,CHOYP_XRN2.1.1|m.13943,CHOYP_LOC100118098.1.1|m.14795,CHOYP_LOC101063699.1.1|m.18944,CHOYP_BRAFLDRAFT_215789.1.1|m.60405,CHOYP_CDC73.1.1|m.36157,CHOYP_SPT6H.1.1|m.55595,CHOYP_LOC100371628.1.1|m.35401,CHOYP_SF3B1.1.3|m.24001,CHOYP_BRAFLDRAFT_99641.1.1|m.63666,CHOYP_LOC100122037.1.1|m.12516,CHOYP_SNUT2.1.1|m.19264,CHOYP_RU1C.1.2|m.50387,CHOYP_LOC100377235.1.2|m.30935,CHOYP_BRAFLDRAFT_238139.1.1|m.12224,CHOYP_LOC100072802.1.1|m.27280,CHOYP_ISY1.1.1|m.53545,CHOYP_RNP1B.1.1|m.59888,CHOYP_TFP11.1.1|m.65838,CHOYP_RPC1.1.1|m.16568,CHOYP_PLRG1.1.1|m.65600,CHOYP_LOC100376908.1.4|m.112,CHOYP_LOC100701725.1.1|m.54512,CHOYP_DDX23.1.1|m.20195,CHOYP_LOC100373917.1.1|m.43876,CHOYP_BRAFLDRAFT_206907.5.11|m.19273,CHOYP_PHUM_PHUM241330.1.3|m.29132,CHOYP_ACIN1A.2.2|m.51408,CHOYP_RBM22.1.1|m.43645,CHOYP_LOC100711617.1.1|m.9209,CHOYP_ISCW_ISCW001190.1.1|m.26579,CHOYP_BRAFLDRAFT_124972.2.5|m.4101,CHOYP_RBM25.1.2|m.41094,CHOYP_LOC100373287.1.1|m.36226,CHOYP_CYPL.1.1|m.25000,CHOYP_CPSF5.1.2|m.59012,CHOYP_LOC100181343.1.1|m.59214,CHOYP_WBP11.1.1|m.12849,CHOYP_CPIPJ_CPIJ007723.4.4|m.64973,CHOYP_MTR1.1.1|m.59840,CHOYP_IWS1.1.1|m.13972,CHOYP_SF3B5.1.1|m.12205,CHOYP_RU2A.1.1|m.20848,CHOYP_CWC22.1.1|m.29270,CHOYP_SF3B3.1.1|m.45473,CHOYP_A4.2.3|m.7550,CHOYP_PAPOG.1.2|m.33182,CHOYP_CPSF1.1.1|m.27767,CHOYP_ISCW_ISCW012036.1.1|m.27987,CHOYP_PHF5A.1.1|m.32389,CHOYP_LOC100878601.1.1|m.15486,CHOYP_LOC100476601.1.1|m.9343,CHOYP_SPF45.1.1|m.22111,CHOYP_ANM5.1.1|m.1529,CHOYP_LOC100875404.1.1|m.8506,CHOYP_U5S1.1.1|m.49230,CHOYP_CDK13.1.1|m.59965,CHOYP_U520.1.1|m.7087,CHOYP_LOC100376500.1.1|m.36606,CHOYP_RSMB.1.2|m.12400,CHOYP_LOC100867962.1.1|m.19193,CHOYP_BRAFLDRAFT_85822.1.1|m.10102,CHOYP_PRP31.3.6|m.8812,CHOYP_BRAFLDRAFT_125735.1.3|m.26333,CHOYP_LOC656201.1.1|m.8657,CHOYP_LOC100370269.1.1|m.55713,CHOYP_RFOX2.1.2|m.24118,CHOYP_LOC586835.1.1|m.9967,CHOYP_MGN2.1.1|m.9330,CHOYP_LOC661829.1.1|m.64858,CHOYP_LOC577338.1.1|m.9819,CHOYP_LOC578672.2.2|m.44884,CHOYP_VIR.1.1|m.51105,CHOYP_IF4A3.1.1|m.30424,CHOYP_LOC100367637.1.1|m.55661,CHOYP_DSRAD.1.4|m.4228,CHOYP_MET14.1.1|m.5073,CHOYP_PRP18.1.1|m.2214,CHOYP_LOC100367069.1.1|m.14484,CHOYP_LOC100745429.1.1|m.27818,CHOYP_LOC662320.1.2|m.18374,CHOYP_RS3A.4.15|m.15366,CHOYP_CELF2.2.4|m.22506,CHOYP_LOC101175582.1.1|m.59321,CHOYP_PABP4.4.6|m.38167,CHOYP_LC7L3.1.1|m.20705,CHOYP_RBMX.1.1|m.26723,CHOYP_LOC100373136.1.1|m.6977,CHOYP_LOC663518.1.1|m.11968,CHOYP_PPIE.1.1|m.18580,CHOYP_BRAFLDRAFT_126700.1.2|m.17811,CHOYP_AQR.1.1|m.9127,CHOYP_BRAFLDRAFT_221294.2.2|m.52722,CHOYP_LOC100375551.1.2|m.27489,CHOYP_LOC100725472.1.2|m.5970,CHOYP_SYMPK.1.1|m.1791,CHOYP_DDX46.1.1|m.52473,CHOYP_PHUM_PHUM544530.1.1|m.38469,CHOYP_LOC101062323.1.1|m.15918,CHOYP_THOC1.1.1|m.62740,CHOYP_LOC100696985.1.1|m.17599,CHOYP_ISCW_ISCW023180.1.2|m.31255,CHOYP_SSU72.1.1|m.2079,CHOYP_LOC593522.1.2|m.5381,CHOYP_BTZ.1.1|m.45914,CHOYP_DHX8.2.3|m.55112,CHOYP_DX39B.2.3|m.18241,CHOYP_BRAFLDRAFT_265613.1.2|m.14785,CHOYP_TSP_00320.1.1|m.7280,CHOYP_BRAFLDRAFT_115639.1.1|m.11373,CHOYP_LOC659398.1.1|m.9611,CHOYP_LOC100367051.1.1|m.13013,CHOYP_CBPC1.1.1|m.30713,CHOYP_RBM39.1.1|m.19427,CHOYP_PHUM_PHUM423190.1.1|m.18351,CHOYP_ISCW_ISCW020550.2.2|m.18099,CHOYP_CSTF3.1.1|m.10636,CHOYP_PAN2.1.1|m.44690,CHOYP_LOC100367837.1.1|m.56015,CHOYP_PRP4B.1.1|m.28423,CHOYP_BRAFLDRAFT_117858.2.3|m.48274,CHOYP_NCBP2.1.1|m.60410,CHOYP_ND4.3.5|m.19536,CHOYP_LOC100369712.1.1|m.64282,CHOYP_MCES.1.2|m.15348,CHOYP_LOC100378252.1.1|m.16877,CHOYP_NEMVEDRAFT_V1G247177.1.1|m.63233,CHOYP_SNW1.2.2|m.19563,CHOYP_DHX15.2.2|m.62441,CHOYP_HSP7D.2.3|m.34785,CHOYP_CPSF2.1.1|m.13908,CHOYP_LOC100565366.1.1|m.49990,CHOYP_SART1.1.1|m.14398,CHOYP_U2AF2.1.1|m.30416,CHOYP_SF3B4.1.1|m.14985,CHOYP_CTBL1.1.1|m.22983,CHOYP_LOC100116878.1.1|m.11655,CHOYP_PRP8.1.1|m.51584,CHOYP_LSM4.1.3|m.2601,CHOYP_PCF11.1.1|m.49191,CHOYP_1433G.2.2|m.63451,CHOYP_ORC1.1.2|m.17178,CHOYP_CDC5L.1.1|m.25107,CHOYP_LOC100113671.1.1|m.18491,CHOYP_LOC100701406.1.1|m.23796,CHOYP_ZNF259.1.1|m.10424,CHOYP_RPB2.1.1|m.38872,CHOYP_LOC100693575.1.1|m.19082,CHOYP_THOC7.1.1|m.6771,CHOYP_FL2D.1.1|m.62439,CHOYP_ISCW_ISCW006831.1.1|m.23820,CHOYP_LOC100371232.1.1|m.25817,CHOYP_TRA2A.1.1|m.21305,CHOYP_DDX1.1.1|m.46908,CHOYP_PPIH.1.1|m.18923,CHOYP_PHUM_PHUM600390.1.1|m.6641,CHOYP_LOC100217869.1.2|m.29774,CHOYP_SF3A3.1.1|m.50392,CHOYP_A1CF.1.2|m.8145,CHOYP_PRP6.1.2|m.28600,CHOYP_BRAFLDRAFT_282200.1.1|m.18115,CHOYP_DDX47.1.1|m.11144,CHOYP_LOC100117917.1.1|m.21225,CHOYP_RED1.2.2|m.61084,CHOYP_SF3A1.1.3|m.41531,CHOYP_BRAFLDRAFT_89362.1.1|m.49683,CHOYP_LOC100869625.1.1|m.52959,CHOYP_LOC100377054.1.1|m.8489,CHOYP_MINT.1.1|m.54605,CHOYP_CLASR.1.2|m.27688,CHOYP_BRAFLDRAFT_114843.2.2|m.57232,CHOYP_LEG4.1.1|m.22079,CHOYP_BRAFLDRAFT_251578.1.1|m.15566,CHOYP_LOC584058.1.1|m.59244,CHOYP_LSM3.1.1|m.9505,CHOYP_LOC100556517.1.1|m.22221,CHOYP_BRAFLDRAFT_128129.1.1|m.63237,CHOYP_BRAFLDRAFT_136434.1.1|m.33244,CHOYP_CELF4.1.1|m.22429	
GO:0008380	RNA splicing	biological_process	5.45E-11		CHOYP_LOC663518.1.1|m.11968,CHOYP_PPIE.1.1|m.18580,CHOYP_LOC100680210.1.1|m.5750,CHOYP_BRAFLDRAFT_126700.1.2|m.17811,CHOYP_LOC100183682.1.1|m.61630,CHOYP_BRAFLDRAFT_223429.2.2|m.38659,CHOYP_LOC100374345.1.2|m.11328,CHOYP_AQR.1.1|m.9127,CHOYP_LOC100375551.1.2|m.27489,CHOYP_LOC100725472.1.2|m.5970,CHOYP_LSM2.1.2|m.54283,CHOYP_LOC100115467.1.1|m.51329,CHOYP_LOC100376610.3.3|m.19687,CHOYP_ISCW_ISCW014398.1.3|m.15838,CHOYP_DDX46.1.1|m.52473,CHOYP_BRAFLDRAFT_265162.1.3|m.58969,CHOYP_LOC100123667.1.1|m.22353,CHOYP_CRNL1.1.1|m.2792,CHOYP_PHUM_PHUM544530.1.1|m.38469,CHOYP_LOC101062323.1.1|m.15918,CHOYP_A4.3.3|m.22262,CHOYP_THOC1.1.1|m.62740,CHOYP_SK2L2.1.1|m.35679,CHOYP_HNRPR.1.2|m.44125,CHOYP_CN166.1.1|m.14529,CHOYP_LOC100696985.1.1|m.17599,CHOYP_BRAFLDRAFT_57552.1.1|m.8199,CHOYP_ISCW_ISCW023180.1.2|m.31255,CHOYP_LOC593522.1.2|m.5381,CHOYP_BTZ.1.1|m.45914,CHOYP_PPWD1.1.1|m.48713,CHOYP_THOC5.1.1|m.12880,CHOYP_DHX8.2.3|m.55112,CHOYP_BRAFLDRAFT_265162.3.3|m.64003,CHOYP_RAVR1.1.1|m.62572,CHOYP_DHTK1.1.1|m.8425,CHOYP_DX39B.2.3|m.18241,CHOYP_BRAFLDRAFT_265613.1.2|m.14785,CHOYP_TSP_00320.1.1|m.7280,CHOYP_BRAFLDRAFT_115639.1.1|m.11373,CHOYP_SRPK2.1.1|m.5002,CHOYP_LOC588572.1.2|m.17892,CHOYP_LOC659398.1.1|m.9611,CHOYP_LOC100367051.1.1|m.13013,CHOYP_PININ.1.1|m.56667,CHOYP_CBPC1.1.1|m.30713,CHOYP_BRAFLDRAFT_223429.1.2|m.30136,CHOYP_THOC2.1.2|m.9631,CHOYP_RBM39.1.1|m.19427,CHOYP_PRPF4.1.1|m.62194,CHOYP_PHUM_PHUM423190.1.1|m.18351,CHOYP_ISCW_ISCW020550.2.2|m.18099,CHOYP_LOC100118098.1.1|m.14795,CHOYP_LOC101063699.1.1|m.18944,CHOYP_BRAFLDRAFT_215789.1.1|m.60405,CHOYP_BRAFLDRAFT_274539.3.3|m.49552,CHOYP_SPT6H.1.1|m.55595,CHOYP_LOC100371628.1.1|m.35401,CHOYP_CSTF3.1.1|m.10636,CHOYP_SF3B1.1.3|m.24001,CHOYP_AAEL_AAEL005197.1.1|m.59507,CHOYP_PRP4B.1.1|m.28423,CHOYP_SNUT2.1.1|m.19264,CHOYP_BRAFLDRAFT_117858.2.3|m.48274,CHOYP_NCBP2.1.1|m.60410,CHOYP_RU1C.1.2|m.50387,CHOYP_LOC100377235.1.2|m.30935,CHOYP_BRAFLDRAFT_238139.1.1|m.12224,CHOYP_LOC100369712.1.1|m.64282,CHOYP_LOC100072802.1.1|m.27280,CHOYP_ISY1.1.1|m.53545,CHOYP_RNP1B.1.1|m.59888,CHOYP_TFP11.1.1|m.65838,CHOYP_RPC1.1.1|m.16568,CHOYP_PLRG1.1.1|m.65600,CHOYP_LOC100376908.1.4|m.112,CHOYP_LOC100378252.1.1|m.16877,CHOYP_NEMVEDRAFT_V1G247177.1.1|m.63233,CHOYP_SNW1.2.2|m.19563,CHOYP_DHX15.2.2|m.62441,CHOYP_DDX23.1.1|m.20195,CHOYP_HSP7D.2.3|m.34785,CHOYP_LOC100373917.1.1|m.43876,CHOYP_BRAFLDRAFT_206907.5.11|m.19273,CHOYP_PHUM_PHUM241330.1.3|m.29132,CHOYP_ACIN1A.2.2|m.51408,CHOYP_RBM22.1.1|m.43645,CHOYP_ISCW_ISCW001190.1.1|m.26579,CHOYP_BRAFLDRAFT_124972.2.5|m.4101,CHOYP_RBM25.1.2|m.41094,CHOYP_LOC100373287.1.1|m.36226,CHOYP_CYPL.1.1|m.25000,CHOYP_LOC100181343.1.1|m.59214,CHOYP_WBP11.1.1|m.12849,CHOYP_SART1.1.1|m.14398,CHOYP_U2AF2.1.1|m.30416,CHOYP_SF3B4.1.1|m.14985,CHOYP_CTBL1.1.1|m.22983,CHOYP_PRP8.1.1|m.51584,CHOYP_IWS1.1.1|m.13972,CHOYP_SF3B5.1.1|m.12205,CHOYP_RU2A.1.1|m.20848,CHOYP_LSM4.1.3|m.2601,CHOYP_CWC22.1.1|m.29270,CHOYP_PCF11.1.1|m.49191,CHOYP_1433G.2.2|m.63451,CHOYP_SF3B3.1.1|m.45473,CHOYP_ORC1.1.2|m.17178,CHOYP_CDC5L.1.1|m.25107,CHOYP_RTCB.1.2|m.27510,CHOYP_ISCW_ISCW012036.1.1|m.27987,CHOYP_PHF5A.1.1|m.32389,CHOYP_LOC100113671.1.1|m.18491,CHOYP_SPF45.1.1|m.22111,CHOYP_ANM5.1.1|m.1529,CHOYP_LOC100701406.1.1|m.23796,CHOYP_LOC100875404.1.1|m.8506,CHOYP_U5S1.1.1|m.49230,CHOYP_ZNF259.1.1|m.10424,CHOYP_RPB2.1.1|m.38872,CHOYP_CDK13.1.1|m.59965,CHOYP_U520.1.1|m.7087,CHOYP_LOC100376500.1.1|m.36606,CHOYP_RSMB.1.2|m.12400,CHOYP_THOC7.1.1|m.6771,CHOYP_LOC100867962.1.1|m.19193,CHOYP_FL2D.1.1|m.62439,CHOYP_BRAFLDRAFT_85822.1.1|m.10102,CHOYP_ISCW_ISCW006831.1.1|m.23820,CHOYP_PRP31.3.6|m.8812,CHOYP_LOC100371232.1.1|m.25817,CHOYP_TRA2A.1.1|m.21305,CHOYP_DDX1.1.1|m.46908,CHOYP_BRAFLDRAFT_125735.1.3|m.26333,CHOYP_PPIH.1.1|m.18923,CHOYP_LOC656201.1.1|m.8657,CHOYP_PHUM_PHUM600390.1.1|m.6641,CHOYP_RFOX2.1.2|m.24118,CHOYP_LOC586835.1.1|m.9967,CHOYP_MGN2.1.1|m.9330,CHOYP_LOC661829.1.1|m.64858,CHOYP_LOC577338.1.1|m.9819,CHOYP_SF3A3.1.1|m.50392,CHOYP_LOC578672.2.2|m.44884,CHOYP_PRP6.1.2|m.28600,CHOYP_VIR.1.1|m.51105,CHOYP_IF4A3.1.1|m.30424,CHOYP_LOC100367637.1.1|m.55661,CHOYP_DDX47.1.1|m.11144,CHOYP_MET14.1.1|m.5073,CHOYP_LOC100117917.1.1|m.21225,CHOYP_PRP18.1.1|m.2214,CHOYP_LOC100367069.1.1|m.14484,CHOYP_SF3A1.1.3|m.41531,CHOYP_BRAFLDRAFT_89362.1.1|m.49683,CHOYP_LOC100745429.1.1|m.27818,CHOYP_LOC662320.1.2|m.18374,CHOYP_LOC100377054.1.1|m.8489,CHOYP_MINT.1.1|m.54605,CHOYP_CLASR.1.2|m.27688,CHOYP_BRAFLDRAFT_114843.2.2|m.57232,CHOYP_LEG4.1.1|m.22079,CHOYP_BRAFLDRAFT_251578.1.1|m.15566,CHOYP_RS3A.4.15|m.15366,CHOYP_LSM3.1.1|m.9505,CHOYP_BRAFLDRAFT_128129.1.1|m.63237,CHOYP_BRAFLDRAFT_136434.1.1|m.33244,CHOYP_LC7L3.1.1|m.20705,CHOYP_RBMX.1.1|m.26723,CHOYP_LOC100373136.1.1|m.6977	
GO:0016071	mRNA metabolic process	biological_process	1.07E-10		CHOYP_LOC100680210.1.1|m.5750,CHOYP_DI3L2.1.1|m.61980,CHOYP_LOC100183682.1.1|m.61630,CHOYP_BRAFLDRAFT_223429.2.2|m.38659,CHOYP_LOC100374345.1.2|m.11328,CHOYP_LSM2.1.2|m.54283,CHOYP_PABP2.1.1|m.12768,CHOYP_LOC100115467.1.1|m.51329,CHOYP_LOC100376610.3.3|m.19687,CHOYP_ISCW_ISCW014398.1.3|m.15838,CHOYP_ISCW_ISCW014398.1.3|m.15839,CHOYP_LOC100123667.1.1|m.22353,CHOYP_CRNL1.1.1|m.2792,CHOYP_A4.3.3|m.22262,CHOYP_SK2L2.1.1|m.35679,CHOYP_HNRPR.1.2|m.44125,CHOYP_BRAFLDRAFT_57552.1.1|m.8199,CHOYP_PPWD1.1.1|m.48713,CHOYP_THOC5.1.1|m.12880,CHOYP_RAVR1.1.1|m.62572,CHOYP_RENT1.1.1|m.44133,CHOYP_SRPK2.1.1|m.5002,CHOYP_PELO.1.1|m.14458,CHOYP_LOC588572.1.2|m.17892,CHOYP_LOC100372341.1.1|m.46956,CHOYP_PININ.1.1|m.56667,CHOYP_SPT5H.1.1|m.60053,CHOYP_BRAFLDRAFT_223429.1.2|m.30136,CHOYP_THOC2.1.2|m.9631,CHOYP_PRPF4.1.1|m.62194,CHOYP_XRN2.1.1|m.13943,CHOYP_LOC100369488.1.1|m.10559,CHOYP_LOC100118098.1.1|m.14795,CHOYP_LOC101063699.1.1|m.18944,CHOYP_BRAFLDRAFT_215789.1.1|m.60405,CHOYP_CDC73.1.1|m.36157,CHOYP_SPT6H.1.1|m.55595,CHOYP_LOC100371628.1.1|m.35401,CHOYP_SF3B1.1.3|m.24001,CHOYP_BRAFLDRAFT_99641.1.1|m.63666,CHOYP_LOC100122037.1.1|m.12516,CHOYP_SNUT2.1.1|m.19264,CHOYP_PARN.1.1|m.19023,CHOYP_RU1C.1.2|m.50387,CHOYP_LOC100377235.1.2|m.30935,CHOYP_BRAFLDRAFT_238139.1.1|m.12224,CHOYP_LOC100072802.1.1|m.27280,CHOYP_ISY1.1.1|m.53545,CHOYP_RNP1B.1.1|m.59888,CHOYP_TFP11.1.1|m.65838,CHOYP_RPC1.1.1|m.16568,CHOYP_PLRG1.1.1|m.65600,CHOYP_BRAFLDRAFT_70868.1.1|m.55081,CHOYP_LOC100376908.1.4|m.112,CHOYP_LOC100701725.1.1|m.54512,CHOYP_DDX23.1.1|m.20195,CHOYP_LOC100373917.1.1|m.43876,CHOYP_BRAFLDRAFT_206907.5.11|m.19273,CHOYP_PHUM_PHUM241330.1.3|m.29132,CHOYP_ACIN1A.2.2|m.51408,CHOYP_RBM22.1.1|m.43645,CHOYP_LOC100711617.1.1|m.9209,CHOYP_ISCW_ISCW001190.1.1|m.26579,CHOYP_RENT2.1.1|m.50589,CHOYP_BRAFLDRAFT_124972.2.5|m.4101,CHOYP_RBM25.1.2|m.41094,CHOYP_LOC100373287.1.1|m.36226,CHOYP_CYPL.1.1|m.25000,CHOYP_CPSF5.1.2|m.59012,CHOYP_LOC100181343.1.1|m.59214,CHOYP_WBP11.1.1|m.12849,CHOYP_CPIPJ_CPIJ007723.4.4|m.64973,CHOYP_RS2.2.10|m.5562,CHOYP_MTR1.1.1|m.59840,CHOYP_IWS1.1.1|m.13972,CHOYP_SF3B5.1.1|m.12205,CHOYP_RU2A.1.1|m.20848,CHOYP_CWC22.1.1|m.29270,CHOYP_SF3B3.1.1|m.45473,CHOYP_A4.2.3|m.7550,CHOYP_PAPOG.1.2|m.33182,CHOYP_CPSF1.1.1|m.27767,CHOYP_ISCW_ISCW012036.1.1|m.27987,CHOYP_PHF5A.1.1|m.32389,CHOYP_LOC100878601.1.1|m.15486,CHOYP_LOC100476601.1.1|m.9343,CHOYP_SPF45.1.1|m.22111,CHOYP_ANM5.1.1|m.1529,CHOYP_LOC100875404.1.1|m.8506,CHOYP_U5S1.1.1|m.49230,CHOYP_CDK13.1.1|m.59965,CHOYP_U520.1.1|m.7087,CHOYP_LOC100376500.1.1|m.36606,CHOYP_RSMB.1.2|m.12400,CHOYP_LOC100726220.1.1|m.8701,CHOYP_LOC100867962.1.1|m.19193,CHOYP_BRAFLDRAFT_85822.1.1|m.10102,CHOYP_ISCW_ISCW016289.1.1|m.12312,CHOYP_PRP31.3.6|m.8812,CHOYP_BRAFLDRAFT_125735.1.3|m.26333,CHOYP_LOC656201.1.1|m.8657,CHOYP_LOC100370269.1.1|m.55713,CHOYP_RFOX2.1.2|m.24118,CHOYP_LOC586835.1.1|m.9967,CHOYP_LOC100367053.1.1|m.18595,CHOYP_MGN2.1.1|m.9330,CHOYP_LOC661829.1.1|m.64858,CHOYP_LOC577338.1.1|m.9819,CHOYP_LOC578672.2.2|m.44884,CHOYP_VIR.1.1|m.51105,CHOYP_IF4A3.1.1|m.30424,CHOYP_LOC100367637.1.1|m.55661,CHOYP_DSRAD.1.4|m.4228,CHOYP_MET14.1.1|m.5073,CHOYP_PRP18.1.1|m.2214,CHOYP_LOC100367069.1.1|m.14484,CHOYP_LOC100745429.1.1|m.27818,CHOYP_LOC662320.1.2|m.18374,CHOYP_DIS3.1.1|m.6724,CHOYP_RS3A.4.15|m.15366,CHOYP_CELF2.2.4|m.22506,CHOYP_LOC101175582.1.1|m.59321,CHOYP_PABP4.4.6|m.38167,CHOYP_LC7L3.1.1|m.20705,CHOYP_RBMX.1.1|m.26723,CHOYP_LOC100373136.1.1|m.6977,CHOYP_DKC1.1.1|m.10978,CHOYP_LOC663518.1.1|m.11968,CHOYP_PPIE.1.1|m.18580,CHOYP_BRAFLDRAFT_126700.1.2|m.17811,CHOYP_RL18A.1.8|m.12900,CHOYP_AQR.1.1|m.9127,CHOYP_EIF3E.1.1|m.27167,CHOYP_BRAFLDRAFT_221294.2.2|m.52722,CHOYP_LOC100375551.1.2|m.27489,CHOYP_LOC100725472.1.2|m.5970,CHOYP_SYMPK.1.1|m.1791,CHOYP_DDX46.1.1|m.52473,CHOYP_PHUM_PHUM544530.1.1|m.38469,CHOYP_EXOSC2.1.1|m.9530,CHOYP_LOC101062323.1.1|m.15918,CHOYP_THOC1.1.1|m.62740,CHOYP_LOC100696985.1.1|m.17599,CHOYP_ISCW_ISCW023180.1.2|m.31255,CHOYP_SSU72.1.1|m.2079,CHOYP_LOC593522.1.2|m.5381,CHOYP_BTZ.1.1|m.45914,CHOYP_DHX8.2.3|m.55112,CHOYP_DX39B.2.3|m.18241,CHOYP_BRAFLDRAFT_265613.1.2|m.14785,CHOYP_TSP_00320.1.1|m.7280,CHOYP_BRAFLDRAFT_115639.1.1|m.11373,CHOYP_LOC659398.1.1|m.9611,CHOYP_LOC100367051.1.1|m.13013,CHOYP_CBPC1.1.1|m.30713,CHOYP_WIBG.1.1|m.11521,CHOYP_RBM39.1.1|m.19427,CHOYP_EXOS3.1.1|m.10596,CHOYP_PHUM_PHUM423190.1.1|m.18351,CHOYP_ISCW_ISCW020550.2.2|m.18099,CHOYP_SMG7.1.1|m.21983,CHOYP_CSTF3.1.1|m.10636,CHOYP_PAN2.1.1|m.44690,CHOYP_ISCW_ISCW013378.2.3|m.11858,CHOYP_LOC100367837.1.1|m.56015,CHOYP_PRP4B.1.1|m.28423,CHOYP_BRAFLDRAFT_117858.2.3|m.48274,CHOYP_NCBP2.1.1|m.60410,CHOYP_EXOSC10.1.1|m.39774,CHOYP_ND4.3.5|m.19536,CHOYP_LOC100369712.1.1|m.64282,CHOYP_MCES.1.2|m.15348,CHOYP_LOC100378252.1.1|m.16877,CHOYP_NEMVEDRAFT_V1G247177.1.1|m.63233,CHOYP_SNW1.2.2|m.19563,CHOYP_DHX15.2.2|m.62441,CHOYP_HSP7D.2.3|m.34785,CHOYP_RS5.1.2|m.146,CHOYP_CNOT1.1.1|m.12104,CHOYP_CPSF2.1.1|m.13908,CHOYP_LOC100908241.1.1|m.52509,CHOYP_LOC100565366.1.1|m.49990,CHOYP_SART1.1.1|m.14398,CHOYP_U2AF2.1.1|m.30416,CHOYP_CNOT3.1.1|m.62322,CHOYP_SF3B4.1.1|m.14985,CHOYP_CTBL1.1.1|m.22983,CHOYP_LOC100116878.1.1|m.11655,CHOYP_PRP8.1.1|m.51584,CHOYP_LSM4.1.3|m.2601,CHOYP_PCF11.1.1|m.49191,CHOYP_1433G.2.2|m.63451,CHOYP_ORC1.1.2|m.17178,CHOYP_CDC5L.1.1|m.25107,CHOYP_LOC100113671.1.1|m.18491,CHOYP_LOC100701406.1.1|m.23796,CHOYP_LOC100370989.2.2|m.37995,CHOYP_BRAFLDRAFT_119350.1.1|m.50169,CHOYP_ZNF259.1.1|m.10424,CHOYP_LOC100369596.1.1|m.7021,CHOYP_RPB2.1.1|m.38872,CHOYP_LOC100693575.1.1|m.19082,CHOYP_THOC7.1.1|m.6771,CHOYP_FL2D.1.1|m.62439,CHOYP_EXOS7.1.1|m.3323,CHOYP_ISCW_ISCW006831.1.1|m.23820,CHOYP_CNOT2.1.2|m.47530,CHOYP_LOC100371232.1.1|m.25817,CHOYP_TRA2A.1.1|m.21305,CHOYP_DDX1.1.1|m.46908,CHOYP_PPIH.1.1|m.18923,CHOYP_PHUM_PHUM600390.1.1|m.6641,CHOYP_LOC100217869.1.2|m.29774,CHOYP_SF3A3.1.1|m.50392,CHOYP_A1CF.1.2|m.8145,CHOYP_PRP6.1.2|m.28600,CHOYP_BRAFLDRAFT_282200.1.1|m.18115,CHOYP_DDX47.1.1|m.11144,CHOYP_LOC100117917.1.1|m.21225,CHOYP_RED1.2.2|m.61084,CHOYP_SF3A1.1.3|m.41531,CHOYP_ERF3A.1.1|m.57282,CHOYP_BRAFLDRAFT_89362.1.1|m.49683,CHOYP_LOC100869625.1.1|m.52959,CHOYP_LOC100377054.1.1|m.8489,CHOYP_MINT.1.1|m.54605,CHOYP_CLASR.1.2|m.27688,CHOYP_BRAFLDRAFT_114843.2.2|m.57232,CHOYP_LOC100554670.1.1|m.4865,CHOYP_LEG4.1.1|m.22079,CHOYP_BRAFLDRAFT_251578.1.1|m.15566,CHOYP_LOC584058.1.1|m.59244,CHOYP_LSM3.1.1|m.9505,CHOYP_LOC100556517.1.1|m.22221,CHOYP_BRAFLDRAFT_128129.1.1|m.63237,CHOYP_BRAFLDRAFT_136434.1.1|m.33244,CHOYP_CELF4.1.1|m.22429	
